smiles,family,tsne_1,tsne_2,type
CC[N+](C)(C)CCCOC,ammonium,0.63833207,-17.708279,cation
CC[N+](C)(C)CCO,ammonium,-1.4352839,-14.897487,cation
CC[N+](C)(C)CCOC,ammonium,-0.062267885,-17.82928,cation
CC[N+](C)(C)CCOC(C)=O,ammonium,-1.1658306,-17.130173,cation
CC[N+](C)(C)CCOCCOC,ammonium,1.0605345,-18.643835,cation
CC[N+](C)(CC)CCOC,ammonium,2.0042555,-17.179688,cation
CC[N+](CC)(CC)CC,ammonium,6.228502,-16.880219,cation
CC[N+](CC)(CC)CCOC,ammonium,5.799091,-16.879274,cation
CC[N+](CC)=C(N(C)C)N(C)C,ammonium,-3.6790345,-12.290648,cation
CC[N+]1(C)CCCC1,pyrrolidinium,-27.01254,-24.024836,cation
CC[N+]1(C)CCCCC1,piperidinium,-26.53717,-24.346493,cation
CC[N+]1(C)CCOCC1,piperidinium,-18.60003,-24.671776,cation
CC[NH+](C)CC,ammonium,-8.510942,-11.395799,cation
CC[NH+](CC)CC,ammonium,-7.0987973,-12.019405,cation
CC[NH+]1C=CN(C)C1,ammonium,-9.330084,0.5703238,cation
CC[NH+]1C=CN=C1,ammonium,-10.781331,4.3928194,cation
CC[NH2+]CC,ammonium,-8.15,-9.441326,cation
CC[NH3+],ammonium,-9.708071,-7.9845185,cation
CC[P+](CC)(CC)CCOC,phosphonium,5.4941716,-22.79916,cation
CC[P+](CC)(CC)CCSC,phosphonium,5.102286,-21.882402,cation
CC[P+](CC)(CC)COCCOC,phosphonium,5.7083464,-23.285177,cation
CC[P+](CC)(CC)CSC,phosphonium,4.600436,-22.029993,cation
CC[S+](C)CC,sulfonium,-7.340489,-10.227962,cation
CC[S+](CC)CC,sulfonium,-6.3979273,-10.311342,cation
CC[S+](CC)CCOCCOCCOCCOCC[S+](CC)CC,sulfonium,12.215259,-19.65806,cation
CC[S+](CC)CCOCCOCCOCC[S+](CC)CC,sulfonium,11.90719,-19.778063,cation
CC[S+](CC)CCOCCOCC[S+](CC)CC,sulfonium,11.2926035,-20.005373,cation
CC[S+](CC)CCOCC[S+](CC)CC,sulfonium,10.919013,-20.133965,cation
CC[S+]1CCCC1,sulfonium,-25.085724,-17.324074,cation
CC[n+]1cc(C)n(C)c1,imidazolium,-5.5224395,6.8243246,cation
CC[n+]1ccc(C)cc1,pyridinium,3.129084,18.416182,cation
CC[n+]1ccc(N(C)C)cc1,pyridinium,2.0790553,18.319235,cation
CC[n+]1cccc(C)c1,pyridinium,4.9434714,19.14151,cation
CC[n+]1ccccc1,pyridinium,4.9335465,28.954147,cation
CC[n+]1ccccc1C,pyridinium,6.914055,21.113218,cation
CC[n+]1ccn(C)c1,imidazolium,-4.76466,11.0141325,cation
CC[n+]1ccn(CCOC)c1,imidazolium,-0.99709046,9.461044,cation
CC[n+]1ccn(Cc2ccc(C)cc2)c1,imidazolium,18.96985,19.20087,cation
CCc1cccc[n+]1C,pyridinium,6.599954,21.434565,cation
CCc1cccc[n+]1CC,pyridinium,7.920663,20.466478,cation
CCn1cc(C)[n+](C)c1,imidazolium,-5.65652,6.282375,cation
CCn1cc(C)[n+](CC)c1,imidazolium,-5.015267,6.4845552,cation
CCn1cc[n+](C)c1,imidazolium,-10.538719,11.6983385,cation
CCn1cc[n+](C)c1C,imidazolium,-4.8196416,4.7424855,cation
CCn1cc[n+](CC)c1,imidazolium,-0.92132545,8.223457,cation
CCn1cc[n+](CCOC)c1,imidazolium,-1.4054192,9.856355,cation
CCn1cc[nH+]c1,imidazolium,-8.549611,6.510916,cation
CCn1ccc[n+]1C,imidazolium,-7.1211967,7.646992,cation
CN(C)C(=N)[NH+](C)C,ammonium,-11.6328335,-13.076266,cation
CN(C)C(N)=[N+](C)C,ammonium,-10.916091,-13.497515,cation
CN(C)c1cc[n+](C)cc1,pyridinium,1.7927324,18.501661,cation
CN1C=C[NH+](C)C1,ammonium,-9.088742,1.0421333,cation
CN1C=C[NH+](CCO)C1,ammonium,-9.758449,-0.061604515,cation
CN1CCC[NH+]2CCCN=C12,ammonium,-22.844685,-19.827568,cation
CNCCO,other,-9.029568,-6.6233406,cation
COC(=O)C([NH3+])Cc1ccccc1,ammonium,8.459523,24.231792,cation
COC(=O)C1CCC[NH2+]1,pyrrolidinium,-21.9383,-18.221684,cation
COC(C)Cn1cc[n+](C)c1,imidazolium,-11.781042,11.748936,cation
COCCCCn1cc[n+](C)c1,imidazolium,-9.021597,16.53136,cation
COCCC[N+]1(C)CCCC1,pyrrolidinium,-27.697775,-27.182493,cation
COCCC[N+]1(C)CCCCC1,piperidinium,-27.143188,-27.201153,cation
COCCC[N+]1(C)CCOCC1,piperidinium,-19.683947,-26.23701,cation
COCCC[n+]1ccccc1,pyridinium,4.8850374,31.539444,cation
COCCC[n+]1ccn(C)c1,imidazolium,-2.706594,12.171497,cation
COCCCn1cc[n+](C)c1,imidazolium,-8.97132,15.770713,cation
COCCOCCOCC[n+]1ccccc1,pyridinium,2.487045,32.56955,cation
COCCOCC[n+]1ccccc1,pyridinium,3.0801694,32.174652,cation
COCCOCCn1cc[n+](C)c1,imidazolium,-7.7981606,16.086037,cation
COCC[N+](C)(C)C,ammonium,-1.7321973,-18.136086,cation
COCC[N+]1(C)CCCC1,pyrrolidinium,-27.666567,-26.13609,cation
COCC[N+]1(C)CCCCC1,piperidinium,-27.217476,-26.273685,cation
COCC[N+]1(C)CCOCC1,piperidinium,-19.552322,-25.6705,cation
COCC[NH+]1C=CN(C)C1,ammonium,-9.1309805,-0.113843955,cation
COCC[NH2+]CCOC,ammonium,-3.8075225,-9.896995,cation
COCC[n+]1ccccc1,pyridinium,4.7126937,30.872246,cation
COCC[n+]1ccn(C)c1,imidazolium,-2.9972105,11.806607,cation
COCCn1cc[n+](C)c1,imidazolium,-9.104856,14.880893,cation
COC[N+]1(C)CCCC1,pyrrolidinium,-27.559258,-24.290453,cation
COC[n+]1ccccc1,pyridinium,4.992618,29.527544,cation
COCn1cc[n+](C)c1,imidazolium,-10.748242,12.284361,cation
COc1ccc(-[n+]2c(C)cc(C)n2C)cc1,imidazolium,2.0804486,23.390665,cation
C[N+](C)(C)C,ammonium,-3.499734,-17.361496,cation
C[N+](C)(C)CCCC(=O)O,ammonium,-1.9799627,-16.345758,cation
C[N+](C)(C)CCC[N+]1(C)CCCCC1,piperidinium,-27.058552,-28.595999,cation
C[N+](C)(C)CCC[n+]1ccccc1,pyridinium,5.586228,32.8018,cation
C[N+](C)(C)CCO,ammonium,-2.1860094,-15.525239,cation
C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1,ammonium,-24.506977,-20.219667,cation
C[N+](C)(CCO)CCCNC(=O)C(O)C(O)C(O)C(O)CO,ammonium,-3.3026757,-7.5050807,cation
C[N+](C)=CCl,ammonium,-11.004143,-8.621064,cation
C[N+](CCO)(CCO)CCO,ammonium,-4.2415524,-6.6062326,cation
C[N+]1(C#N)CCOCC1,piperidinium,-17.949596,-23.962038,cation
C[N+]1(CC#N)CCCC1,pyrrolidinium,-26.09147,-23.244343,cation
C[N+]1(CC#N)CCCCC1,piperidinium,-25.652685,-23.526943,cation
C[N+]1(CC#N)CCOCC1,piperidinium,-17.732162,-24.530537,cation
C[N+]1(CCCC#N)CCOCC1,piperidinium,-17.37831,-25.641743,cation
C[N+]1(CCCO)CCCC1,pyrrolidinium,-24.75245,-25.816381,cation
C[N+]1(CCCO)CCCCC1,piperidinium,-25.26493,-26.05081,cation
C[N+]1(CCCO)CCOCC1,piperidinium,-18.058329,-26.395248,cation
C[N+]1(CCO)CCCC1,pyrrolidinium,-25.143097,-24.820654,cation
C[N+]1(CCO)CCCCC1,piperidinium,-25.597176,-25.125498,cation
C[N+]1(CCO)CCOCC1,piperidinium,-18.146778,-25.642735,cation
C[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCC1,pyrrolidinium,9.419778,26.952621,cation
C[N+]1(CCOCCOCCOCCOCC[N+]2(C)CCCC2)CCCC1,pyrrolidinium,-30.067122,-30.396465,cation
C[N+]1(CCOCCOCCOCC[N+]2(C)CCCC2)CCCC1,pyrrolidinium,-29.962961,-30.106293,cation
C[N+]1(CCOCCOCC[N+]2(C)CCCC2)CCCC1,pyrrolidinium,-29.810162,-29.67991,cation
C[N+]1(Cc2ccccc2)CCOCC1,piperidinium,7.5598392,24.870464,cation
C[NH+](C)C,ammonium,-11.459985,-11.0994,cation
C[NH+](C)CCO,ammonium,-9.938272,-10.256996,cation
C[NH+](CCO)CCO,ammonium,-5.863935,-5.7215033,cation
C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,ammonium,-17.394283,3.487665,cation
C[NH+]1C=CN(CCCO)C1,ammonium,-4.767286,-0.7513075,cation
C[NH+]1C=CN=C1,ammonium,-10.28587,4.491544,cation
C[NH+]1CCCC1=O,pyrrolidinium,-22.13898,-18.305056,cation
C[NH2+]CCO,ammonium,-8.457861,-6.6613173,cation
C[NH3+],ammonium,-10.783907,-7.9386063,cation
C[n+]1cc[nH]c1,imidazolium,-8.215832,8.021616,cation
C[n+]1ccccc1,pyridinium,5.263666,27.949514,cation
C[n+]1ccn(CC#N)c1,imidazolium,-9.868959,12.3568,cation
C[n+]1ccn(CC(F)(F)F)c1,imidazolium,-12.463248,9.922024,cation
C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,imidazolium,-17.775253,3.8704164,cation
C[n+]1ccn(CCCC#N)c1,imidazolium,-11.01306,17.565022,cation
C[n+]1ccn(CCCC(=O)O)c1,imidazolium,-11.931612,15.29846,cation
C[n+]1ccn(CCCCC#N)c1,imidazolium,-10.980153,17.795444,cation
C[n+]1ccn(CCCCCCCC(=O)O)c1,imidazolium,12.724843,0.907186,cation
C[n+]1ccn(CCCCCCCCO)c1,imidazolium,13.585007,0.79027665,cation
C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1,imidazolium,-13.111762,19.367426,cation
C[n+]1ccn(CCCCO)c1,imidazolium,-11.601768,16.498192,cation
C[n+]1ccn(CCCCS(=O)(=O)O)c1,imidazolium,-13.340892,16.413633,cation
C[n+]1ccn(CCCCn2cc[n+](C)c2)c1,imidazolium,-13.09486,19.315264,cation
C[n+]1ccn(CCCO)c1,imidazolium,-11.381239,15.755422,cation
C[n+]1ccn(CCCl)c1,imidazolium,-10.630958,13.966314,cation
C[n+]1ccn(CCO)c1,imidazolium,-11.062262,14.7029295,cation
C[n+]1ccn(CCc2ccccc2)c1,imidazolium,11.03977,26.258654,cation
C[n+]1ccn(Cc2ccccc2)c1,imidazolium,10.927392,26.381586,cation
C[n+]1cn(CCCCS(=O)(=O)O)c2ccccc21,imidazolium,10.25869,21.988337,cation
Cc1c(CCO)sc[n+]1Cc1ccccc1,ammonium,9.930602,24.520992,cation
Cc1cc(C)[n+](-c2ccc(Cl)cc2)n1C,imidazolium,2.2071323,23.385145,cation
Cc1cc(C)[n+](-c2ccccc2)n1C,imidazolium,3.5204864,23.715187,cation
Cc1ccc(-[n+]2c(C)cc(C)n2C)cc1,imidazolium,1.8585551,23.325777,cation
Cc1ccc(CN2C=C[NH+](C)C2)cc1,ammonium,19.129107,20.10835,cation
Cc1ccc(Cn2cc[n+](C)c2)cc1,imidazolium,19.010818,19.54985,cation
Cc1ccc[n+](C)c1,pyridinium,4.834733,20.610914,cation
Cc1ccc[n+](CC(C)C)c1,pyridinium,4.2839417,19.706404,cation
Cc1cccc[n+]1C,pyridinium,5.795481,21.832216,cation
Cc1cccc[nH+]1,pyridinium,6.2570724,22.401472,cation
Cc1ccccc1-[n+]1ccc(C)n1C,imidazolium,3.7772892,23.41378,cation
Cc1ncc[nH+]n1,ammonium,-9.201368,4.700962,cation
Cn1cc[n+](C)c1,imidazolium,-9.40656,9.733908,cation
Cn1cc[n+](C)c1Cl,imidazolium,-7.100011,6.743763,cation
Cn1cc[n+](CC#N)c1,imidazolium,-5.0965114,12.510495,cation
Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1,imidazolium,-5.3473325,11.69714,cation
Cn1cc[n+](CCCC#N)c1,imidazolium,-4.008417,13.770799,cation
Cn1cc[n+](CCCCCCO)c1,imidazolium,12.253801,6.3191648,cation
Cn1cc[n+](CCCCS(=O)(=O)O)c1,imidazolium,-3.0206425,16.205612,cation
Cn1cc[n+](CCCO)c1,imidazolium,-3.3693488,13.256577,cation
Cn1cc[n+](CCCS(=O)(=O)O)c1,imidazolium,-3.0877264,16.143358,cation
Cn1cc[n+](CCC[n+]2ccn(C)c2)c1,imidazolium,-2.2596028,14.418541,cation
Cn1cc[n+](CCCc2ccccc2)c1,imidazolium,12.361782,26.951849,cation
Cn1cc[n+](CCO)c1,imidazolium,-3.957013,12.795724,cation
Cn1cc[n+](CCc2ccccc2)c1,imidazolium,12.019352,27.123173,cation
Cn1cc[n+](Cc2ccccc2)c1,imidazolium,11.683083,27.24113,cation
N#CCC[NH+]1C=CN=C1,ammonium,-11.3345995,3.8022287,cation
N#CCCn1cc[n+](CCO)c1,imidazolium,3.1081893,9.95196,cation
N#CCCn1cc[n+](Cc2ccccc2)c1,imidazolium,11.916368,25.886244,cation
N#CC[n+]1ccccc1,pyridinium,5.8230743,28.953611,cation
NCCN1C=CCC=C1,piperidinium,-9.182569,6.3949933,cation
NCCO,other,-8.649009,-5.895142,cation
O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,other,-16.809147,2.7553144,cation
O=S(=O)(O)CCC[n+]1ccccc1,pyridinium,7.4213495,30.683878,cation
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,other,-17.125834,3.1276617,cation
OCCCCCC[NH+]1C=CN=C1,ammonium,5.2653675,-0.6858556,cation
OCCC[n+]1ccccc1,pyridinium,6.3869786,30.552475,cation
OCC[NH+](CCO)CCO,ammonium,-5.23861,-5.5503817,cation
OCC[NH2+]CCO,ammonium,-6.8423367,-5.357165,cation
OCC[NH2+]c1ccccc1,ammonium,9.1307335,23.961132,cation
OCC[n+]1ccccc1,pyridinium,6.122341,29.921436,cation
[Li+],other,-10.665478,-7.478362,cation
[NH3+]CCCO,ammonium,-7.921494,-5.3866982,cation
[NH3+]CCO,ammonium,-9.044868,-5.719844,cation
[NH3+]CNCCO,ammonium,-7.774739,-6.032586,cation
c1ccc(C[n+]2ccccc2)cc1,pyridinium,10.523698,28.086464,cation
Brc1ccc2[n-]ncc2c1,other,-8.556633,4.0892816,anion
Brc1ccc2cn[n-]c2c1,other,-8.554569,4.041596,anion
Brc1cccc2[n-]ncc12,other,-8.750978,4.516429,anion
Brc1cnc[n-]1,other,-4.9959216,3.7190728,anion
C/C=C/C(=O)[O-],carboxylate,-3.3418722,-1.5984615,anion
C=CC(=O)NC(C)(C)CS(=O)(=O)[O-],amino-acid,1.4407388,-4.137849,anion
CC(=O)CCC(=O)[O-],carboxylate,-2.2366738,-6.315258,anion
CC(=O)NC(C(=O)[O-])C(C)C,amino-acid,-7.7599177,-4.2559733,anion
CC(=O)NC(C)C(=O)[O-],amino-acid,-7.2173004,-4.046668,anion
CC(=O)NC(CC(C)C)C(=O)[O-],amino-acid,-7.702535,-4.495815,anion
CC(=O)[O-],carboxylate,-2.784198,-2.4631944,anion
CC(C)(C)C(=O)[O-],carboxylate,-6.090544,-1.7156445,anion
CC(C)C(=O)[O-],carboxylate,-5.5228753,-3.118099,anion
CC(C)C(N)C(=O)[O-],carboxylate,-5.9315443,-3.7618194,anion
CC(C)CC(N)C(=O)[O-],carboxylate,-5.9058313,-4.2698855,anion
CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C,phosphate,-6.8194804,-1.6000676,anion
CC(N)C(=O)[O-],carboxylate,-4.7258697,-3.5641363,anion
CC(O)C(=O)[O-],carboxylate,-4.360856,-3.032758,anion
CC(O)C(N)C(=O)[O-],carboxylate,-5.180533,-3.8985775,anion
CC(Oc1ccc(Cl)cc1Cl)C(=O)[O-],carboxylate,-6.841818,5.8319483,anion
CC1(C(=O)[O-])CCCN1,carboxylate,4.2193594,-0.20072202,anion
CC1=CC(=O)[N-]S(=O)(=O)O1,other,-3.8224192,0.47463727,anion
CCC(=O)[O-],carboxylate,-2.52006,-3.6103394,anion
CCC(C)C(NC(C)=O)C(=O)[O-],amino-acid,-7.6550784,-4.677496,anion
CCC(CC)C(=O)[O-],carboxylate,-3.2702935,-4.2680097,anion
CCCC(=O)[O-],carboxylate,-1.6637992,-5.6992216,anion
CCCCC(=O)[O-],carboxylate,-1.6524541,-7.545568,anion
CCCCC(CC)CCC(=O)[O-],carboxylate,-2.1889145,-9.392896,anion
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],sulfonate,-2.6615295,-10.247845,anion
CCCCCC(=O)[O-],carboxylate,-1.5139674,-8.526261,anion
CCCCCCC(=O)[O-],carboxylate,-1.2206839,-9.33147,anion
CCCCCCCC(=O)[O-],carboxylate,-0.9378503,-10.014745,anion
CCCCCCCCC=CCCCCCCCC(=O)[O-],carboxylate,-0.5012398,-12.582382,anion
CCCCCCCCCC(=O)[O-],carboxylate,-0.4290794,-11.050981,anion
CCCCCCCCCCCCOS(=O)(=O)[O-],sulfonate,0.2726032,-12.147815,anion
CCCCCCCCCCCCOS(=O)(=O)c1ccccc1,other,0.76824945,-12.880367,anion
CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1,sulfonate,0.39448816,-13.08882,anion
CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],sulfonate,0.55800605,-12.901038,anion
CCCCCCCCCCOS(=O)(=O)[O-],sulfonate,0.38770232,-11.575778,anion
CCCCCCCCOS(=O)(=O)[O-],sulfonate,0.5447625,-10.68508,anion
CCCCCCCCP(=O)([O-])[O-],phosphate,-0.15200683,-10.353731,anion
CCCCCCOS(=O)(=O)[O-],sulfonate,0.9266447,-9.277897,anion
CCCCCCP(=O)([O-])[O-],phosphate,-0.21566868,-9.386762,anion
CCCCOS(=O)(=O)[O-],sulfonate,1.6026506,-7.437177,anion
CCCCP(=O)([O-])O,phosphate,-0.05429194,-7.70224,anion
CCOP(=O)([O-])OCC,phosphate,4.9472485,-6.380159,anion
CCOS(=O)(=O)[O-],sulfonate,3.0865421,-3.7042663,anion
CCP(=O)([O-])O,phosphate,0.15507789,-1.6659026,anion
CCS(=O)(=O)[O-],sulfonate,2.6125805,-3.7192159,anion
COCC(=O)[O-],carboxylate,-1.2560965,-3.9964345,anion
COCCOCC(=O)[O-],carboxylate,-0.12573263,-5.7895966,anion
COCCOCCOS(=O)(=O)[O-],sulfonate,0.80710226,-6.43311,anion
COP(=O)(O)OC,other,1.8398571,0.042957395,anion
COP(=O)([O-])OC,phosphate,1.7787653,0.005432603,anion
COS(=O)(=O)O,other,2.451923,-2.1540906,anion
COS(=O)(=O)[O-],sulfonate,2.7774837,-2.7307763,anion
CO[P+](=O)[O-],phosphate,-0.96324366,-0.29285777,anion
CO[PH](=O)[O-],phosphate,-0.9635218,-0.29239988,anion
CP(=O)([O-])O,phosphate,-0.011579415,-1.1333007,anion
CP(=O)([O-])[O-],phosphate,0.2662768,-0.822157,anion
CS(=O)(=O)[O-],sulfonate,2.3955216,-3.0675163,anion
Cc1ccc(S(=O)(=O)O)cc1,other,-11.656496,3.5659645,anion
Cc1ccc(S(=O)(=O)[O-])cc1,sulfonate,-11.669617,3.5405037,anion
Cc1n[n-]cc1Br,other,-4.4490147,2.8640466,anion
Cc1nc([N+](=O)[O-])c[n-]1,carboxylate,-5.4495306,2.0976222,anion
Cl[Fe-](Cl)(Cl)Br,fluorinated,-3.107957,7.902228,anion
Cl[Fe-](Cl)(Cl)Cl,fluorinated,-3.1140897,7.9202285,anion
Clc1n[n-]c2ccccc12,other,-9.377579,5.627123,anion
Clc1nc[n-]c1Cl,other,-5.733098,5.2249894,anion
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,fluorinated,14.010901,7.520513,anion
FC(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,fluorinated,13.770343,7.213976,anion
FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,fluorinated,12.962606,6.658446,anion
FC(F)(F)[N-]C(F)(F)F,fluorinated,10.002802,4.073026,anion
F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,fluorinated,11.624286,5.7796726,anion
F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,fluorinated,10.84506,5.4157352,anion
F[B-](F)(F)C(F)(F)C(F)(F)F,fluorinated,9.609889,4.761396,anion
F[B-](F)(F)C(F)(F)F,fluorinated,8.350905,4.4155917,anion
F[B-](F)(F)F,fluorinated,6.855572,4.300064,anion
F[B-](F)(F)c1ccccc1,fluorinated,-11.607112,7.3157554,anion
F[B-](F)F,fluorinated,5.065242,3.2909808,anion
F[P-](F)(F)(F)(F)F,fluorinated,5.607717,3.411006,anion
Ic1cc[n-]n1,other,-4.7673135,3.7659886,anion
N#CC(=C=[N-])C#N,other,0.5288998,5.2034335,anion
N#CC(C#N)C#N,other,-0.35551783,5.1952024,anion
N#CN=C=[N-],other,0.19367722,3.9677567,anion
N#CNC#N,other,0.7454118,4.8135567,anion
N#CS[Al-3](SC#N)(SC#N)(SC#N)(SC#N)SC#N,other,2.0771186,7.3159904,anion
N#CS[Cu-3](SC#N)(SC#N)SC#N,other,1.966526,5.885636,anion
N#CS[Hg-2](SC#N)(SC#N)SC#N,other,1.1420021,6.903999,anion
N#CS[Zn-2](SC#N)(SC#N)SC#N,other,1.6843135,6.3968873,anion
N#C[Au-]C#N,other,0.568221,4.777492,anion
N#C[B-](C#N)(C#N)C#N,other,-0.5862114,6.232282,anion
N#C[C-](C#N)C#N,other,0.4675262,5.978173,anion
N#C[N-]C#N,other,0.67981476,4.751986,anion
N#C[S-],other,-0.22035433,3.2695556,anion
N#Cc1ccc2cn[n-]c2c1,other,-8.547233,3.9678419,anion
N#Cc1nc(C(F)(F)F)[n-]c1C#N,fluorinated,2.693826,3.9807096,anion
NC(=O)CC(N)C(=O)[O-],amino-acid,-4.6753736,-5.8886027,anion
NC(=O)CCC(=O)[O-],amino-acid,-2.5382147,-6.2679944,anion
NC(CCC(=O)O)C(=O)[O-],amino-acid,-4.2293425,-6.1690254,anion
NC(CO)C(=O)[O-],amino-acid,-4.3278103,-4.8636184,anion
NC(CS)C(=O)[O-],amino-acid,-4.398303,-4.9399514,anion
NC(Cc1ccccc1)C(=O)[O-],amino-acid,-11.392444,6.4375997,anion
NCC(=O)[O-],amino-acid,-2.1767695,-3.9577892,anion
NCCC(=O)[O-],amino-acid,-2.0291898,-5.166005,anion
NCCCCC(N)C(=O)[O-],amino-acid,-4.084403,-7.431964,anion
NCCS(=O)(=O)O,other,2.82026,-4.8670435,anion
NCCS(=O)(=O)[O-],sulfonate,2.748032,-4.696161,anion
NS(=O)(=O)[O-],sulfonate,2.1286674,-3.1675606,anion
O=C(CF)OOB([O-])OOC(=O)CF,fluorinated,-0.56951904,-4.4330463,anion
O=C(O)CO,other,-1.3165176,-2.4461849,anion
O=C(O)c1ccccc1[O-],other,-10.402418,5.9784436,anion
O=C(O[B-](F)(F)OC(=O)C(F)(F)F)C(F)(F)F,fluorinated,9.911237,5.529104,anion
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,fluorinated,13.8216715,6.250484,anion
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,fluorinated,13.467178,5.9422374,anion
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,fluorinated,11.497543,4.9111037,anion
O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,fluorinated,10.728616,4.4468827,anion
O=C([O-])C(F)(F)F,fluorinated,7.72669,2.3773828,anion
O=C([O-])C1CCCN1,other,4.285672,-0.24808559,anion
O=C([O-])C=CC(=O)O,other,-3.7100344,-1.6244754,anion
O=C([O-])CNCC(=O)O,amino-acid,-2.8572886,-5.539659,anion
O=C([O-])CO,other,-1.8067259,-2.9934223,anion
O=C([O-])O,other,-2.1447518,-2.1268044,anion
O=C([O-])c1cccc(S(=O)(=O)O)c1,sulfonate,-11.313424,4.7173996,anion
O=C([O-])c1ccccc1,other,-10.969021,6.2311153,anion
O=C([O-])c1ccccc1O,other,-10.492646,5.9216003,anion
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,other,-4.20496,0.4166347,anion
O=C1[N-]S(=O)(=O)c2ccccc21,other,-9.205419,6.947481,anion
O=C[O-],other,-1.4917971,0.38242516,anion
O=P([O-])(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,fluorinated,12.101685,5.090742,anion
O=P([O-])(O)O,phosphate,-0.15993002,-1.4613553,anion
O=S(=O)(F)NS(=O)(=O)F,fluorinated,5.923007,-3.7023892,anion
O=S(=O)(F)[N-]S(=O)(=O)F,fluorinated,5.9263687,-3.70165,anion
O=S(=O)(N=S(=O)([O-])C(F)(F)F)C(F)(F)F,fluorinated,11.168427,2.6631243,anion
O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,fluorinated,12.9023,3.9521098,anion
O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,fluorinated,11.346423,2.0020452,anion
O=S(=O)(N[SH](=O)([O-])C(F)(F)F)C(F)(F)F,fluorinated,10.958658,2.8310392,anion
O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,fluorinated,13.051744,2.6332014,anion
O=S(=O)([CH-]S(=O)(=O)C(F)(F)F)C(F)(F)F,fluorinated,11.591862,2.3013864,anion
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,fluorinated,12.961602,3.9666758,anion
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,fluorinated,11.895755,2.3423321,anion
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,fluorinated,13.950795,6.158931,anion
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,fluorinated,11.9131975,4.335393,anion
O=S(=O)([O-])C(F)(F)C(F)C(F)(F)F,fluorinated,10.101789,2.9967558,anion
O=S(=O)([O-])C(F)(F)C(F)F,fluorinated,8.6902485,2.1641798,anion
O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)C(F)(F)F,fluorinated,11.078725,3.7445347,anion
O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)F,fluorinated,10.048012,2.9794643,anion
O=S(=O)([O-])C(F)(F)F,fluorinated,8.406384,2.1681707,anion
O=S(=O)([O-])CC(O)CN1CCOCC1,sulfonate,4.306182,-2.4167643,anion
O=S(=O)([O-])CC(O)CNC(CO)(CO)CO,sulfonate,3.219348,-6.741231,anion
O=S(=O)([O-])CC(O)CNC1CCCCC1,sulfonate,4.8333006,-0.86556,anion
O=S(=O)([O-])CCN(CCO)CCO,sulfonate,2.651212,-6.122786,anion
O=S(=O)([O-])O,sulfonate,2.0661213,-2.7950435,anion
O=S(=O)([O-])c1ccccc1,sulfonate,-11.425003,5.6739707,anion
O=S1(=O)N=C([O-])c2ccccc21,other,-9.330083,6.8553104,anion
