smiles,family,tsne_1,tsne_2,type,mw
CCC[N+](C)(C)CC,ammonium,0.34907293,-15.662912,cation,116.22799999999998
CCC[N+](C)(C)CCO,ammonium,-0.23468845,-14.054554,cation,132.227
CCC[N+](C)(CC)CC,ammonium,3.0150332,-15.90449,cation,130.25499999999997
CCC[N+](C)(CC)CCC,ammonium,3.7254598,-15.523288,cation,144.28199999999998
CCC[N+]1(C)CCCC1,pyrrolidinium,-26.838667,-25.158043,cation,128.23899999999998
CCC[N+]1(C)CCCCC1,piperidinium,-26.482857,-25.579182,cation,142.26599999999996
CCC[N+]1(C)CCOCC1,piperidinium,-18.766497,-25.430918,cation,144.23799999999997
CCC[NH+](C)C,ammonium,-9.300007,-11.527708,cation,88.17399999999999
CCC[NH+](C)CCC,ammonium,-6.840509,-12.934356,cation,116.228
CCC[NH+](CC)CC,ammonium,-6.5948815,-12.538356,cation,116.228
CCC[NH3+],ammonium,-8.620481,-8.025457,cation,60.11999999999999
CCC[S+]1CCCC1,sulfonium,-25.438814,-17.288963,cation,131.26399999999998
CCC[n+]1cccc(C)c1,pyridinium,5.2503533,18.0644,cation,136.21799999999996
CCC[n+]1ccccc1,pyridinium,5.3202195,30.256006,cation,122.19099999999995
CCC[n+]1ccn(C)c1C,imidazolium,-3.6328356,6.3447366,cation,139.22199999999998
CCC[n+]1cn(C)cn1,ammonium,-4.712654,7.760357,cation,126.18299999999998
CCCc1cccc[n+]1CC,pyridinium,8.686625,19.933222,cation,150.24499999999995
CCCn1cc[n+](C)c1,imidazolium,-10.374957,13.737596,cation,125.19499999999996
CCCn1cc[n+](C)c1C,imidazolium,-3.9906785,4.311241,cation,139.22199999999998
CCCn1cc[n+](CC)c1,imidazolium,-0.023095421,8.340429,cation,139.22199999999998
CCN(C)C,other,-10.309979,-13.061203,cation,73.139
CCN(CC)c1c(N(CC)CC)[c+]1N(CC)CC,other,6.141865,-8.643724,cation,252.42599999999996
CCN(CC)c1c(N(CC)CC)c1=[N+](CC)CC,ammonium,6.1426063,-8.6428175,cation,252.42599999999996
CCN=C(N(C)C)[NH+](C)C,ammonium,-11.688549,-13.46984,cation,144.242
CCOC(=O)C[N+](C)(C)CC,ammonium,-0.8051209,-16.922316,cation,160.237
CCOC(=O)C[N+]1(C)CCCC1,pyrrolidinium,-29.03858,-24.137169,cation,172.24799999999996
CCOC(=O)C[n+]1ccccc1,pyridinium,3.8497515,29.35292,cation,166.20000000000002
CCOC(=O)Cn1cc[n+](C)c1,imidazolium,-11.560798,13.193992,cation,169.20399999999998
CCOC(=O)c1ccc[n+](CC)c1,pyridinium,5.8595047,18.947462,cation,180.22699999999995
CCOCC[N+](C)(C)CC,ammonium,0.7591175,-16.687,cation,146.254
CCOCC[N+]1(C)CCCC1,pyrrolidinium,-29.059042,-25.947725,cation,158.265
CCOCC[N+]1(C)CCCCC1,piperidinium,-28.570969,-26.105179,cation,172.29199999999997
CCOCC[N+]1(C)CCOCC1,piperidinium,-19.820139,-24.983032,cation,174.26399999999998
CCOCC[NH+](C)C,ammonium,-8.56828,-12.513585,cation,118.2
CCOCC[n+]1ccccc1,pyridinium,3.8597481,30.759012,cation,152.217
CCOCCn1cc[n+](C)c1,imidazolium,-9.035106,13.975559,cation,155.221
CCOCCn1cc[n+](CC)c1,imidazolium,0.027726855,9.050818,cation,169.248
CCOC[N+](C)(C)CC,ammonium,0.12650166,-16.552305,cation,132.227
CCOC[N+]1(C)CCCC1,pyrrolidinium,-28.343424,-24.79254,cation,144.23799999999997
CCOC[N+]1(C)CCCCC1,piperidinium,-28.021452,-25.140396,cation,158.26499999999996
CCOC[N+]1(C)CCOCC1,piperidinium,-19.358543,-24.494251,cation,160.23699999999997
CCOC[P+](CC)(CC)CC,phosphonium,4.751355,-22.632898,cation,177.24799999999996
CCOC[n+]1ccccc1,pyridinium,4.241103,29.942932,cation,138.18999999999997
CCOC[n+]1ccn(C)c1,imidazolium,-4.0695367,10.773355,cation,141.194
CCOCc1n(CC)cc[n+]1C,imidazolium,-3.4231257,5.007275,cation,169.24800000000002
CCOCn1cc[n+](C)c1,imidazolium,-9.401805,13.316696,cation,141.194
CCOn1cc[n+](OCC)c1,imidazolium,-3.9334648,9.046856,cation,157.19299999999998
CCS(=O)(=O)CCn1cc[n+](C)c1,imidazolium,-13.105012,15.516363,cation,203.287
CCSCC[P+](CC)(CC)CC,phosphonium,5.6363835,-22.0049,cation,207.34299999999996
CC[N+](C)(C)CC#N,ammonium,-3.3114607,-15.948992,cation,113.184
CC[N+](C)(C)CCCO,ammonium,-0.7297257,-14.47491,cation,132.227
CC[N+](C)(C)CCCOC,ammonium,0.63833207,-17.708279,cation,146.254
CC[N+](C)(C)CCO,ammonium,-1.4352839,-14.897487,cation,118.19999999999999
CC[N+](C)(C)CCOC,ammonium,-0.062267885,-17.82928,cation,132.227
CC[N+](C)(C)CCOC(C)=O,ammonium,-1.1658306,-17.130173,cation,160.237
CC[N+](C)(C)CCOCCOC,ammonium,1.0605345,-18.643835,cation,176.27999999999997
CC[N+](C)(CC)CCOC,ammonium,2.0042555,-17.179688,cation,146.254
CC[N+](CC)(CC)CC,ammonium,6.228502,-16.880219,cation,130.255
CC[N+](CC)(CC)CCOC,ammonium,5.799091,-16.879274,cation,160.28099999999998
CC[N+](CC)=C(N(C)C)N(C)C,ammonium,-3.6790345,-12.290648,cation,172.296
CC[N+]1(C)CCCC1,pyrrolidinium,-27.01254,-24.024836,cation,114.212
CC[N+]1(C)CCCCC1,piperidinium,-26.53717,-24.346493,cation,128.239
CC[N+]1(C)CCOCC1,piperidinium,-18.60003,-24.671776,cation,130.21099999999998
CC[NH+](C)CC,ammonium,-8.510942,-11.395799,cation,88.17399999999999
CC[NH+](CC)CC,ammonium,-7.0987973,-12.019405,cation,102.201
CC[NH+]1C=CN(C)C1,ammonium,-9.330084,0.5703238,cation,113.184
CC[NH+]1C=CN=C1,ammonium,-10.781331,4.3928194,cation,97.14099999999999
CC[NH2+]CC,ammonium,-8.15,-9.441326,cation,74.14699999999999
CC[NH3+],ammonium,-9.708071,-7.9845185,cation,46.092999999999996
CC[P+](CC)(CC)CCOC,phosphonium,5.4941716,-22.79916,cation,177.24799999999996
CC[P+](CC)(CC)CCSC,phosphonium,5.102286,-21.882402,cation,193.31599999999997
CC[P+](CC)(CC)COCCOC,phosphonium,5.7083464,-23.285177,cation,207.27399999999994
CC[P+](CC)(CC)CSC,phosphonium,4.600436,-22.029993,cation,179.289
CC[S+](C)CC,sulfonium,-7.340489,-10.227962,cation,105.226
CC[S+](CC)CC,sulfonium,-6.3979273,-10.311342,cation,119.253
CC[S+](CC)CCOCCOCCOCCOCC[S+](CC)CC,sulfonium,12.215259,-19.65806,cation,384.64800000000014
CC[S+](CC)CCOCCOCCOCC[S+](CC)CC,sulfonium,11.90719,-19.778063,cation,340.595
CC[S+](CC)CCOCCOCC[S+](CC)CC,sulfonium,11.2926035,-20.005373,cation,296.54200000000003
CC[S+](CC)CCOCC[S+](CC)CC,sulfonium,10.919013,-20.133965,cation,252.48899999999995
CC[S+]1CCCC1,sulfonium,-25.085724,-17.324074,cation,117.23700000000001
CC[n+]1cc(C)n(C)c1,imidazolium,-5.5224395,6.8243246,cation,125.195
CC[n+]1ccc(C)cc1,pyridinium,3.129084,18.416182,cation,122.19099999999997
CC[n+]1ccc(N(C)C)cc1,pyridinium,2.0790553,18.319235,cation,151.233
CC[n+]1cccc(C)c1,pyridinium,4.9434714,19.14151,cation,122.19099999999997
CC[n+]1ccccc1,pyridinium,4.9335465,28.954147,cation,108.16399999999997
CC[n+]1ccccc1C,pyridinium,6.914055,21.113218,cation,122.19099999999997
CC[n+]1ccn(C)c1,imidazolium,-4.76466,11.0141325,cation,111.16799999999999
CC[n+]1ccn(CCOC)c1,imidazolium,-0.99709046,9.461044,cation,155.221
CC[n+]1ccn(Cc2ccc(C)cc2)c1,imidazolium,18.96985,19.20087,cation,201.293
CCc1cccc[n+]1C,pyridinium,6.599954,21.434565,cation,122.19099999999997
CCc1cccc[n+]1CC,pyridinium,7.920663,20.466478,cation,136.218
CCn1cc(C)[n+](C)c1,imidazolium,-5.65652,6.282375,cation,125.195
CCn1cc(C)[n+](CC)c1,imidazolium,-5.015267,6.4845552,cation,139.222
CCn1cc[n+](C)c1,imidazolium,-10.538719,11.6983385,cation,111.16799999999999
CCn1cc[n+](C)c1C,imidazolium,-4.8196416,4.7424855,cation,125.195
CCn1cc[n+](CC)c1,imidazolium,-0.92132545,8.223457,cation,125.195
CCn1cc[n+](CCOC)c1,imidazolium,-1.4054192,9.856355,cation,155.221
CCn1cc[nH+]c1,imidazolium,-8.549611,6.510916,cation,97.14099999999999
CCn1ccc[n+]1C,imidazolium,-7.1211967,7.646992,cation,111.16799999999999
CN(C)C(=N)[NH+](C)C,ammonium,-11.6328335,-13.076266,cation,116.18799999999999
CN(C)C(N)=[N+](C)C,ammonium,-10.916091,-13.497515,cation,116.188
CN(C)c1cc[n+](C)cc1,pyridinium,1.7927324,18.501661,cation,137.206
CN1C=C[NH+](C)C1,ammonium,-9.088742,1.0421333,cation,99.157
CN1C=C[NH+](CCO)C1,ammonium,-9.758449,-0.061604515,cation,129.183
CN1CCC[NH+]2CCCN=C12,ammonium,-22.844685,-19.827568,cation,154.237
CNCCO,other,-9.029568,-6.6233406,cation,75.11099999999999
COC(=O)C([NH3+])Cc1ccccc1,ammonium,8.459523,24.231792,cation,180.22700000000003
COC(=O)C1CCC[NH2+]1,pyrrolidinium,-21.9383,-18.221684,cation,130.167
COC(C)Cn1cc[n+](C)c1,imidazolium,-11.781042,11.748936,cation,155.221
COCCCCn1cc[n+](C)c1,imidazolium,-9.021597,16.53136,cation,169.248
COCCC[N+]1(C)CCCC1,pyrrolidinium,-27.697775,-27.182493,cation,158.265
COCCC[N+]1(C)CCCCC1,piperidinium,-27.143188,-27.201153,cation,172.29199999999997
COCCC[N+]1(C)CCOCC1,piperidinium,-19.683947,-26.23701,cation,174.26399999999998
COCCC[n+]1ccccc1,pyridinium,4.8850374,31.539444,cation,152.217
COCCC[n+]1ccn(C)c1,imidazolium,-2.706594,12.171497,cation,155.221
COCCCn1cc[n+](C)c1,imidazolium,-8.97132,15.770713,cation,155.221
COCCOCCOCC[n+]1ccccc1,pyridinium,2.487045,32.56955,cation,226.29600000000002
COCCOCC[n+]1ccccc1,pyridinium,3.0801694,32.174652,cation,182.24300000000005
COCCOCCn1cc[n+](C)c1,imidazolium,-7.7981606,16.086037,cation,185.24700000000004
COCC[N+](C)(C)C,ammonium,-1.7321973,-18.136086,cation,118.19999999999999
COCC[N+]1(C)CCCC1,pyrrolidinium,-27.666567,-26.13609,cation,144.23799999999997
COCC[N+]1(C)CCCCC1,piperidinium,-27.217476,-26.273685,cation,158.26499999999996
COCC[N+]1(C)CCOCC1,piperidinium,-19.552322,-25.6705,cation,160.23699999999997
COCC[NH+]1C=CN(C)C1,ammonium,-9.1309805,-0.113843955,cation,143.20999999999995
COCC[NH2+]CCOC,ammonium,-3.8075225,-9.896995,cation,134.199
COCC[n+]1ccccc1,pyridinium,4.7126937,30.872246,cation,138.18999999999997
COCC[n+]1ccn(C)c1,imidazolium,-2.9972105,11.806607,cation,141.194
COCCn1cc[n+](C)c1,imidazolium,-9.104856,14.880893,cation,141.194
COC[N+]1(C)CCCC1,pyrrolidinium,-27.559258,-24.290453,cation,130.21099999999998
COC[n+]1ccccc1,pyridinium,4.992618,29.527544,cation,124.16299999999995
COCn1cc[n+](C)c1,imidazolium,-10.748242,12.284361,cation,127.16699999999997
COc1ccc(-[n+]2c(C)cc(C)n2C)cc1,imidazolium,2.0804486,23.390665,cation,217.292
C[N+](C)(C)C,ammonium,-3.499734,-17.361496,cation,74.14699999999999
C[N+](C)(C)CCCC(=O)O,ammonium,-1.9799627,-16.345758,cation,146.21
C[N+](C)(C)CCC[N+]1(C)CCCCC1,piperidinium,-27.058552,-28.595999,cation,200.36999999999992
C[N+](C)(C)CCC[n+]1ccccc1,pyridinium,5.586228,32.8018,cation,180.29500000000002
C[N+](C)(C)CCO,ammonium,-2.1860094,-15.525239,cation,104.17299999999999
C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1,ammonium,-24.506977,-20.219667,cation,250.38399999999993
C[N+](C)(CCO)CCCNC(=O)C(O)C(O)C(O)C(O)CO,ammonium,-3.3026757,-7.5050807,cation,325.38200000000006
C[N+](C)=CCl,ammonium,-11.004143,-8.621064,cation,92.549
C[N+](CCO)(CCO)CCO,ammonium,-4.2415524,-6.6062326,cation,164.22499999999997
C[N+]1(C#N)CCOCC1,piperidinium,-17.949596,-23.962038,cation,127.167
C[N+]1(CC#N)CCCC1,pyrrolidinium,-26.09147,-23.244343,cation,125.19500000000001
C[N+]1(CC#N)CCCCC1,piperidinium,-25.652685,-23.526943,cation,139.222
C[N+]1(CC#N)CCOCC1,piperidinium,-17.732162,-24.530537,cation,141.194
C[N+]1(CCCC#N)CCOCC1,piperidinium,-17.37831,-25.641743,cation,169.248
C[N+]1(CCCO)CCCC1,pyrrolidinium,-24.75245,-25.816381,cation,144.23799999999997
C[N+]1(CCCO)CCCCC1,piperidinium,-25.26493,-26.05081,cation,158.26499999999996
C[N+]1(CCCO)CCOCC1,piperidinium,-18.058329,-26.395248,cation,160.23699999999997
C[N+]1(CCO)CCCC1,pyrrolidinium,-25.143097,-24.820654,cation,130.21099999999998
C[N+]1(CCO)CCCCC1,piperidinium,-25.597176,-25.125498,cation,144.23799999999997
C[N+]1(CCO)CCOCC1,piperidinium,-18.146778,-25.642735,cation,146.20999999999998
C[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCC1,pyrrolidinium,9.419778,26.952621,cation,340.4430000000002
C[N+]1(CCOCCOCCOCCOCC[N+]2(C)CCCC2)CCCC1,pyrrolidinium,-30.067122,-30.396465,cation,374.56600000000026
C[N+]1(CCOCCOCCOCC[N+]2(C)CCCC2)CCCC1,pyrrolidinium,-29.962961,-30.106293,cation,330.51300000000015
C[N+]1(CCOCCOCC[N+]2(C)CCCC2)CCCC1,pyrrolidinium,-29.810162,-29.67991,cation,286.46000000000004
C[N+]1(Cc2ccccc2)CCOCC1,piperidinium,7.5598392,24.870464,cation,192.2819999999999
C[NH+](C)C,ammonium,-11.459985,-11.0994,cation,60.120000000000005
C[NH+](C)CCO,ammonium,-9.938272,-10.256996,cation,90.146
C[NH+](CCO)CCO,ammonium,-5.863935,-5.7215033,cation,120.17199999999998
C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,ammonium,-17.394283,3.487665,cation,331.20199999999994
C[NH+]1C=CN(CCCO)C1,ammonium,-4.767286,-0.7513075,cation,143.21
C[NH+]1C=CN=C1,ammonium,-10.28587,4.491544,cation,83.11399999999999
C[NH+]1CCCC1=O,pyrrolidinium,-22.13898,-18.305056,cation,100.14099999999999
C[NH2+]CCO,ammonium,-8.457861,-6.6613173,cation,76.119
C[NH3+],ammonium,-10.783907,-7.9386063,cation,32.066
C[n+]1cc[nH]c1,imidazolium,-8.215832,8.021616,cation,83.11399999999999
C[n+]1ccccc1,pyridinium,5.263666,27.949514,cation,94.13699999999999
C[n+]1ccn(CC#N)c1,imidazolium,-9.868959,12.3568,cation,122.151
C[n+]1ccn(CC(F)(F)F)c1,imidazolium,-12.463248,9.922024,cation,165.138
C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,imidazolium,-17.775253,3.8704164,cation,429.19999999999993
C[n+]1ccn(CCCC#N)c1,imidazolium,-11.01306,17.565022,cation,150.205
C[n+]1ccn(CCCC(=O)O)c1,imidazolium,-11.931612,15.29846,cation,169.204
C[n+]1ccn(CCCCC#N)c1,imidazolium,-10.980153,17.795444,cation,164.23200000000003
C[n+]1ccn(CCCCCCCC(=O)O)c1,imidazolium,12.724843,0.907186,cation,225.31199999999998
C[n+]1ccn(CCCCCCCCO)c1,imidazolium,13.585007,0.79027665,cation,211.32899999999998
C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1,imidazolium,-13.111762,19.367426,cation,234.34700000000004
C[n+]1ccn(CCCCO)c1,imidazolium,-11.601768,16.498192,cation,155.22100000000003
C[n+]1ccn(CCCCS(=O)(=O)O)c1,imidazolium,-13.340892,16.413633,cation,219.286
C[n+]1ccn(CCCCn2cc[n+](C)c2)c1,imidazolium,-13.09486,19.315264,cation,220.32000000000002
C[n+]1ccn(CCCO)c1,imidazolium,-11.381239,15.755422,cation,141.19400000000002
C[n+]1ccn(CCCl)c1,imidazolium,-10.630958,13.966314,cation,145.613
C[n+]1ccn(CCO)c1,imidazolium,-11.062262,14.7029295,cation,127.16699999999999
C[n+]1ccn(CCc2ccccc2)c1,imidazolium,11.03977,26.258654,cation,187.26600000000002
C[n+]1ccn(Cc2ccccc2)c1,imidazolium,10.927392,26.381586,cation,173.239
C[n+]1cn(CCCCS(=O)(=O)O)c2ccccc21,imidazolium,10.25869,21.988337,cation,269.346
Cc1c(CCO)sc[n+]1Cc1ccccc1,ammonium,9.930602,24.520992,cation,234.34400000000002
Cc1cc(C)[n+](-c2ccc(Cl)cc2)n1C,imidazolium,2.2071323,23.385145,cation,221.711
Cc1cc(C)[n+](-c2ccccc2)n1C,imidazolium,3.5204864,23.715187,cation,187.26600000000002
Cc1ccc(-[n+]2c(C)cc(C)n2C)cc1,imidazolium,1.8585551,23.325777,cation,201.293
Cc1ccc(CN2C=C[NH+](C)C2)cc1,ammonium,19.129107,20.10835,cation,189.282
Cc1ccc(Cn2cc[n+](C)c2)cc1,imidazolium,19.010818,19.54985,cation,187.26600000000002
Cc1ccc[n+](C)c1,pyridinium,4.834733,20.610914,cation,108.164
Cc1ccc[n+](CC(C)C)c1,pyridinium,4.2839417,19.706404,cation,150.245
Cc1cccc[n+]1C,pyridinium,5.795481,21.832216,cation,108.164
Cc1cccc[nH+]1,pyridinium,6.2570724,22.401472,cation,94.137
Cc1ccccc1-[n+]1ccc(C)n1C,imidazolium,3.7772892,23.41378,cation,187.266
Cc1ncc[nH+]n1,ammonium,-9.201368,4.700962,cation,96.113
Cn1cc[n+](C)c1,imidazolium,-9.40656,9.733908,cation,97.14099999999999
Cn1cc[n+](C)c1Cl,imidazolium,-7.100011,6.743763,cation,131.586
Cn1cc[n+](CC#N)c1,imidazolium,-5.0965114,12.510495,cation,122.151
Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1,imidazolium,-5.3473325,11.69714,cation,245.104
Cn1cc[n+](CCCC#N)c1,imidazolium,-4.008417,13.770799,cation,150.205
Cn1cc[n+](CCCCCCO)c1,imidazolium,12.253801,6.3191648,cation,183.275
Cn1cc[n+](CCCCS(=O)(=O)O)c1,imidazolium,-3.0206425,16.205612,cation,219.286
Cn1cc[n+](CCCO)c1,imidazolium,-3.3693488,13.256577,cation,141.19400000000002
Cn1cc[n+](CCCS(=O)(=O)O)c1,imidazolium,-3.0877264,16.143358,cation,205.25900000000001
Cn1cc[n+](CCC[n+]2ccn(C)c2)c1,imidazolium,-2.2596028,14.418541,cation,206.29300000000003
Cn1cc[n+](CCCc2ccccc2)c1,imidazolium,12.361782,26.951849,cation,201.29300000000003
Cn1cc[n+](CCO)c1,imidazolium,-3.957013,12.795724,cation,127.16699999999999
Cn1cc[n+](CCc2ccccc2)c1,imidazolium,12.019352,27.123173,cation,187.26600000000002
Cn1cc[n+](Cc2ccccc2)c1,imidazolium,11.683083,27.24113,cation,173.239
N#CCC[NH+]1C=CN=C1,ammonium,-11.3345995,3.8022287,cation,122.15099999999997
N#CCCn1cc[n+](CCO)c1,imidazolium,3.1081893,9.95196,cation,166.20399999999998
N#CCCn1cc[n+](Cc2ccccc2)c1,imidazolium,11.916368,25.886244,cation,212.276
N#CC[n+]1ccccc1,pyridinium,5.8230743,28.953611,cation,119.14699999999995
NCCN1C=CCC=C1,piperidinium,-9.182569,6.3949933,cation,124.18699999999995
NCCO,other,-8.649009,-5.895142,cation,61.083999999999996
O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,other,-16.809147,2.7553144,cation,281.1549999999999
O=S(=O)(O)CCC[n+]1ccccc1,pyridinium,7.4213495,30.683878,cation,202.25500000000002
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,other,-17.125834,3.1276617,cation,299.0899999999999
OCCCCCC[NH+]1C=CN=C1,ammonium,5.2653675,-0.6858556,cation,169.24800000000005
OCCC[n+]1ccccc1,pyridinium,6.3869786,30.552475,cation,138.18999999999997
OCC[NH+](CCO)CCO,ammonium,-5.23861,-5.5503817,cation,150.198
OCC[NH2+]CCO,ammonium,-6.8423367,-5.357165,cation,106.145
OCC[NH2+]c1ccccc1,ammonium,9.1307335,23.961132,cation,138.18999999999997
OCC[n+]1ccccc1,pyridinium,6.122341,29.921436,cation,124.16299999999995
[Li+],other,-10.665478,-7.478362,cation,6.941
[NH3+]CCCO,ammonium,-7.921494,-5.3866982,cation,76.119
[NH3+]CCO,ammonium,-9.044868,-5.719844,cation,62.092000000000006
[NH3+]CNCCO,ammonium,-7.774739,-6.032586,cation,91.134
c1ccc(C[n+]2ccccc2)cc1,pyridinium,10.523698,28.086464,cation,170.235
Brc1ccc2[n-]ncc2c1,other,-8.556633,4.0892816,anion,196.027
Brc1ccc2cn[n-]c2c1,other,-8.554569,4.041596,anion,196.027
Brc1cccc2[n-]ncc12,other,-8.750978,4.516429,anion,196.027
Brc1cnc[n-]1,other,-4.9959216,3.7190728,anion,145.967
C/C=C/C(=O)[O-],carboxylate,-3.3418722,-1.5984615,anion,85.082
C=CC(=O)NC(C)(C)CS(=O)(=O)[O-],amino-acid,1.4407388,-4.137849,anion,206.24299999999997
CC(=O)CCC(=O)[O-],carboxylate,-2.2366738,-6.315258,anion,115.10799999999999
CC(=O)NC(C(=O)[O-])C(C)C,amino-acid,-7.7599177,-4.2559733,anion,158.17699999999996
CC(=O)NC(C)C(=O)[O-],amino-acid,-7.2173004,-4.046668,anion,130.123
CC(=O)NC(CC(C)C)C(=O)[O-],amino-acid,-7.702535,-4.495815,anion,172.20399999999995
CC(=O)[O-],carboxylate,-2.784198,-2.4631944,anion,59.044000000000004
CC(C)(C)C(=O)[O-],carboxylate,-6.090544,-1.7156445,anion,101.12499999999999
CC(C)C(=O)[O-],carboxylate,-5.5228753,-3.118099,anion,87.09799999999998
CC(C)C(N)C(=O)[O-],carboxylate,-5.9315443,-3.7618194,anion,116.13999999999999
CC(C)CC(N)C(=O)[O-],carboxylate,-5.9058313,-4.2698855,anion,130.167
CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C,phosphate,-6.8194804,-1.6000676,anion,289.42
CC(N)C(=O)[O-],carboxylate,-4.7258697,-3.5641363,anion,88.08599999999998
CC(O)C(=O)[O-],carboxylate,-4.360856,-3.032758,anion,89.07
CC(O)C(N)C(=O)[O-],carboxylate,-5.180533,-3.8985775,anion,118.112
CC(Oc1ccc(Cl)cc1Cl)C(=O)[O-],carboxylate,-6.841818,5.8319483,anion,234.05799999999996
CC1(C(=O)[O-])CCCN1,carboxylate,4.2193594,-0.20072202,anion,128.151
CC1=CC(=O)[N-]S(=O)(=O)O1,other,-3.8224192,0.47463727,anion,162.146
CCC(=O)[O-],carboxylate,-2.52006,-3.6103394,anion,73.071
CCC(C)C(NC(C)=O)C(=O)[O-],amino-acid,-7.6550784,-4.677496,anion,172.20399999999998
CCC(CC)C(=O)[O-],carboxylate,-3.2702935,-4.2680097,anion,115.15199999999999
CCCC(=O)[O-],carboxylate,-1.6637992,-5.6992216,anion,87.09799999999998
CCCCC(=O)[O-],carboxylate,-1.6524541,-7.545568,anion,101.12499999999999
CCCCC(CC)CCC(=O)[O-],carboxylate,-2.1889145,-9.392896,anion,171.26
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],sulfonate,-2.6615295,-10.247845,anion,421.57600000000025
CCCCCC(=O)[O-],carboxylate,-1.5139674,-8.526261,anion,115.15199999999999
CCCCCCC(=O)[O-],carboxylate,-1.2206839,-9.33147,anion,129.179
CCCCCCCC(=O)[O-],carboxylate,-0.9378503,-10.014745,anion,143.206
CCCCCCCCC=CCCCCCCCC(=O)[O-],carboxylate,-0.5012398,-12.582382,anion,281.4599999999999
CCCCCCCCCC(=O)[O-],carboxylate,-0.4290794,-11.050981,anion,171.26
CCCCCCCCCCCCOS(=O)(=O)[O-],sulfonate,0.2726032,-12.147815,anion,265.395
CCCCCCCCCCCCOS(=O)(=O)c1ccccc1,other,0.76824945,-12.880367,anion,326.502
CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1,sulfonate,0.39448816,-13.08882,anion,325.494
CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],sulfonate,0.55800605,-12.901038,anion,325.494
CCCCCCCCCCOS(=O)(=O)[O-],sulfonate,0.38770232,-11.575778,anion,237.34099999999998
CCCCCCCCOS(=O)(=O)[O-],sulfonate,0.5447625,-10.68508,anion,209.287
CCCCCCCCP(=O)([O-])[O-],phosphate,-0.15200683,-10.353731,anion,192.195
CCCCCCOS(=O)(=O)[O-],sulfonate,0.9266447,-9.277897,anion,181.23299999999998
CCCCCCP(=O)([O-])[O-],phosphate,-0.21566868,-9.386762,anion,164.141
CCCCOS(=O)(=O)[O-],sulfonate,1.6026506,-7.437177,anion,153.17899999999997
CCCCP(=O)([O-])O,phosphate,-0.05429194,-7.70224,anion,137.095
CCOP(=O)([O-])OCC,phosphate,4.9472485,-6.380159,anion,153.09399999999997
CCOS(=O)(=O)[O-],sulfonate,3.0865421,-3.7042663,anion,125.12499999999999
CCP(=O)([O-])O,phosphate,0.15507789,-1.6659026,anion,109.04099999999998
CCS(=O)(=O)[O-],sulfonate,2.6125805,-3.7192159,anion,109.12599999999999
COCC(=O)[O-],carboxylate,-1.2560965,-3.9964345,anion,89.07
COCCOCC(=O)[O-],carboxylate,-0.12573263,-5.7895966,anion,133.123
COCCOCCOS(=O)(=O)[O-],sulfonate,0.80710226,-6.43311,anion,199.20399999999998
COP(=O)(O)OC,other,1.8398571,0.042957395,anion,126.04799999999997
COP(=O)([O-])OC,phosphate,1.7787653,0.005432603,anion,125.03999999999998
COS(=O)(=O)O,other,2.451923,-2.1540906,anion,112.10599999999998
COS(=O)(=O)[O-],sulfonate,2.7774837,-2.7307763,anion,111.09799999999998
CO[P+](=O)[O-],phosphate,-0.96324366,-0.29285777,anion,94.00599999999999
CO[PH](=O)[O-],phosphate,-0.9635218,-0.29239988,anion,95.014
CP(=O)([O-])O,phosphate,-0.011579415,-1.1333007,anion,95.014
CP(=O)([O-])[O-],phosphate,0.2662768,-0.822157,anion,94.006
CS(=O)(=O)[O-],sulfonate,2.3955216,-3.0675163,anion,95.099
Cc1ccc(S(=O)(=O)O)cc1,other,-11.656496,3.5659645,anion,172.205
Cc1ccc(S(=O)(=O)[O-])cc1,sulfonate,-11.669617,3.5405037,anion,171.197
Cc1n[n-]cc1Br,other,-4.4490147,2.8640466,anion,159.99399999999997
Cc1nc([N+](=O)[O-])c[n-]1,carboxylate,-5.4495306,2.0976222,anion,126.09499999999998
Cl[Fe-](Cl)(Cl)Br,fluorinated,-3.107957,7.902228,anion,242.108
Cl[Fe-](Cl)(Cl)Cl,fluorinated,-3.1140897,7.9202285,anion,197.657
Clc1n[n-]c2ccccc12,other,-9.377579,5.627123,anion,151.57599999999996
Clc1nc[n-]c1Cl,other,-5.733098,5.2249894,anion,135.961
