trial,cv_rmse,train_rmse,kernel_name,kernel_variance,likelihood_noise_variance,ls_an,ls_cat
33,1.0906856948388957,1.082847071148366,Matern52,1.5497691681018163e-06,0.00047596249817819403,4.0054843139846765,46.014762091219566
34,0.9756466453399486,0.887788644708953,Matern52,0.008434420637568142,0.06447396096435408,0.591296901467191,4.523261246871641
35,0.7591410378533469,0.21064099989948132,Matern52,0.03122007341110879,0.0022499386137738472,0.09920248829928204,1.5300742787952697
36,0.9877531970255982,0.846021762650033,Matern52,0.0019736801691756273,0.007301430233863863,1.867671805180966,0.4871041867898657
37,0.6190758708327178,0.2070511827224713,RBF,0.7556538140987464,0.0201322673079328,0.09918803181535009,9.100927468163091
38,0.5765506901668324,0.3610460089675824,Matern32,0.05120931462075302,0.004323569649376289,0.3772125199656097,65.84781718826807
39,0.7593922486970804,0.16468774167681793,Matern52,0.2780843129892952,0.0010865332634654597,0.03974373435736889,2.604626126580781
40,1.092559493473939,1.0862409424266724,Matern52,5.2252565786737e-06,0.007764893654320949,60.16854898939326,19.502330840366465
41,0.6711463596405298,0.39932771411497126,RationalQuadratic,0.00044144049242344986,0.00018407346752762508,12.321098269950548,6.10256856427818
42,0.5922391676221462,0.19881761522564476,Matern32,0.020218570137107005,0.00041703477996779965,27.280931710254062,11.483118240246956
43,0.9935971338051717,0.946846599904009,RBF,0.000966851297324245,0.005083980309563898,0.011394815614480493,38.91629992551592
44,0.860473519837918,0.14993858489577558,Matern52,0.21757637021658924,0.0012154513565564736,0.16841874387659456,0.03560155513916036
45,0.8957392369917219,0.6118954973645592,RationalQuadratic,0.05878671754598272,0.0645252342290568,2.619326623805283,0.33096548021834
46,0.5610358857419716,0.22571938572697098,Matern52,0.006674625384467803,0.00024053421896821708,14.002260498704901,18.77157139483183
47,0.5963521689487586,0.4153135914184894,RBF,0.005248580252868572,0.000180832648739386,10.890455954670228,92.47215145982571
48,1.0932906428140603,1.0871826447763162,Matern32,4.893772758225922e-05,0.9723054454570595,15.792417234210376,1.2080302454690257
49,0.9002323971002631,0.6325971224143538,RationalQuadratic,0.00027385847964838707,0.00028225368551558906,65.93103187671443,0.7338414029242195
50,0.773320903890351,0.39558597729120315,Matern52,0.9561195999752827,0.3900821289311069,30.022956229456685,2.623880377407502
51,0.7438281091469378,0.5426373793844761,RationalQuadratic,0.6284101916182436,0.607211280804457,4.472741047658408,6.739125476662454
52,0.5707268480799469,0.24695151004717425,RBF,0.02105785744287762,0.0006254493008533238,82.46097751108496,16.65167398179374
