smiles,type,family,molecular_weight
C[N+]1(CCCO)CCCCC1,cation,piperidinium,158.26499999999996
C[N+]1(CCCO)CCOCC1,cation,morpholinium,160.23699999999997
C[N+]1(CCO)CCCC1,cation,pyrrolidinium,130.21099999999998
C[N+]1(CCO)CCCCC1,cation,piperidinium,144.23799999999997
C[N+]1(CCO)CCOCC1,cation,morpholinium,146.20999999999998
C[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCC1,cation,pyrrolidinium,340.4430000000002
C[N+]1(Cc2ccccc2)CCOCC1,cation,morpholinium,192.2819999999999
C[NH+](C)C,cation,ammonium,60.120000000000005
C[NH+](C)CCO,cation,ammonium,90.146
C[NH+](CCO)CCO,cation,ammonium,120.17199999999998
C[NH+]1C=CN(CCCO)C1,cation,other N-heterocycle,143.21
C[NH+]1C=CN=C1,cation,other N-heterocycle,83.11399999999999
C[NH+]1CCCC1=O,cation,pyrrolidinium,100.14099999999999
C[NH2+]CCO,cation,ammonium,76.119
C[NH3+],cation,ammonium,32.066
C[n+]1cc[nH]c1,cation,imidazolium,83.11399999999999
C[n+]1ccccc1,cation,pyridinium,94.13699999999999
C[n+]1ccn(CC#N)c1,cation,imidazolium,122.151
C[n+]1ccn(CC(F)(F)F)c1,cation,imidazolium,165.138
C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,cation,imidazolium,429.19999999999993
C[n+]1ccn(CCCC(=O)O)c1,cation,imidazolium,169.204
C[n+]1ccn(CCCCC#N)c1,cation,imidazolium,164.23200000000003
C[n+]1ccn(CCCCCCCC(=O)O)c1,cation,imidazolium,225.31199999999998
C[n+]1ccn(CCCCCCCCO)c1,cation,imidazolium,211.32899999999998
C[n+]1ccn(CCCCO)c1,cation,imidazolium,155.22100000000003
C[n+]1ccn(CCCCS(=O)(=O)O)c1,cation,imidazolium,219.286
C[n+]1ccn(CCCO)c1,cation,imidazolium,141.19400000000002
C[n+]1ccn(CCO)c1,cation,imidazolium,127.16699999999999
C[n+]1ccn(CCc2ccccc2)c1,cation,imidazolium,187.26600000000002
C[n+]1ccn(Cc2ccccc2)c1,cation,imidazolium,173.239
C[n+]1cn(CCCCS(=O)(=O)O)c2ccccc21,cation,imidazolium,269.346
Cc1c(CCO)sc[n+]1Cc1ccccc1,cation,other N-heterocycle,234.34400000000002
Cc1cc(C)[n+](-c2ccc(Cl)cc2)n1C,cation,pyrazolium,221.711
Cc1cc(C)[n+](-c2ccccc2)n1C,cation,pyrazolium,187.26600000000002
Cc1ccc(-[n+]2c(C)cc(C)n2C)cc1,cation,pyrazolium,201.293
Cc1ccc(CN2C=C[NH+](C)C2)cc1,cation,other N-heterocycle,189.282
Cc1ccc(Cn2cc[n+](C)c2)cc1,cation,imidazolium,187.26600000000002
Cc1ccc[n+](C)c1,cation,pyridinium,108.164
Cc1ccc[n+](CC(C)C)c1,cation,pyridinium,150.245
Cc1cccc[nH+]1,cation,pyridinium,94.137
Cc1ccccc1-[n+]1ccc(C)n1C,cation,pyrazolium,187.266
Cc1ncc[nH+]n1,cation,other N-heterocycle,96.113
Cn1cc[n+](C)c1,cation,imidazolium,97.14099999999999
Cn1cc[n+](C)c1Cl,cation,imidazolium,131.586
Cn1cc[n+](CC#N)c1,cation,imidazolium,122.151
Cn1cc[n+](CCCC#N)c1,cation,imidazolium,150.205
Cn1cc[n+](CCCCCCO)c1,cation,imidazolium,183.275
Cn1cc[n+](CCCCS(=O)(=O)O)c1,cation,imidazolium,219.286
Cn1cc[n+](CCCO)c1,cation,imidazolium,141.19400000000002
Cn1cc[n+](CCCS(=O)(=O)O)c1,cation,imidazolium,205.25900000000001
Cn1cc[n+](CCCc2ccccc2)c1,cation,imidazolium,201.29300000000003
Cn1cc[n+](CCO)c1,cation,imidazolium,127.16699999999999
Cn1cc[n+](CCc2ccccc2)c1,cation,imidazolium,187.26600000000002
Cn1cc[n+](Cc2ccccc2)c1,cation,imidazolium,173.239
N#CCC[NH+]1C=CN=C1,cation,other N-heterocycle,122.15099999999997
N#CCCn1cc[n+](CCO)c1,cation,imidazolium,166.20399999999998
N#CCCn1cc[n+](Cc2ccccc2)c1,cation,imidazolium,212.276
N#CC[n+]1ccccc1,cation,pyridinium,119.14699999999995
O=S(=O)(O)CCC[n+]1ccccc1,cation,pyridinium,202.25500000000002
OCCCCCC[NH+]1C=CN=C1,cation,other N-heterocycle,169.24800000000005
OCCC[n+]1ccccc1,cation,pyridinium,138.18999999999997
OCC[NH+](CCO)CCO,cation,ammonium,150.198
OCC[NH2+]CCO,cation,ammonium,106.145
OCC[NH2+]c1ccccc1,cation,ammonium,138.18999999999997
OCC[n+]1ccccc1,cation,pyridinium,124.16299999999995
[Li+],cation,other,6.941
[NH3+]CCCO,cation,ammonium,76.119
[NH3+]CCO,cation,ammonium,62.092000000000006
[NH3+]CNCCO,cation,ammonium,91.134
c1ccc(C[n+]2ccccc2)cc1,cation,pyridinium,170.235
Brc1ccc2[n-]ncc2c1,anion,other,196.027
Brc1ccc2cn[n-]c2c1,anion,other,196.027
Brc1cccc2[n-]ncc12,anion,other,196.027
Brc1cnc[n-]1,anion,other,145.967
C/C=C/C(=O)[O-],anion,carboxylate,85.082
C=CC(=O)NC(C)(C)CS(=O)(=O)[O-],anion,sulfonate/sulfate,206.24299999999997
CC(=O)CCC(=O)[O-],anion,carboxylate,115.10799999999999
CC(=O)NC(C(=O)[O-])C(C)C,anion,amino-acid,158.17699999999996
CC(=O)NC(C)C(=O)[O-],anion,amino-acid,130.123
CC(=O)NC(CC(C)C)C(=O)[O-],anion,amino-acid,172.20399999999995
CC(=O)[O-],anion,carboxylate,59.044000000000004
CC(C)(C)C(=O)[O-],anion,carboxylate,101.12499999999999
CC(C)C(=O)[O-],anion,carboxylate,87.09799999999998
CC(C)C(N)C(=O)[O-],anion,amino-acid,116.13999999999999
CC(C)CC(N)C(=O)[O-],anion,amino-acid,130.167
CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C,anion,P-oxoanion,289.42
CC(N)C(=O)[O-],anion,amino-acid,88.08599999999998
CC(O)C(=O)[O-],anion,carboxylate,89.07
CC(O)C(N)C(=O)[O-],anion,amino-acid,118.112
CC(Oc1ccc(Cl)cc1Cl)C(=O)[O-],anion,carboxylate,234.05799999999996
CC1(C(=O)[O-])CCCN1,anion,amino-acid,128.151
CC1=CC(=O)[N-]S(=O)(=O)O1,anion,other,162.146
CCC(=O)[O-],anion,carboxylate,73.071
CCC(C)C(NC(C)=O)C(=O)[O-],anion,amino-acid,172.20399999999998
CCC(CC)C(=O)[O-],anion,carboxylate,115.15199999999999
CCCC(=O)[O-],anion,carboxylate,87.09799999999998
CCCCC(=O)[O-],anion,carboxylate,101.12499999999999
CCCCC(CC)CCC(=O)[O-],anion,carboxylate,171.26
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],anion,sulfonate/sulfate,421.57600000000025
CCCCCC(=O)[O-],anion,carboxylate,115.15199999999999
CCCCCCC(=O)[O-],anion,carboxylate,129.179
CCCCCCCC(=O)[O-],anion,carboxylate,143.206
CCCCCCCCC=CCCCCCCCC(=O)[O-],anion,carboxylate,281.4599999999999
CCCCCCCCCC(=O)[O-],anion,carboxylate,171.26
CCCCCCCCCCCCOS(=O)(=O)[O-],anion,sulfonate/sulfate,265.395
CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1,anion,sulfonate/sulfate,325.494
CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],anion,sulfonate/sulfate,325.494
CCCCCCCCCCOS(=O)(=O)[O-],anion,sulfonate/sulfate,237.34099999999998
CCCCCCCCOS(=O)(=O)[O-],anion,sulfonate/sulfate,209.287
CCCCCCOS(=O)(=O)[O-],anion,sulfonate/sulfate,181.23299999999998
CCCCOS(=O)(=O)[O-],anion,sulfonate/sulfate,153.17899999999997
CCCCP(=O)([O-])O,anion,P-oxoanion,137.095
CCOP(=O)([O-])OCC,anion,P-oxoanion,153.09399999999997
CCOS(=O)(=O)[O-],anion,sulfonate/sulfate,125.12499999999999
CCP(=O)([O-])O,anion,P-oxoanion,109.04099999999998
CCS(=O)(=O)[O-],anion,sulfonate/sulfate,109.12599999999999
COCC(=O)[O-],anion,carboxylate,89.07
COCCOCC(=O)[O-],anion,carboxylate,133.123
COCCOCCOS(=O)(=O)[O-],anion,sulfonate/sulfate,199.20399999999998
COP(=O)([O-])OC,anion,P-oxoanion,125.03999999999998
COS(=O)(=O)[O-],anion,sulfonate/sulfate,111.09799999999998
CO[PH](=O)[O-],anion,P-oxoanion,95.014
CP(=O)([O-])O,anion,P-oxoanion,95.014
CS(=O)(=O)[O-],anion,sulfonate/sulfate,95.099
Cc1ccc(S(=O)(=O)[O-])cc1,anion,sulfonate/sulfate,171.197
Cc1n[n-]cc1Br,anion,other,159.99399999999997
Cc1nc([N+](=O)[O-])c[n-]1,anion,other,126.09499999999998
Cl[Fe-](Cl)(Cl)Br,anion,other,242.108
Cl[Fe-](Cl)(Cl)Cl,anion,other,197.657
Clc1n[n-]c2ccccc12,anion,other,151.57599999999996
Clc1nc[n-]c1Cl,anion,other,135.961
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,745.0460000000003
FC(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,595.0250000000001
FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,anion,fluorinated,445.00399999999996
FC(F)(F)[N-]C(F)(F)F,anion,fluorinated,152.017
F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,286.83199999999994
F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,236.82499999999996
F[B-](F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,186.81799999999998
F[B-](F)(F)C(F)(F)F,anion,fluorinated,136.811
F[B-](F)(F)F,anion,fluorinated,86.80400000000002
F[B-](F)(F)c1ccccc1,anion,fluorinated,144.912
F[B-](F)F,anion,fluorinated,67.80600000000001
F[P-](F)(F)(F)(F)F,anion,fluorinated,144.96200000000002
Ic1cc[n-]n1,anion,other,192.967
N#CC(=C=[N-])C#N,anion,other,90.065
N#CN=C=[N-],anion,other,66.043
N#C[Au-]C#N,anion,other,249.00300000000001
N#C[B-](C#N)(C#N)C#N,anion,other,114.884
N#C[C-](C#N)C#N,anion,other,90.065
N#C[N-]C#N,anion,other,66.043
N#C[S-],anion,other,58.085
N#Cc1ccc2cn[n-]c2c1,anion,other,142.141
N#Cc1nc(C(F)(F)F)[n-]c1C#N,anion,fluorinated,185.088
NC(=O)CC(N)C(=O)[O-],anion,amino-acid,131.111
NC(=O)CCC(=O)[O-],anion,carboxylate,116.09599999999999
NC(CCC(=O)O)C(=O)[O-],anion,amino-acid,146.12199999999999
NC(CO)C(=O)[O-],anion,amino-acid,104.085
NC(CS)C(=O)[O-],anion,amino-acid,120.15299999999998
NC(Cc1ccccc1)C(=O)[O-],anion,amino-acid,164.18399999999994
NCC(=O)[O-],anion,amino-acid,74.059
NCCC(=O)[O-],anion,carboxylate,88.08599999999998
NCCCCC(N)C(=O)[O-],anion,amino-acid,145.182
NCCS(=O)(=O)[O-],anion,sulfonate/sulfate,124.14099999999998
NS(=O)(=O)[O-],anion,sulfonate/sulfate,96.08699999999999
O=C(CF)OOB([O-])OOC(=O)CF,anion,fluorinated,212.87699999999995
O=C(O)c1ccccc1[O-],anion,other,137.11399999999998
O=C(O[B-](F)(F)OC(=O)C(F)(F)F)C(F)(F)F,anion,fluorinated,274.83599999999996
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,463.06299999999993
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,413.0559999999999
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,263.03499999999997
O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,213.02799999999996
O=C([O-])C(F)(F)F,anion,fluorinated,113.01400000000001
O=C([O-])C1CCCN1,anion,amino-acid,114.12400000000001
O=C([O-])C=CC(=O)O,anion,carboxylate,115.06399999999998
O=C([O-])CNCC(=O)O,anion,amino-acid,132.095
O=C([O-])CO,anion,carboxylate,75.04299999999999
O=C([O-])O,anion,other,61.016000000000005
O=C([O-])c1cccc(S(=O)(=O)O)c1,anion,carboxylate,201.17899999999997
O=C([O-])c1ccccc1,anion,carboxylate,121.11499999999995
O=C([O-])c1ccccc1O,anion,carboxylate,137.11399999999998
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,anion,other,186.84799999999996
O=C1[N-]S(=O)(=O)c2ccccc21,anion,other,182.18
O=C[O-],anion,carboxylate,45.016999999999996
O=P([O-])(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,anion,fluorinated,300.9959999999999
O=P([O-])(O)O,anion,P-oxoanion,96.98599999999999
O=S(=O)(F)[N-]S(=O)(=O)F,anion,fluorinated,180.13299999999998
O=S(=O)(N=S(=O)([O-])C(F)(F)F)C(F)(F)F,anion,fluorinated,280.14699999999993
O=S(=O)(N[SH](=O)([O-])C(F)(F)F)C(F)(F)F,anion,fluorinated,282.16299999999995
O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,anion,fluorinated,411.221
O=S(=O)([CH-]S(=O)(=O)C(F)(F)F)C(F)(F)F,anion,fluorinated,279.15899999999993
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,anion,fluorinated,380.16099999999994
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,anion,fluorinated,280.14699999999993
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,499.11799999999994
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,299.0899999999999
O=S(=O)([O-])C(F)(F)C(F)C(F)(F)F,anion,fluorinated,231.09299999999996
O=S(=O)([O-])C(F)(F)C(F)F,anion,fluorinated,181.08599999999998
O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)C(F)(F)F,anion,fluorinated,297.09899999999993
O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)F,anion,fluorinated,247.09199999999996
O=S(=O)([O-])C(F)(F)F,anion,fluorinated,149.069
O=S(=O)([O-])CC(O)CN1CCOCC1,anion,sulfonate/sulfate,224.25799999999992
O=S(=O)([O-])CC(O)CNC(CO)(CO)CO,anion,sulfonate/sulfate,258.27199999999993
O=S(=O)([O-])CC(O)CNC1CCCCC1,anion,sulfonate/sulfate,236.31299999999993
O=S(=O)([O-])CCN(CCO)CCO,anion,sulfonate/sulfate,212.24699999999996
O=S(=O)([O-])O,anion,sulfonate/sulfate,97.07099999999998
O=S(=O)([O-])c1ccccc1,anion,sulfonate/sulfate,157.17
O=S1(=O)N=C([O-])c2ccccc21,anion,other,182.18
O=[N+]([O-])[O-],anion,other,62.004000000000005
O=[N+]([O-])c1cn[n-]c1,anion,other,112.068
O=[N+]([O-])c1cnc[n-]1,anion,other,112.068
O=[Re](=O)(=O)[O-],anion,other,250.20299999999997
[Br-],anion,other,79.904
[Cl-],anion,other,35.453
[I-],anion,other,126.904
[N-]=C=C1C=CC=N1,anion,other,91.09299999999999
[N-]=[N+]=[N-],anion,other,42.021
[O-][Cl+3]([O-])([O-])[O-],anion,other,99.449
[O-]c1ccccc1,anion,other,93.10499999999999
[c-]1c[nH]nn1,anion,other,68.059
[c-]1nn[nH]n1,anion,other,69.047
c1c[n-]cn1,anion,other,67.071
c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1,anion,other,227.004
c1nnc[n-]1,anion,other,68.059
