smiles,type,family,mw,source_properties,source_split_roles,source_files
CCCC[n+]1cccc2ccccc21,cation,pyridinium,186.278,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_5_group_tox.csv;val_4_group_tox.csv
CCCC[n+]1ccccc1,cation,pyridinium,136.21799999999996,co2;tox;vis,test;train;val,test_group_co2.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_tox.csv;val_2_group_vis.csv;val_3_group_co2.csv;val_3_group_vis.csv;val_4_group_co2.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_co2.csv;val_5_group_tox.csv;val_5_group_vis.csv
CCCC[n+]1ccccc1C,cation,pyridinium,150.24499999999995,tox;vis,train;val,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_2_group_vis.csv;val_3_group_vis.csv;val_4_group_tox.csv;val_5_group_tox.csv
CCCC[n+]1ccn(C(CC)CC)c1,cation,imidazolium,195.32999999999996,vis,train;val,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
CCCC[n+]1ccn(C)c1,cation,imidazolium,139.22199999999998,co2;vis,test;train;val,test_group_co2.csv;test_group_vis.csv;train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_3_group_co2.csv;val_3_group_vis.csv;val_4_group_co2.csv;val_4_group_vis.csv;val_5_group_co2.csv;val_5_group_vis.csv
CCCC[n+]1ccn(C)c1C,cation,imidazolium,153.24899999999997,co2,train;val,train_1_group_co2.csv;train_2_group_co2.csv;train_3_group_co2.csv;train_5_group_co2.csv;val_4_group_co2.csv
CCCC[n+]1ccn(C2CCCC2)c1,cation,imidazolium,193.31399999999994,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CCCC[n+]1ccn(CC)c1,cation,imidazolium,153.249,tox;vis,train;val,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_3_group_tox.csv
CCCC[n+]1ccn(CCC#N)c1,cation,imidazolium,178.259,vis,test;train;val,test_group_vis.csv;train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
CCCC[n+]1ccn(Cc2ccc(C)cc2)c1,cation,imidazolium,229.347,vis,train;val,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
CCCC[n+]1ccn(Cc2ccccc2)c1,cation,imidazolium,215.32000000000002,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
CCCCc1cccc[n+]1CC,cation,pyridinium,164.27199999999993,vis,train;val,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
CCCCn1c(C)cc(C)[n+]1-c1ccccc1,cation,pyrazolium,229.347,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
CCCCn1c[n+](CCCCS(=O)(=O)O)cn1,cation,other N-heterocycle,262.35499999999996,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
CCCCn1c[nH+]c2ccccc21,cation,imidazolium,175.255,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CCCCn1cc[n+](C)c1,cation,imidazolium,139.22199999999998,co2;tox;vis,test;train;val,test_group_vis.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_tox.csv;val_1_group_vis.csv;val_2_group_tox.csv;val_2_group_vis.csv;val_3_group_co2.csv;val_3_group_tox.csv;val_3_group_vis.csv;val_4_group_co2.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_co2.csv;val_5_group_tox.csv;val_5_group_vis.csv
CCCCn1cc[n+](C)c1C,cation,imidazolium,153.24899999999997,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv
CCCCn1cc[n+](CC)c1,cation,imidazolium,153.249,tox;vis,test;train;val,test_group_tox.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_tox.csv
CCCCn1cc[n+](CCC#N)c1,cation,imidazolium,178.259,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
CCCCn1cc[n+](CCC(C)C)c1,cation,imidazolium,195.32999999999998,vis,train;val,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
CCCCn1cc[n+](CCCC)c1,cation,imidazolium,181.30299999999997,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
CCCCn1cc[n+](CCCCCCO)c1,cation,imidazolium,225.35599999999994,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
CCCCn1cc[n+](CCCCS(=O)(=O)O)c1,cation,imidazolium,261.36699999999996,vis,test,test_group_vis.csv
CCCCn1cc[n+](CCCS(=O)(=O)O)c1,cation,imidazolium,247.33999999999997,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv;val_5_group_vis.csv
CCCCn1ccc[n+]1C,cation,pyrazolium,139.22199999999998,vis,train;val,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
CCCOCC[N+]1(C)CCCC1,cation,pyrrolidinium,172.29199999999994,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
CCCOCC[n+]1ccccc1,cation,pyridinium,166.244,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CCCOCC[n+]1ccn(C)c1,cation,imidazolium,169.248,vis,train;val,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
CCCOC[n+]1cccc(O)c1,cation,pyridinium,168.21599999999998,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_3_group_tox.csv;val_5_group_tox.csv
CCC[N+](C)(C)CC,cation,ammonium,116.22799999999998,vis,test,test_group_vis.csv
CCC[N+](C)(C)CCO,cation,ammonium,132.227,vis,train;val,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
CCC[N+](C)(CC)CC,cation,ammonium,130.25499999999997,co2;vis,train;val,train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_5_group_vis.csv;val_4_group_vis.csv;val_5_group_co2.csv
CCC[N+](C)(CC)CCC,cation,ammonium,144.28199999999998,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
CCC[N+]1(C)CCCC1,cation,pyrrolidinium,128.23899999999998,co2;vis,test;train;val,test_group_vis.csv;train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_co2.csv;val_4_group_co2.csv;val_5_group_vis.csv
CCC[N+]1(C)CCCCC1,cation,piperidinium,142.26599999999996,tox;vis,train;val,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_5_group_vis.csv;val_4_group_vis.csv;val_5_group_tox.csv
CCC[N+]1(C)CCOCC1,cation,morpholinium,144.23799999999997,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
CCC[NH+](C)C,cation,ammonium,88.17399999999999,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
CCC[NH+](C)CCC,cation,ammonium,116.228,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
CCC[NH+](CC)CC,cation,ammonium,116.228,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CCC[NH3+],cation,ammonium,60.11999999999999,vis,train;val,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
CCC[S+]1CCCC1,cation,sulfonium,131.26399999999998,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CCC[n+]1cccc(C)c1,cation,pyridinium,136.21799999999996,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
CCC[n+]1ccccc1,cation,pyridinium,122.19099999999995,tox;vis,train;val,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_2_group_vis.csv;val_3_group_tox.csv;val_4_group_vis.csv
CCC[n+]1ccn(C)c1C,cation,imidazolium,139.22199999999998,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CCC[n+]1cn(C)cn1,cation,other N-heterocycle,126.18299999999998,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_5_group_vis.csv
CCCc1cccc[n+]1CC,cation,pyridinium,150.24499999999995,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
CCCn1cc[n+](C)c1,cation,imidazolium,125.19499999999996,tox;vis,train;val,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_1_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv;val_5_group_tox.csv
CCCn1cc[n+](C)c1C,cation,imidazolium,139.22199999999998,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
CCCn1cc[n+](CC)c1,cation,imidazolium,139.22199999999998,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_3_group_tox.csv
CCN(CC)c1c(N(CC)CC)[c+]1N(CC)CC,cation,other,252.42599999999996,co2;vis,test;train;val,test_group_vis.csv;train_1_group_co2.csv;train_2_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_3_group_co2.csv
CCN=C(N(C)C)[NH+](C)C,cation,ammonium,144.242,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
CCOC(=O)C[N+](C)(C)CC,cation,ammonium,160.237,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_4_group_tox.csv;val_5_group_tox.csv
CCOC(=O)C[N+]1(C)CCCC1,cation,pyrrolidinium,172.24799999999996,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_2_group_tox.csv;val_5_group_tox.csv
CCOC(=O)C[n+]1ccccc1,cation,pyridinium,166.20000000000002,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
CCOC(=O)Cn1cc[n+](C)c1,cation,imidazolium,169.20399999999998,vis,train;val,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
CCOC(=O)c1ccc[n+](CC)c1,cation,pyridinium,180.22699999999995,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CCOCC[N+](C)(C)CC,cation,ammonium,146.254,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;val_5_group_tox.csv
CCOCC[N+]1(C)CCCC1,cation,pyrrolidinium,158.265,tox;vis,train;val,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;val_3_group_tox.csv;val_5_group_vis.csv
CCOCC[N+]1(C)CCCCC1,cation,piperidinium,172.29199999999997,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_2_group_tox.csv;val_4_group_tox.csv
CCOCC[N+]1(C)CCOCC1,cation,morpholinium,174.26399999999998,tox,train;val,train_1_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_2_group_tox.csv
CCOCC[NH+](C)C,cation,ammonium,118.2,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_5_group_tox.csv;val_4_group_tox.csv
CCOCC[n+]1ccccc1,cation,pyridinium,152.217,tox;vis,train;val,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;val_2_group_tox.csv;val_5_group_tox.csv;val_5_group_vis.csv
CCOCCn1cc[n+](C)c1,cation,imidazolium,155.221,tox;vis,train;val,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_tox.csv;val_4_group_tox.csv;val_5_group_vis.csv
CCOCCn1cc[n+](CC)c1,cation,imidazolium,169.248,vis,test,test_group_vis.csv
CCOC[N+](C)(C)CC,cation,ammonium,132.227,tox,train;val,train_1_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_2_group_tox.csv
CCOC[N+]1(C)CCCC1,cation,pyrrolidinium,144.23799999999997,tox;vis,train;val,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_4_group_tox.csv;val_4_group_vis.csv
CCOC[N+]1(C)CCCCC1,cation,piperidinium,158.26499999999996,tox,train;val,train_1_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_2_group_tox.csv
CCOC[N+]1(C)CCOCC1,cation,morpholinium,160.23699999999997,tox,train;val,train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_1_group_tox.csv
CCOC[P+](CC)(CC)CC,cation,phosphonium,177.24799999999996,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
CCOC[n+]1ccccc1,cation,pyridinium,138.18999999999997,tox;vis,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_5_group_tox.csv
CCOC[n+]1ccn(C)c1,cation,imidazolium,141.194,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
CCOCn1cc[n+](C)c1,cation,imidazolium,141.194,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_1_group_tox.csv;val_3_group_tox.csv
CCOn1cc[n+](OCC)c1,cation,imidazolium,157.19299999999998,co2,train;val,train_2_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_1_group_co2.csv
CCS(=O)(=O)CCn1cc[n+](C)c1,cation,imidazolium,203.287,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CCSCC[P+](CC)(CC)CC,cation,phosphonium,207.34299999999996,vis,test;train;val,test_group_vis.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
CC[N+](C)(C)CC#N,cation,ammonium,113.184,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_1_group_tox.csv;val_4_group_tox.csv
CC[N+](C)(C)CCCO,cation,ammonium,132.227,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_3_group_tox.csv
CC[N+](C)(C)CCCOC,cation,ammonium,146.254,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_3_group_tox.csv;val_5_group_tox.csv
CC[N+](C)(C)CCO,cation,ammonium,118.19999999999999,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_1_group_tox.csv;val_2_group_tox.csv
CC[N+](C)(C)CCOC,cation,ammonium,132.227,tox;vis,train;val,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv;val_5_group_tox.csv;val_5_group_vis.csv
CC[N+](C)(CC)CCOC,cation,ammonium,146.254,co2;vis,test;train;val,test_group_vis.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_3_group_vis.csv;val_5_group_vis.csv
CC[N+](CC)(CC)CC,cation,ammonium,130.255,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_2_group_tox.csv;val_3_group_tox.csv
CC[N+](CC)(CC)CCOC,cation,ammonium,160.28099999999998,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_5_group_vis.csv
CC[N+](CC)=C(N(C)C)N(C)C,cation,ammonium,172.296,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CC[N+]1(C)CCCC1,cation,pyrrolidinium,114.212,vis,test;train;val,test_group_vis.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_3_group_vis.csv;val_5_group_vis.csv
CC[N+]1(C)CCCCC1,cation,piperidinium,128.239,vis,test,test_group_vis.csv
CC[N+]1(C)CCOCC1,cation,morpholinium,130.21099999999998,tox;vis,test;train;val,test_group_vis.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_3_group_tox.csv;val_3_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
CC[NH+](C)CC,cation,ammonium,88.17399999999999,vis,train;val,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
CC[NH+](CC)CC,cation,ammonium,102.201,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
CC[NH+]1C=CN(C)C1,cation,other N-heterocycle,113.184,co2;vis,train;val,train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_3_group_co2.csv;val_4_group_co2.csv;val_5_group_vis.csv
CC[NH+]1C=CN=C1,cation,other N-heterocycle,97.14099999999999,co2;vis,train;val,train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_2_group_co2.csv;val_3_group_vis.csv
CC[NH2+]CC,cation,ammonium,74.14699999999999,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
CC[NH3+],cation,ammonium,46.092999999999996,co2;vis,test;train;val,test_group_vis.csv;train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv;val_5_group_co2.csv;val_5_group_vis.csv
CC[P+](CC)(CC)CCOC,cation,phosphonium,177.24799999999996,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
CC[P+](CC)(CC)CCSC,cation,phosphonium,193.31599999999997,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv
CC[P+](CC)(CC)COCCOC,cation,phosphonium,207.27399999999994,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
CC[P+](CC)(CC)CSC,cation,phosphonium,179.289,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv
CC[S+](C)CC,cation,sulfonium,105.226,tox;vis,train;val,train_1_group_vis.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_2_group_vis.csv
CC[S+](CC)CC,cation,sulfonium,119.253,co2;tox;vis,test;train;val,test_group_vis.csv;train_1_group_tox.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_5_group_co2.csv;val_1_group_co2.csv;val_5_group_tox.csv
CC[S+]1CCCC1,cation,sulfonium,117.23700000000001,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
CC[n+]1cc(C)n(C)c1,cation,imidazolium,125.195,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CC[n+]1ccc(C)cc1,cation,pyridinium,122.19099999999997,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
CC[n+]1ccc(N(C)C)cc1,cation,pyridinium,151.233,tox,train;val,train_1_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_2_group_tox.csv
CC[n+]1cccc(C)c1,cation,pyridinium,122.19099999999997,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
CC[n+]1ccccc1,cation,pyridinium,108.16399999999997,tox;vis,train;val,train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_2_group_vis.csv;val_3_group_vis.csv
CC[n+]1ccccc1C,cation,pyridinium,122.19099999999997,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
