smiles,type,family,mw,source_properties,source_split_roles,source_files
CCCCCCC[n+]1ccccc1,cation,pyridinium,178.29900000000004,co2;vis,test;train;val,test_group_vis.csv;train_2_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_1_group_co2.csv
CCCCCCC[n+]1ccn(C)c1,cation,imidazolium,181.30300000000003,co2,train;val,train_1_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_2_group_co2.csv
CCCCCCCc1cccc[n+]1CC,cation,pyridinium,206.353,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
CCCCCCCn1c(C)cc(C)[n+]1-c1ccccc1,cation,pyrazolium,271.428,vis,train;val,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
CCCCCCCn1cc[n+](C)c1,cation,imidazolium,181.30300000000003,tox;vis,train;val,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_2_group_tox.csv;val_2_group_vis.csv;val_3_group_tox.csv;val_3_group_vis.csv
CCCCCCCn1cc[n+](CCCCCCC)c1,cation,imidazolium,265.4649999999999,vis,train;val,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
CCCCCCN1C=C[NH+](C)C1,cation,other N-heterocycle,169.29199999999997,co2,train;val,train_1_group_co2.csv;train_2_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;val_5_group_co2.csv
CCCCCCOC(=O)C[N+](C)(C)C,cation,ammonium,202.31799999999998,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
CCCCCCOC[n+]1cccc(O)c1,cation,pyridinium,210.29700000000003,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_2_group_tox.csv;val_4_group_tox.csv
CCCCCC[N+](C)(C)C,cation,ammonium,144.28199999999998,co2;vis,train;val,train_1_group_vis.csv;train_2_group_co2.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_2_group_vis.csv
CCCCCC[N+](CC)(CC)CC,cation,ammonium,186.36299999999997,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,cation,ammonium,354.6870000000002,co2,train;val,train_2_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_1_group_co2.csv
CCCCCC[N+]1(C)CCCC1,cation,pyrrolidinium,170.31999999999996,tox;vis,test;train;val,test_group_tox.csv;train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
CCCCCC[N+]1(C)CCCCC1,cation,piperidinium,184.34699999999995,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
CCCCCC[N+]1(C)CCOCC1,cation,morpholinium,186.31899999999996,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_5_group_vis.csv
CCCCCC[N+]1(CCCC)CCCC1,cation,pyrrolidinium,212.40099999999995,vis,train;val,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
CCCCCC[N+]1(CCCCCC)CCCC1,cation,pyrrolidinium,240.45499999999993,tox,train;val,train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_1_group_tox.csv
CCCCCC[NH+](CCCCCC)CCCCCC,cation,ammonium,270.5249999999999,vis,test;train;val,test_group_vis.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_5_group_vis.csv
CCCCCC[NH+]1C=CN(C)C1,cation,other N-heterocycle,169.29199999999997,co2;vis,train;val,train_1_group_co2.csv;train_1_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_2_group_co2.csv;val_2_group_vis.csv
CCCCCC[NH2+]CCN,cation,ammonium,145.27,vis,train;val,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
CCCCCC[P+](CCCCCC)(CCCCCC)CC(C)C,cation,phosphonium,343.6000000000001,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CCCCCC[n+]1cc(C)cc(C)c1CC,cation,pyridinium,220.37999999999997,vis,train;val,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
CCCCCC[n+]1cc(CC)cc(CC)c1CCC,cation,pyridinium,262.46099999999996,vis,train;val,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
CCCCCC[n+]1ccc(C)cc1,cation,pyridinium,178.299,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_3_group_tox.csv;val_5_group_tox.csv
CCCCCC[n+]1ccc(N(C)C)c(C)c1,cation,pyridinium,221.368,vis,test,test_group_vis.csv
CCCCCC[n+]1ccc(N(C)C)cc1,cation,pyridinium,207.341,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_3_group_tox.csv;val_4_group_tox.csv
CCCCCC[n+]1ccc(N2CCC(C)CC2)cc1,cation,pyridinium,261.43299999999994,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
CCCCCC[n+]1cccc(C)c1,cation,pyridinium,178.299,tox;vis,test;train;val,test_group_tox.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CCCCCC[n+]1cccc2ccccc21,cation,pyridinium,214.33200000000002,tox;vis,train;val,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_tox.csv;val_4_group_tox.csv;val_5_group_vis.csv
CCCCCC[n+]1ccccc1,cation,pyridinium,164.27200000000002,tox;vis,test;train;val,test_group_tox.csv;test_group_vis.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_2_group_tox.csv;val_3_group_tox.csv;val_4_group_tox.csv;val_4_group_vis.csv
CCCCCC[n+]1ccn(C)c1,cation,imidazolium,167.27599999999998,co2;vis,test;train;val,test_group_co2.csv;train_1_group_co2.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_3_group_co2.csv;val_4_group_co2.csv;val_5_group_co2.csv
CCCCCC[n+]1ccn(C)c1C,cation,imidazolium,181.30299999999997,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;val_5_group_tox.csv
CCCCCC[n+]1ccn(CC)c1,cation,imidazolium,181.30299999999997,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
CCCCCC[n+]1ccn(CCC#N)c1,cation,imidazolium,206.31299999999996,vis,train;val,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
CCCCCC[n+]1ccn(Cc2ccc(C)cc2)c1,cation,imidazolium,257.40099999999995,vis,train;val,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
CCCCCCc1cccc[n+]1CC,cation,pyridinium,192.326,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CCCCCCn1c(C)cc(C)[n+]1-c1ccccc1,cation,pyrazolium,257.401,vis,test;train;val,test_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
CCCCCCn1c[n+](CCCCS(=O)(=O)O)cn1,cation,other N-heterocycle,290.40899999999993,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CCCCCCn1cc[n+](C)c1,cation,imidazolium,167.27599999999998,co2;tox;vis,test;train;val,test_group_tox.csv;test_group_vis.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_tox.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_3_group_co2.csv;val_3_group_vis.csv;val_4_group_co2.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_co2.csv;val_5_group_vis.csv
CCCCCCn1cc[n+](C)c1C,cation,imidazolium,181.30299999999997,co2;tox;vis,train;val,train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_2_group_vis.csv;val_4_group_tox.csv;val_5_group_co2.csv;val_5_group_vis.csv
CCCCCCn1cc[n+](CC)c1,cation,imidazolium,181.30299999999997,tox,test;train;val,test_group_tox.csv;train_1_group_tox.csv;train_2_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_3_group_tox.csv
CCCCCCn1cc[n+](CCC#N)c1,cation,imidazolium,206.31299999999996,vis,test;train;val,test_group_vis.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv
CCCCCCn1cc[n+](CCCCCC)c1,cation,imidazolium,237.41099999999992,vis,train;val,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
CCCCC[N+](C)(C)CC,cation,ammonium,144.28199999999998,co2;vis,test;train;val,test_group_co2.csv;train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
CCCCC[N+](C)(C)CCO,cation,ammonium,160.28099999999998,vis,test,test_group_vis.csv
CCCCC[N+](C)(CC)CC,cation,ammonium,158.30899999999997,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CCCCC[N+](C)(CCC)CCC,cation,ammonium,186.36299999999997,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
CCCCC[N+]1(C)CCOCC1,cation,morpholinium,172.29199999999997,vis,train;val,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
CCCCC[NH3+],cation,ammonium,88.174,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
CCCCC[P+](CC)(CC)CC,cation,phosphonium,189.30299999999997,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv
CCCCC[n+]1ccccc1,cation,pyridinium,150.245,tox;vis,train;val,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;val_3_group_tox.csv;val_4_group_tox.csv;val_5_group_vis.csv
CCCCC[n+]1ccn(C)c1,cation,imidazolium,153.249,tox;vis,test;train;val,test_group_tox.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_2_group_tox.csv;val_3_group_vis.csv
CCCCC[n+]1ccn(CCCC)c1,cation,imidazolium,195.32999999999996,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
CCCCCc1cccc[n+]1CC,cation,pyridinium,178.29899999999998,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
CCCCCn1c(C)cc(C)[n+]1-c1ccccc1,cation,pyrazolium,243.37400000000002,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv;val_5_group_vis.csv
CCCCCn1cc[n+](C)c1,cation,imidazolium,153.249,co2;vis,test;train;val,test_group_vis.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv
CCCCCn1cc[n+](C)c1C,cation,imidazolium,167.27599999999998,vis,train;val,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
CCCCCn1cc[n+](CCCCC)c1,cation,imidazolium,209.35699999999994,vis,train;val,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
CCCCN1C=C[NH+](C)C1,cation,other N-heterocycle,141.23799999999997,co2,train;val,train_1_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_2_group_co2.csv
CCCCN1C=C[NH+](CCCC)C1,cation,other N-heterocycle,183.31899999999993,co2,train;val,train_1_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_2_group_co2.csv
CCCCNC(=O)C[n+]1ccn(CC)c1,cation,imidazolium,210.301,vis,train;val,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
CCCCOC(=O)c1nccc[n+]1CCCC,cation,other N-heterocycle,237.32299999999998,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CCCCOCC(O)CN(CCCn1cc[nH+]c1)C(C)=O,cation,imidazolium,298.40700000000004,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_4_group_vis.csv
CCCCOCC(O)CNCCCn1cc[nH+]c1,cation,imidazolium,256.36999999999995,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CCCCOC[n+]1cccc(O)c1,cation,pyridinium,182.243,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_2_group_tox.csv;val_5_group_tox.csv
CCCC[N+](C)(C)C,cation,ammonium,116.22799999999998,tox;vis,train;val,train_1_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_tox.csv
CCCC[N+](C)(C)C(=N)N(C)C,cation,ammonium,172.296,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
CCCC[N+](C)(C)CC,cation,ammonium,130.25499999999997,tox;vis,train;val,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;val_3_group_tox.csv;val_4_group_tox.csv;val_5_group_vis.csv
CCCC[N+](C)(CC)CC,cation,ammonium,144.28199999999998,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv;val_5_group_vis.csv
CCCC[N+](C)(CCC)CCC,cation,ammonium,172.33599999999996,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CCCC[N+](C)(CCCC)CCCC,cation,ammonium,200.38999999999993,co2;vis,test;train;val,test_group_co2.csv;test_group_vis.csv;train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_2_group_co2.csv;val_2_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
CCCC[N+](CC)(CC)CC,cation,ammonium,158.30899999999997,co2,train;val,train_1_group_co2.csv;train_2_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_3_group_co2.csv
CCCC[N+](CCCC)(CCCC)CCCC,cation,ammonium,242.4709999999999,co2;tox;vis,test;train;val,test_group_tox.csv;test_group_vis.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_vis.csv;val_2_group_tox.csv;val_2_group_vis.csv;val_3_group_vis.csv
CCCC[N+]1(C)CCCC1,cation,pyrrolidinium,142.26599999999996,co2;tox;vis,test;train;val,test_group_tox.csv;test_group_vis.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_vis.csv;val_3_group_tox.csv;val_3_group_vis.csv;val_4_group_co2.csv;val_5_group_tox.csv;val_5_group_vis.csv
CCCC[N+]1(C)CCCCC1,cation,piperidinium,156.29299999999995,tox;vis,train;val,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_4_group_tox.csv;val_5_group_tox.csv
CCCC[N+]1(C)CCOCC1,cation,morpholinium,158.26499999999996,tox;vis,train;val,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_2_group_vis.csv;val_3_group_vis.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_tox.csv;val_5_group_vis.csv
CCCC[NH+]1C=CN=C1,cation,other N-heterocycle,125.19499999999996,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CCCC[NH+]1C=CN=C1c1ccccc1,cation,other N-heterocycle,201.293,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
CCCC[NH+]1CCCC1,cation,pyrrolidinium,128.23899999999998,vis,test,test_group_vis.csv
CCCC[NH3+],cation,ammonium,74.14699999999999,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_4_group_vis.csv
CCCC[P+](C)(CCCC)CCCC,cation,phosphonium,217.3569999999999,co2;vis,train;val,train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_5_group_co2.csv;val_5_group_vis.csv
CCCC[P+](CC)(CC)CC,cation,phosphonium,175.27599999999995,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv;val_3_group_vis.csv
CCCC[P+](CC)(CCCC)CCCC,cation,phosphonium,231.3839999999999,co2;vis,test;train;val,test_group_co2.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
CCCC[P+](CCCC)(CCCC)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,cation,phosphonium,549.416,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
CCCC[P+](CCCC)(CCCC)CCCC,cation,phosphonium,259.43799999999993,co2;tox;vis,test;train;val,test_group_vis.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_vis.csv;val_4_group_co2.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_co2.csv;val_5_group_vis.csv
CCCC[P+](CCCC)(CCCC)CCCN,cation,phosphonium,260.42599999999993,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
CCCC[P+](CCCC)(CCCC)CCSC,cation,phosphonium,277.47799999999995,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv;val_5_group_vis.csv
CCCC[P+](CCCC)(CCCC)CCSCC,cation,phosphonium,291.505,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
CCCC[P+](CCCC)(CCCC)COC,cation,phosphonium,247.38299999999992,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
CCCC[P+](CCCC)(CCCC)CSC,cation,phosphonium,263.45099999999996,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_4_group_vis.csv
CCCC[S+]1CCCC1,cation,sulfonium,145.29099999999997,vis,test,test_group_vis.csv
CCCC[n+]1cc(C)cc(C)c1,cation,pyridinium,164.27199999999996,tox;vis,train;val,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_3_group_tox.csv;val_3_group_vis.csv
CCCC[n+]1cc[nH]c1,cation,imidazolium,125.19499999999996,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv
CCCC[n+]1ccc(C)c(C)c1,cation,pyridinium,164.27199999999996,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_1_group_tox.csv;val_4_group_tox.csv
CCCC[n+]1ccc(C)cc1,cation,pyridinium,150.24499999999998,co2;tox;vis,train;val,train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_vis.csv;val_3_group_tox.csv;val_4_group_co2.csv;val_4_group_vis.csv;val_5_group_tox.csv
CCCC[n+]1ccc(N(C)C)cc1,cation,pyridinium,179.28699999999998,tox,train;val,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_1_group_tox.csv;val_5_group_tox.csv
CCCC[n+]1ccc2ccccc2c1,cation,pyridinium,186.278,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
CCCC[n+]1cccc(C#N)c1,cation,pyridinium,161.22799999999998,vis,test,test_group_vis.csv
CCCC[n+]1cccc(C)c1,cation,pyridinium,150.24499999999998,co2;tox;vis,test;train;val,test_group_tox.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_tox.csv;val_3_group_vis.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_vis.csv
CCCC[n+]1cccc(C)c1C,cation,pyridinium,164.27199999999996,vis,train;val,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
