cation,anion
CC(=O)CCn1cc[n+](C)c1,Ic1cc[n-]n1
CC(=O)CCn1cc[n+](C)c1,N#CC(=C=[N-])C#N
CC(=O)CCn1cc[n+](C)c1,N#CN=C=[N-]
CC(=O)CCn1cc[n+](C)c1,N#C[Au-]C#N
CC(=O)CCn1cc[n+](C)c1,N#C[B-](C#N)(C#N)C#N
CC(=O)CCn1cc[n+](C)c1,N#C[C-](C#N)C#N
CC(=O)CCn1cc[n+](C)c1,N#C[N-]C#N
CC(=O)CCn1cc[n+](C)c1,N#C[S-]
CC(=O)CCn1cc[n+](C)c1,N#Cc1ccc2cn[n-]c2c1
CC(=O)CCn1cc[n+](C)c1,N#Cc1nc(C(F)(F)F)[n-]c1C#N
CC(=O)CCn1cc[n+](C)c1,NC(=O)CC(N)C(=O)[O-]
CC(=O)CCn1cc[n+](C)c1,NC(=O)CCC(=O)[O-]
CC(=O)CCn1cc[n+](C)c1,NC(CCC(=O)O)C(=O)[O-]
CC(=O)CCn1cc[n+](C)c1,NC(CO)C(=O)[O-]
CC(=O)CCn1cc[n+](C)c1,NC(CS)C(=O)[O-]
CC(=O)CCn1cc[n+](C)c1,NC(Cc1ccccc1)C(=O)[O-]
CC(=O)CCn1cc[n+](C)c1,NCC(=O)[O-]
CC(=O)CCn1cc[n+](C)c1,NCCC(=O)[O-]
CC(=O)CCn1cc[n+](C)c1,NCCCCC(N)C(=O)[O-]
CC(=O)CCn1cc[n+](C)c1,NCCS(=O)(=O)[O-]
CC(=O)CCn1cc[n+](C)c1,NS(=O)(=O)[O-]
CC(=O)CCn1cc[n+](C)c1,O=C(CF)OOB([O-])OOC(=O)CF
CC(=O)CCn1cc[n+](C)c1,O=C(O)c1ccccc1[O-]
CC(=O)CCn1cc[n+](C)c1,O=C(O[B-](F)(F)OC(=O)C(F)(F)F)C(F)(F)F
CC(=O)CCn1cc[n+](C)c1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)CCn1cc[n+](C)c1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)CCn1cc[n+](C)c1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)CCn1cc[n+](C)c1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)F
CC(=O)CCn1cc[n+](C)c1,O=C([O-])C(F)(F)F
CC(=O)CCn1cc[n+](C)c1,O=C([O-])C1CCCN1
CC(=O)CCn1cc[n+](C)c1,O=C([O-])C=CC(=O)O
CC(=O)CCn1cc[n+](C)c1,O=C([O-])CNCC(=O)O
CC(=O)CCn1cc[n+](C)c1,O=C([O-])CO
CC(=O)CCn1cc[n+](C)c1,O=C([O-])O
CC(=O)CCn1cc[n+](C)c1,O=C([O-])c1cccc(S(=O)(=O)O)c1
CC(=O)CCn1cc[n+](C)c1,O=C([O-])c1ccccc1
CC(=O)CCn1cc[n+](C)c1,O=C([O-])c1ccccc1O
CC(=O)CCn1cc[n+](C)c1,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2
CC(=O)CCn1cc[n+](C)c1,O=C1[N-]S(=O)(=O)c2ccccc21
CC(=O)CCn1cc[n+](C)c1,O=C[O-]
CC(=O)CCn1cc[n+](C)c1,O=P([O-])(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
CC(=O)CCn1cc[n+](C)c1,O=P([O-])(O)O
CC(=O)CCn1cc[n+](C)c1,O=S(=O)(F)[N-]S(=O)(=O)F
CC(=O)CCn1cc[n+](C)c1,O=S(=O)(N=S(=O)([O-])C(F)(F)F)C(F)(F)F
CC(=O)CCn1cc[n+](C)c1,O=S(=O)(N[SH](=O)([O-])C(F)(F)F)C(F)(F)F
CC(=O)CCn1cc[n+](C)c1,O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F
CC(=O)CCn1cc[n+](C)c1,O=S(=O)([CH-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC(=O)CCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
CC(=O)CCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC(=O)CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)C(F)C(F)(F)F
CC(=O)CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)C(F)F
CC(=O)CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)C(F)(F)F
CC(=O)CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)F
CC(=O)CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F
CC(=O)CCn1cc[n+](C)c1,O=S(=O)([O-])CC(O)CN1CCOCC1
CC(=O)CCn1cc[n+](C)c1,O=S(=O)([O-])CC(O)CNC(CO)(CO)CO
CC(=O)CCn1cc[n+](C)c1,O=S(=O)([O-])CC(O)CNC1CCCCC1
CC(=O)CCn1cc[n+](C)c1,O=S(=O)([O-])CCN(CCO)CCO
CC(=O)CCn1cc[n+](C)c1,O=S(=O)([O-])O
CC(=O)CCn1cc[n+](C)c1,O=S(=O)([O-])c1ccccc1
CC(=O)CCn1cc[n+](C)c1,O=S1(=O)N=C([O-])c2ccccc21
CC(=O)CCn1cc[n+](C)c1,O=[N+]([O-])[O-]
CC(=O)CCn1cc[n+](C)c1,O=[N+]([O-])c1cn[n-]c1
CC(=O)CCn1cc[n+](C)c1,O=[N+]([O-])c1cnc[n-]1
CC(=O)CCn1cc[n+](C)c1,O=[Re](=O)(=O)[O-]
CC(=O)CCn1cc[n+](C)c1,[Br-]
CC(=O)CCn1cc[n+](C)c1,[Cl-]
CC(=O)CCn1cc[n+](C)c1,[I-]
CC(=O)CCn1cc[n+](C)c1,[N-]=C=C1C=CC=N1
CC(=O)CCn1cc[n+](C)c1,[N-]=[N+]=[N-]
CC(=O)CCn1cc[n+](C)c1,[O-][Cl+3]([O-])([O-])[O-]
CC(=O)CCn1cc[n+](C)c1,[O-]c1ccccc1
CC(=O)CCn1cc[n+](C)c1,[c-]1c[nH]nn1
CC(=O)CCn1cc[n+](C)c1,[c-]1nn[nH]n1
CC(=O)CCn1cc[n+](C)c1,c1c[n-]cn1
CC(=O)CCn1cc[n+](C)c1,c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1
CC(=O)CCn1cc[n+](C)c1,c1nnc[n-]1
CC(=O)OCC[N+]1(C)CCCC1,Brc1ccc2[n-]ncc2c1
CC(=O)OCC[N+]1(C)CCCC1,Brc1ccc2cn[n-]c2c1
CC(=O)OCC[N+]1(C)CCCC1,Brc1cccc2[n-]ncc12
CC(=O)OCC[N+]1(C)CCCC1,Brc1cnc[n-]1
CC(=O)OCC[N+]1(C)CCCC1,C/C=C/C(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CC(=O)CCC(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CC(=O)NC(C(=O)[O-])C(C)C
CC(=O)OCC[N+]1(C)CCCC1,CC(=O)NC(C)C(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CC(=O)NC(CC(C)C)C(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CC(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CC(C)(C)C(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CC(C)C(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CC(C)C(N)C(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CC(C)CC(N)C(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C
CC(=O)OCC[N+]1(C)CCCC1,CC(N)C(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CC(O)C(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CC(O)C(N)C(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CC(Oc1ccc(Cl)cc1Cl)C(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CC1(C(=O)[O-])CCCN1
CC(=O)OCC[N+]1(C)CCCC1,CC1=CC(=O)[N-]S(=O)(=O)O1
CC(=O)OCC[N+]1(C)CCCC1,CCC(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CCC(C)C(NC(C)=O)C(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CCC(CC)C(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CCCC(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CCCCC(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CCCCC(CC)CCC(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CCCCCC(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CCCCCCC(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CCCCCCCC(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CCCCCCCCC=CCCCCCCCC(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CCCCCCCCCC(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CCCCCCCCCCCCOS(=O)(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1
CC(=O)OCC[N+]1(C)CCCC1,CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CCCCCCCCCCOS(=O)(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CCCCCCCCOS(=O)(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CCCCCCOS(=O)(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CCCCOS(=O)(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CCCCP(=O)([O-])O
CC(=O)OCC[N+]1(C)CCCC1,CCOP(=O)([O-])OCC
CC(=O)OCC[N+]1(C)CCCC1,CCOS(=O)(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CCP(=O)([O-])O
CC(=O)OCC[N+]1(C)CCCC1,CCS(=O)(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,COCC(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,COCCOCC(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,COCCOCCOS(=O)(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,COP(=O)([O-])OC
CC(=O)OCC[N+]1(C)CCCC1,COS(=O)(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CO[PH](=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,CP(=O)([O-])O
CC(=O)OCC[N+]1(C)CCCC1,CS(=O)(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,Cc1ccc(S(=O)(=O)[O-])cc1
CC(=O)OCC[N+]1(C)CCCC1,Cc1n[n-]cc1Br
CC(=O)OCC[N+]1(C)CCCC1,Cc1nc([N+](=O)[O-])c[n-]1
CC(=O)OCC[N+]1(C)CCCC1,Cl[Fe-](Cl)(Cl)Br
CC(=O)OCC[N+]1(C)CCCC1,Cl[Fe-](Cl)(Cl)Cl
CC(=O)OCC[N+]1(C)CCCC1,Clc1n[n-]c2ccccc12
CC(=O)OCC[N+]1(C)CCCC1,Clc1nc[n-]c1Cl
CC(=O)OCC[N+]1(C)CCCC1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,FC(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,FC(F)(F)[N-]C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,F[B-](F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,F[B-](F)(F)c1ccccc1
CC(=O)OCC[N+]1(C)CCCC1,F[B-](F)F
CC(=O)OCC[N+]1(C)CCCC1,F[P-](F)(F)(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,Ic1cc[n-]n1
CC(=O)OCC[N+]1(C)CCCC1,N#CC(=C=[N-])C#N
CC(=O)OCC[N+]1(C)CCCC1,N#CN=C=[N-]
CC(=O)OCC[N+]1(C)CCCC1,N#C[Au-]C#N
CC(=O)OCC[N+]1(C)CCCC1,N#C[B-](C#N)(C#N)C#N
CC(=O)OCC[N+]1(C)CCCC1,N#C[C-](C#N)C#N
CC(=O)OCC[N+]1(C)CCCC1,N#C[N-]C#N
CC(=O)OCC[N+]1(C)CCCC1,N#C[S-]
CC(=O)OCC[N+]1(C)CCCC1,N#Cc1ccc2cn[n-]c2c1
CC(=O)OCC[N+]1(C)CCCC1,N#Cc1nc(C(F)(F)F)[n-]c1C#N
CC(=O)OCC[N+]1(C)CCCC1,NC(=O)CC(N)C(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,NC(=O)CCC(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,NC(CCC(=O)O)C(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,NC(CO)C(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,NC(CS)C(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,NC(Cc1ccccc1)C(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,NCC(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,NCCC(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,NCCCCC(N)C(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,NCCS(=O)(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,NS(=O)(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,O=C(CF)OOB([O-])OOC(=O)CF
CC(=O)OCC[N+]1(C)CCCC1,O=C(O)c1ccccc1[O-]
CC(=O)OCC[N+]1(C)CCCC1,O=C(O[B-](F)(F)OC(=O)C(F)(F)F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=C([O-])C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=C([O-])C1CCCN1
CC(=O)OCC[N+]1(C)CCCC1,O=C([O-])C=CC(=O)O
CC(=O)OCC[N+]1(C)CCCC1,O=C([O-])CNCC(=O)O
CC(=O)OCC[N+]1(C)CCCC1,O=C([O-])CO
CC(=O)OCC[N+]1(C)CCCC1,O=C([O-])O
CC(=O)OCC[N+]1(C)CCCC1,O=C([O-])c1cccc(S(=O)(=O)O)c1
CC(=O)OCC[N+]1(C)CCCC1,O=C([O-])c1ccccc1
CC(=O)OCC[N+]1(C)CCCC1,O=C([O-])c1ccccc1O
CC(=O)OCC[N+]1(C)CCCC1,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2
CC(=O)OCC[N+]1(C)CCCC1,O=C1[N-]S(=O)(=O)c2ccccc21
CC(=O)OCC[N+]1(C)CCCC1,O=C[O-]
CC(=O)OCC[N+]1(C)CCCC1,O=P([O-])(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=P([O-])(O)O
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)(F)[N-]S(=O)(=O)F
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)(N=S(=O)([O-])C(F)(F)F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)(N[SH](=O)([O-])C(F)(F)F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)([CH-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)C(F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)C(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)([O-])CC(O)CN1CCOCC1
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)([O-])CC(O)CNC(CO)(CO)CO
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)([O-])CC(O)CNC1CCCCC1
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)([O-])CCN(CCO)CCO
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)([O-])O
CC(=O)OCC[N+]1(C)CCCC1,O=S(=O)([O-])c1ccccc1
CC(=O)OCC[N+]1(C)CCCC1,O=S1(=O)N=C([O-])c2ccccc21
CC(=O)OCC[N+]1(C)CCCC1,O=[N+]([O-])[O-]
CC(=O)OCC[N+]1(C)CCCC1,O=[N+]([O-])c1cn[n-]c1
CC(=O)OCC[N+]1(C)CCCC1,O=[N+]([O-])c1cnc[n-]1
CC(=O)OCC[N+]1(C)CCCC1,O=[Re](=O)(=O)[O-]
CC(=O)OCC[N+]1(C)CCCC1,[Br-]
CC(=O)OCC[N+]1(C)CCCC1,[Cl-]
CC(=O)OCC[N+]1(C)CCCC1,[I-]
CC(=O)OCC[N+]1(C)CCCC1,[N-]=C=C1C=CC=N1
CC(=O)OCC[N+]1(C)CCCC1,[N-]=[N+]=[N-]
CC(=O)OCC[N+]1(C)CCCC1,[O-][Cl+3]([O-])([O-])[O-]
CC(=O)OCC[N+]1(C)CCCC1,[O-]c1ccccc1
CC(=O)OCC[N+]1(C)CCCC1,[c-]1c[nH]nn1
CC(=O)OCC[N+]1(C)CCCC1,[c-]1nn[nH]n1
CC(=O)OCC[N+]1(C)CCCC1,c1c[n-]cn1
CC(=O)OCC[N+]1(C)CCCC1,c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1
CC(=O)OCC[N+]1(C)CCCC1,c1nnc[n-]1
CC(=O)[NH+](C)C,Brc1ccc2[n-]ncc2c1
CC(=O)[NH+](C)C,Brc1ccc2cn[n-]c2c1
CC(=O)[NH+](C)C,Brc1cccc2[n-]ncc12
CC(=O)[NH+](C)C,Brc1cnc[n-]1
CC(=O)[NH+](C)C,C/C=C/C(=O)[O-]
CC(=O)[NH+](C)C,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-]
CC(=O)[NH+](C)C,CC(=O)CCC(=O)[O-]
CC(=O)[NH+](C)C,CC(=O)NC(C(=O)[O-])C(C)C
CC(=O)[NH+](C)C,CC(=O)NC(C)C(=O)[O-]
CC(=O)[NH+](C)C,CC(=O)NC(CC(C)C)C(=O)[O-]
CC(=O)[NH+](C)C,CC(=O)[O-]
CC(=O)[NH+](C)C,CC(C)(C)C(=O)[O-]
CC(=O)[NH+](C)C,CC(C)C(=O)[O-]
CC(=O)[NH+](C)C,CC(C)C(N)C(=O)[O-]
CC(=O)[NH+](C)C,CC(C)CC(N)C(=O)[O-]
CC(=O)[NH+](C)C,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C
CC(=O)[NH+](C)C,CC(N)C(=O)[O-]
CC(=O)[NH+](C)C,CC(O)C(=O)[O-]
CC(=O)[NH+](C)C,CC(O)C(N)C(=O)[O-]
CC(=O)[NH+](C)C,CC(Oc1ccc(Cl)cc1Cl)C(=O)[O-]
CC(=O)[NH+](C)C,CC1(C(=O)[O-])CCCN1
CC(=O)[NH+](C)C,CC1=CC(=O)[N-]S(=O)(=O)O1
CC(=O)[NH+](C)C,CCC(=O)[O-]
CC(=O)[NH+](C)C,CCC(C)C(NC(C)=O)C(=O)[O-]
CC(=O)[NH+](C)C,CCC(CC)C(=O)[O-]
CC(=O)[NH+](C)C,CCCC(=O)[O-]
CC(=O)[NH+](C)C,CCCCC(=O)[O-]
CC(=O)[NH+](C)C,CCCCC(CC)CCC(=O)[O-]
CC(=O)[NH+](C)C,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-]
CC(=O)[NH+](C)C,CCCCCC(=O)[O-]
CC(=O)[NH+](C)C,CCCCCCC(=O)[O-]
CC(=O)[NH+](C)C,CCCCCCCC(=O)[O-]
CC(=O)[NH+](C)C,CCCCCCCCC=CCCCCCCCC(=O)[O-]
CC(=O)[NH+](C)C,CCCCCCCCCC(=O)[O-]
CC(=O)[NH+](C)C,CCCCCCCCCCCCOS(=O)(=O)[O-]
CC(=O)[NH+](C)C,CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1
CC(=O)[NH+](C)C,CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-]
CC(=O)[NH+](C)C,CCCCCCCCCCOS(=O)(=O)[O-]
CC(=O)[NH+](C)C,CCCCCCCCOS(=O)(=O)[O-]
CC(=O)[NH+](C)C,CCCCCCOS(=O)(=O)[O-]
CC(=O)[NH+](C)C,CCCCOS(=O)(=O)[O-]
CC(=O)[NH+](C)C,CCCCP(=O)([O-])O
CC(=O)[NH+](C)C,CCOP(=O)([O-])OCC
CC(=O)[NH+](C)C,CCOS(=O)(=O)[O-]
CC(=O)[NH+](C)C,CCP(=O)([O-])O
CC(=O)[NH+](C)C,CCS(=O)(=O)[O-]
CC(=O)[NH+](C)C,COCC(=O)[O-]
CC(=O)[NH+](C)C,COCCOCC(=O)[O-]
CC(=O)[NH+](C)C,COCCOCCOS(=O)(=O)[O-]
CC(=O)[NH+](C)C,COP(=O)([O-])OC
CC(=O)[NH+](C)C,COS(=O)(=O)[O-]
CC(=O)[NH+](C)C,CO[PH](=O)[O-]
CC(=O)[NH+](C)C,CP(=O)([O-])O
CC(=O)[NH+](C)C,CS(=O)(=O)[O-]
CC(=O)[NH+](C)C,Cc1ccc(S(=O)(=O)[O-])cc1
CC(=O)[NH+](C)C,Cc1n[n-]cc1Br
CC(=O)[NH+](C)C,Cc1nc([N+](=O)[O-])c[n-]1
CC(=O)[NH+](C)C,Cl[Fe-](Cl)(Cl)Br
CC(=O)[NH+](C)C,Cl[Fe-](Cl)(Cl)Cl
CC(=O)[NH+](C)C,Clc1n[n-]c2ccccc12
CC(=O)[NH+](C)C,Clc1nc[n-]c1Cl
CC(=O)[NH+](C)C,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)[NH+](C)C,FC(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)[NH+](C)C,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
CC(=O)[NH+](C)C,FC(F)(F)[N-]C(F)(F)F
CC(=O)[NH+](C)C,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)[NH+](C)C,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)[NH+](C)C,F[B-](F)(F)C(F)(F)C(F)(F)F
CC(=O)[NH+](C)C,F[B-](F)(F)C(F)(F)F
CC(=O)[NH+](C)C,F[B-](F)(F)F
CC(=O)[NH+](C)C,F[B-](F)(F)c1ccccc1
CC(=O)[NH+](C)C,F[B-](F)F
CC(=O)[NH+](C)C,F[P-](F)(F)(F)(F)F
CC(=O)[NH+](C)C,Ic1cc[n-]n1
CC(=O)[NH+](C)C,N#CC(=C=[N-])C#N
CC(=O)[NH+](C)C,N#CN=C=[N-]
CC(=O)[NH+](C)C,N#C[Au-]C#N
CC(=O)[NH+](C)C,N#C[B-](C#N)(C#N)C#N
CC(=O)[NH+](C)C,N#C[C-](C#N)C#N
CC(=O)[NH+](C)C,N#C[N-]C#N
CC(=O)[NH+](C)C,N#C[S-]
CC(=O)[NH+](C)C,N#Cc1ccc2cn[n-]c2c1
CC(=O)[NH+](C)C,N#Cc1nc(C(F)(F)F)[n-]c1C#N
CC(=O)[NH+](C)C,NC(=O)CC(N)C(=O)[O-]
CC(=O)[NH+](C)C,NC(=O)CCC(=O)[O-]
CC(=O)[NH+](C)C,NC(CCC(=O)O)C(=O)[O-]
CC(=O)[NH+](C)C,NC(CO)C(=O)[O-]
CC(=O)[NH+](C)C,NC(CS)C(=O)[O-]
CC(=O)[NH+](C)C,NC(Cc1ccccc1)C(=O)[O-]
CC(=O)[NH+](C)C,NCC(=O)[O-]
CC(=O)[NH+](C)C,NCCC(=O)[O-]
CC(=O)[NH+](C)C,NCCCCC(N)C(=O)[O-]
CC(=O)[NH+](C)C,NCCS(=O)(=O)[O-]
CC(=O)[NH+](C)C,NS(=O)(=O)[O-]
CC(=O)[NH+](C)C,O=C(CF)OOB([O-])OOC(=O)CF
CC(=O)[NH+](C)C,O=C(O)c1ccccc1[O-]
CC(=O)[NH+](C)C,O=C(O[B-](F)(F)OC(=O)C(F)(F)F)C(F)(F)F
