cation,anion
CCOC[n+]1ccccc1,FC(F)(F)[N-]C(F)(F)F
CCOC[n+]1ccccc1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccccc1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccccc1,F[B-](F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccccc1,F[B-](F)(F)C(F)(F)F
CCOC[n+]1ccccc1,F[B-](F)(F)F
CCOC[n+]1ccccc1,F[B-](F)(F)c1ccccc1
CCOC[n+]1ccccc1,F[B-](F)F
CCOC[n+]1ccccc1,F[P-](F)(F)(F)(F)F
CCOC[n+]1ccccc1,Ic1cc[n-]n1
CCOC[n+]1ccccc1,N#CC(=C=[N-])C#N
CCOC[n+]1ccccc1,N#CN=C=[N-]
CCOC[n+]1ccccc1,N#C[Au-]C#N
CCOC[n+]1ccccc1,N#C[B-](C#N)(C#N)C#N
CCOC[n+]1ccccc1,N#C[C-](C#N)C#N
CCOC[n+]1ccccc1,N#C[N-]C#N
CCOC[n+]1ccccc1,N#C[S-]
CCOC[n+]1ccccc1,N#Cc1ccc2cn[n-]c2c1
CCOC[n+]1ccccc1,N#Cc1nc(C(F)(F)F)[n-]c1C#N
CCOC[n+]1ccccc1,NC(=O)CC(N)C(=O)[O-]
CCOC[n+]1ccccc1,NC(=O)CCC(=O)[O-]
CCOC[n+]1ccccc1,NC(CCC(=O)O)C(=O)[O-]
CCOC[n+]1ccccc1,NC(CO)C(=O)[O-]
CCOC[n+]1ccccc1,NC(CS)C(=O)[O-]
CCOC[n+]1ccccc1,NC(Cc1ccccc1)C(=O)[O-]
CCOC[n+]1ccccc1,NCC(=O)[O-]
CCOC[n+]1ccccc1,NCCC(=O)[O-]
CCOC[n+]1ccccc1,NCCCCC(N)C(=O)[O-]
CCOC[n+]1ccccc1,NCCS(=O)(=O)[O-]
CCOC[n+]1ccccc1,NS(=O)(=O)[O-]
CCOC[n+]1ccccc1,O=C(CF)OOB([O-])OOC(=O)CF
CCOC[n+]1ccccc1,O=C(O)c1ccccc1[O-]
CCOC[n+]1ccccc1,O=C(O[B-](F)(F)OC(=O)C(F)(F)F)C(F)(F)F
CCOC[n+]1ccccc1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccccc1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccccc1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccccc1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccccc1,O=C([O-])C(F)(F)F
CCOC[n+]1ccccc1,O=C([O-])C1CCCN1
CCOC[n+]1ccccc1,O=C([O-])C=CC(=O)O
CCOC[n+]1ccccc1,O=C([O-])CNCC(=O)O
CCOC[n+]1ccccc1,O=C([O-])CO
CCOC[n+]1ccccc1,O=C([O-])O
CCOC[n+]1ccccc1,O=C([O-])c1cccc(S(=O)(=O)O)c1
CCOC[n+]1ccccc1,O=C([O-])c1ccccc1
CCOC[n+]1ccccc1,O=C([O-])c1ccccc1O
CCOC[n+]1ccccc1,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2
CCOC[n+]1ccccc1,O=C1[N-]S(=O)(=O)c2ccccc21
CCOC[n+]1ccccc1,O=C[O-]
CCOC[n+]1ccccc1,O=P([O-])(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
CCOC[n+]1ccccc1,O=P([O-])(O)O
CCOC[n+]1ccccc1,O=S(=O)(F)[N-]S(=O)(=O)F
CCOC[n+]1ccccc1,O=S(=O)(N=S(=O)([O-])C(F)(F)F)C(F)(F)F
CCOC[n+]1ccccc1,O=S(=O)(N[SH](=O)([O-])C(F)(F)F)C(F)(F)F
CCOC[n+]1ccccc1,O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F
CCOC[n+]1ccccc1,O=S(=O)([CH-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCOC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
CCOC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCOC[n+]1ccccc1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccccc1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccccc1,O=S(=O)([O-])C(F)(F)C(F)C(F)(F)F
CCOC[n+]1ccccc1,O=S(=O)([O-])C(F)(F)C(F)F
CCOC[n+]1ccccc1,O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)C(F)(F)F
CCOC[n+]1ccccc1,O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)F
CCOC[n+]1ccccc1,O=S(=O)([O-])C(F)(F)F
CCOC[n+]1ccccc1,O=S(=O)([O-])CC(O)CN1CCOCC1
CCOC[n+]1ccccc1,O=S(=O)([O-])CC(O)CNC(CO)(CO)CO
CCOC[n+]1ccccc1,O=S(=O)([O-])CC(O)CNC1CCCCC1
CCOC[n+]1ccccc1,O=S(=O)([O-])CCN(CCO)CCO
CCOC[n+]1ccccc1,O=S(=O)([O-])O
CCOC[n+]1ccccc1,O=S(=O)([O-])c1ccccc1
CCOC[n+]1ccccc1,O=S1(=O)N=C([O-])c2ccccc21
CCOC[n+]1ccccc1,O=[N+]([O-])[O-]
CCOC[n+]1ccccc1,O=[N+]([O-])c1cn[n-]c1
CCOC[n+]1ccccc1,O=[N+]([O-])c1cnc[n-]1
CCOC[n+]1ccccc1,O=[Re](=O)(=O)[O-]
CCOC[n+]1ccccc1,[Br-]
CCOC[n+]1ccccc1,[Cl-]
CCOC[n+]1ccccc1,[I-]
CCOC[n+]1ccccc1,[N-]=C=C1C=CC=N1
CCOC[n+]1ccccc1,[N-]=[N+]=[N-]
CCOC[n+]1ccccc1,[O-][Cl+3]([O-])([O-])[O-]
CCOC[n+]1ccccc1,[O-]c1ccccc1
CCOC[n+]1ccccc1,[c-]1c[nH]nn1
CCOC[n+]1ccccc1,[c-]1nn[nH]n1
CCOC[n+]1ccccc1,c1c[n-]cn1
CCOC[n+]1ccccc1,c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1
CCOC[n+]1ccccc1,c1nnc[n-]1
CCOC[n+]1ccn(C)c1,Brc1ccc2[n-]ncc2c1
CCOC[n+]1ccn(C)c1,Brc1ccc2cn[n-]c2c1
CCOC[n+]1ccn(C)c1,Brc1cccc2[n-]ncc12
CCOC[n+]1ccn(C)c1,Brc1cnc[n-]1
CCOC[n+]1ccn(C)c1,C/C=C/C(=O)[O-]
CCOC[n+]1ccn(C)c1,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-]
CCOC[n+]1ccn(C)c1,CC(=O)CCC(=O)[O-]
CCOC[n+]1ccn(C)c1,CC(=O)NC(C(=O)[O-])C(C)C
CCOC[n+]1ccn(C)c1,CC(=O)NC(C)C(=O)[O-]
CCOC[n+]1ccn(C)c1,CC(=O)NC(CC(C)C)C(=O)[O-]
CCOC[n+]1ccn(C)c1,CC(=O)[O-]
CCOC[n+]1ccn(C)c1,CC(C)(C)C(=O)[O-]
CCOC[n+]1ccn(C)c1,CC(C)C(=O)[O-]
CCOC[n+]1ccn(C)c1,CC(C)C(N)C(=O)[O-]
CCOC[n+]1ccn(C)c1,CC(C)CC(N)C(=O)[O-]
CCOC[n+]1ccn(C)c1,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C
CCOC[n+]1ccn(C)c1,CC(N)C(=O)[O-]
CCOC[n+]1ccn(C)c1,CC(O)C(=O)[O-]
CCOC[n+]1ccn(C)c1,CC(O)C(N)C(=O)[O-]
CCOC[n+]1ccn(C)c1,CC(Oc1ccc(Cl)cc1Cl)C(=O)[O-]
CCOC[n+]1ccn(C)c1,CC1(C(=O)[O-])CCCN1
CCOC[n+]1ccn(C)c1,CC1=CC(=O)[N-]S(=O)(=O)O1
CCOC[n+]1ccn(C)c1,CCC(=O)[O-]
CCOC[n+]1ccn(C)c1,CCC(C)C(NC(C)=O)C(=O)[O-]
CCOC[n+]1ccn(C)c1,CCC(CC)C(=O)[O-]
CCOC[n+]1ccn(C)c1,CCCC(=O)[O-]
CCOC[n+]1ccn(C)c1,CCCCC(=O)[O-]
CCOC[n+]1ccn(C)c1,CCCCC(CC)CCC(=O)[O-]
CCOC[n+]1ccn(C)c1,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-]
CCOC[n+]1ccn(C)c1,CCCCCC(=O)[O-]
CCOC[n+]1ccn(C)c1,CCCCCCC(=O)[O-]
CCOC[n+]1ccn(C)c1,CCCCCCCC(=O)[O-]
CCOC[n+]1ccn(C)c1,CCCCCCCCC=CCCCCCCCC(=O)[O-]
CCOC[n+]1ccn(C)c1,CCCCCCCCCC(=O)[O-]
CCOC[n+]1ccn(C)c1,CCCCCCCCCCCCOS(=O)(=O)[O-]
CCOC[n+]1ccn(C)c1,CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1
CCOC[n+]1ccn(C)c1,CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-]
CCOC[n+]1ccn(C)c1,CCCCCCCCCCOS(=O)(=O)[O-]
CCOC[n+]1ccn(C)c1,CCCCCCCCOS(=O)(=O)[O-]
CCOC[n+]1ccn(C)c1,CCCCCCOS(=O)(=O)[O-]
CCOC[n+]1ccn(C)c1,CCCCOS(=O)(=O)[O-]
CCOC[n+]1ccn(C)c1,CCCCP(=O)([O-])O
CCOC[n+]1ccn(C)c1,CCOP(=O)([O-])OCC
CCOC[n+]1ccn(C)c1,CCOS(=O)(=O)[O-]
CCOC[n+]1ccn(C)c1,CCP(=O)([O-])O
CCOC[n+]1ccn(C)c1,CCS(=O)(=O)[O-]
CCOC[n+]1ccn(C)c1,COCC(=O)[O-]
CCOC[n+]1ccn(C)c1,COCCOCC(=O)[O-]
CCOC[n+]1ccn(C)c1,COCCOCCOS(=O)(=O)[O-]
CCOC[n+]1ccn(C)c1,COP(=O)([O-])OC
CCOC[n+]1ccn(C)c1,COS(=O)(=O)[O-]
CCOC[n+]1ccn(C)c1,CO[PH](=O)[O-]
CCOC[n+]1ccn(C)c1,CP(=O)([O-])O
CCOC[n+]1ccn(C)c1,CS(=O)(=O)[O-]
CCOC[n+]1ccn(C)c1,Cc1ccc(S(=O)(=O)[O-])cc1
CCOC[n+]1ccn(C)c1,Cc1n[n-]cc1Br
CCOC[n+]1ccn(C)c1,Cc1nc([N+](=O)[O-])c[n-]1
CCOC[n+]1ccn(C)c1,Cl[Fe-](Cl)(Cl)Br
CCOC[n+]1ccn(C)c1,Cl[Fe-](Cl)(Cl)Cl
CCOC[n+]1ccn(C)c1,Clc1n[n-]c2ccccc12
CCOC[n+]1ccn(C)c1,Clc1nc[n-]c1Cl
CCOC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
CCOC[n+]1ccn(C)c1,FC(F)(F)[N-]C(F)(F)F
CCOC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)F
CCOC[n+]1ccn(C)c1,F[B-](F)(F)F
CCOC[n+]1ccn(C)c1,F[B-](F)(F)c1ccccc1
CCOC[n+]1ccn(C)c1,F[B-](F)F
CCOC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
CCOC[n+]1ccn(C)c1,Ic1cc[n-]n1
CCOC[n+]1ccn(C)c1,N#CC(=C=[N-])C#N
CCOC[n+]1ccn(C)c1,N#CN=C=[N-]
CCOC[n+]1ccn(C)c1,N#C[Au-]C#N
CCOC[n+]1ccn(C)c1,N#C[B-](C#N)(C#N)C#N
CCOC[n+]1ccn(C)c1,N#C[C-](C#N)C#N
CCOC[n+]1ccn(C)c1,N#C[N-]C#N
CCOC[n+]1ccn(C)c1,N#C[S-]
CCOC[n+]1ccn(C)c1,N#Cc1ccc2cn[n-]c2c1
CCOC[n+]1ccn(C)c1,N#Cc1nc(C(F)(F)F)[n-]c1C#N
CCOC[n+]1ccn(C)c1,NC(=O)CC(N)C(=O)[O-]
CCOC[n+]1ccn(C)c1,NC(=O)CCC(=O)[O-]
CCOC[n+]1ccn(C)c1,NC(CCC(=O)O)C(=O)[O-]
CCOC[n+]1ccn(C)c1,NC(CO)C(=O)[O-]
CCOC[n+]1ccn(C)c1,NC(CS)C(=O)[O-]
CCOC[n+]1ccn(C)c1,NC(Cc1ccccc1)C(=O)[O-]
CCOC[n+]1ccn(C)c1,NCC(=O)[O-]
CCOC[n+]1ccn(C)c1,NCCC(=O)[O-]
CCOC[n+]1ccn(C)c1,NCCCCC(N)C(=O)[O-]
CCOC[n+]1ccn(C)c1,NCCS(=O)(=O)[O-]
CCOC[n+]1ccn(C)c1,NS(=O)(=O)[O-]
CCOC[n+]1ccn(C)c1,O=C(CF)OOB([O-])OOC(=O)CF
CCOC[n+]1ccn(C)c1,O=C(O)c1ccccc1[O-]
CCOC[n+]1ccn(C)c1,O=C(O[B-](F)(F)OC(=O)C(F)(F)F)C(F)(F)F
CCOC[n+]1ccn(C)c1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccn(C)c1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccn(C)c1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccn(C)c1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccn(C)c1,O=C([O-])C(F)(F)F
CCOC[n+]1ccn(C)c1,O=C([O-])C1CCCN1
CCOC[n+]1ccn(C)c1,O=C([O-])C=CC(=O)O
CCOC[n+]1ccn(C)c1,O=C([O-])CNCC(=O)O
CCOC[n+]1ccn(C)c1,O=C([O-])CO
CCOC[n+]1ccn(C)c1,O=C([O-])O
CCOC[n+]1ccn(C)c1,O=C([O-])c1cccc(S(=O)(=O)O)c1
CCOC[n+]1ccn(C)c1,O=C([O-])c1ccccc1
CCOC[n+]1ccn(C)c1,O=C([O-])c1ccccc1O
CCOC[n+]1ccn(C)c1,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2
CCOC[n+]1ccn(C)c1,O=C1[N-]S(=O)(=O)c2ccccc21
CCOC[n+]1ccn(C)c1,O=C[O-]
CCOC[n+]1ccn(C)c1,O=P([O-])(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
CCOC[n+]1ccn(C)c1,O=P([O-])(O)O
CCOC[n+]1ccn(C)c1,O=S(=O)(F)[N-]S(=O)(=O)F
CCOC[n+]1ccn(C)c1,O=S(=O)(N=S(=O)([O-])C(F)(F)F)C(F)(F)F
CCOC[n+]1ccn(C)c1,O=S(=O)(N[SH](=O)([O-])C(F)(F)F)C(F)(F)F
CCOC[n+]1ccn(C)c1,O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F
CCOC[n+]1ccn(C)c1,O=S(=O)([CH-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCOC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
CCOC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCOC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)C(F)(F)F
CCOC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)F
CCOC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)C(F)(F)F
CCOC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)F
CCOC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F
CCOC[n+]1ccn(C)c1,O=S(=O)([O-])CC(O)CN1CCOCC1
CCOC[n+]1ccn(C)c1,O=S(=O)([O-])CC(O)CNC(CO)(CO)CO
CCOC[n+]1ccn(C)c1,O=S(=O)([O-])CC(O)CNC1CCCCC1
CCOC[n+]1ccn(C)c1,O=S(=O)([O-])CCN(CCO)CCO
CCOC[n+]1ccn(C)c1,O=S(=O)([O-])O
CCOC[n+]1ccn(C)c1,O=S(=O)([O-])c1ccccc1
CCOC[n+]1ccn(C)c1,O=S1(=O)N=C([O-])c2ccccc21
CCOC[n+]1ccn(C)c1,O=[N+]([O-])[O-]
CCOC[n+]1ccn(C)c1,O=[N+]([O-])c1cn[n-]c1
CCOC[n+]1ccn(C)c1,O=[N+]([O-])c1cnc[n-]1
CCOC[n+]1ccn(C)c1,O=[Re](=O)(=O)[O-]
CCOC[n+]1ccn(C)c1,[Br-]
CCOC[n+]1ccn(C)c1,[Cl-]
CCOC[n+]1ccn(C)c1,[I-]
CCOC[n+]1ccn(C)c1,[N-]=C=C1C=CC=N1
CCOC[n+]1ccn(C)c1,[N-]=[N+]=[N-]
CCOC[n+]1ccn(C)c1,[O-][Cl+3]([O-])([O-])[O-]
CCOC[n+]1ccn(C)c1,[O-]c1ccccc1
CCOC[n+]1ccn(C)c1,[c-]1c[nH]nn1
CCOC[n+]1ccn(C)c1,[c-]1nn[nH]n1
CCOC[n+]1ccn(C)c1,c1c[n-]cn1
CCOC[n+]1ccn(C)c1,c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1
CCOC[n+]1ccn(C)c1,c1nnc[n-]1
CCOCn1cc[n+](C)c1,Brc1ccc2[n-]ncc2c1
CCOCn1cc[n+](C)c1,Brc1ccc2cn[n-]c2c1
CCOCn1cc[n+](C)c1,Brc1cccc2[n-]ncc12
CCOCn1cc[n+](C)c1,Brc1cnc[n-]1
CCOCn1cc[n+](C)c1,C/C=C/C(=O)[O-]
CCOCn1cc[n+](C)c1,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-]
CCOCn1cc[n+](C)c1,CC(=O)CCC(=O)[O-]
CCOCn1cc[n+](C)c1,CC(=O)NC(C(=O)[O-])C(C)C
CCOCn1cc[n+](C)c1,CC(=O)NC(C)C(=O)[O-]
CCOCn1cc[n+](C)c1,CC(=O)NC(CC(C)C)C(=O)[O-]
CCOCn1cc[n+](C)c1,CC(=O)[O-]
CCOCn1cc[n+](C)c1,CC(C)(C)C(=O)[O-]
CCOCn1cc[n+](C)c1,CC(C)C(=O)[O-]
CCOCn1cc[n+](C)c1,CC(C)C(N)C(=O)[O-]
CCOCn1cc[n+](C)c1,CC(C)CC(N)C(=O)[O-]
CCOCn1cc[n+](C)c1,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C
CCOCn1cc[n+](C)c1,CC(N)C(=O)[O-]
CCOCn1cc[n+](C)c1,CC(O)C(=O)[O-]
CCOCn1cc[n+](C)c1,CC(O)C(N)C(=O)[O-]
CCOCn1cc[n+](C)c1,CC(Oc1ccc(Cl)cc1Cl)C(=O)[O-]
CCOCn1cc[n+](C)c1,CC1(C(=O)[O-])CCCN1
CCOCn1cc[n+](C)c1,CC1=CC(=O)[N-]S(=O)(=O)O1
CCOCn1cc[n+](C)c1,CCC(=O)[O-]
CCOCn1cc[n+](C)c1,CCC(C)C(NC(C)=O)C(=O)[O-]
CCOCn1cc[n+](C)c1,CCC(CC)C(=O)[O-]
CCOCn1cc[n+](C)c1,CCCC(=O)[O-]
CCOCn1cc[n+](C)c1,CCCCC(=O)[O-]
CCOCn1cc[n+](C)c1,CCCCC(CC)CCC(=O)[O-]
CCOCn1cc[n+](C)c1,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-]
CCOCn1cc[n+](C)c1,CCCCCC(=O)[O-]
CCOCn1cc[n+](C)c1,CCCCCCC(=O)[O-]
CCOCn1cc[n+](C)c1,CCCCCCCC(=O)[O-]
CCOCn1cc[n+](C)c1,CCCCCCCCC=CCCCCCCCC(=O)[O-]
CCOCn1cc[n+](C)c1,CCCCCCCCCC(=O)[O-]
CCOCn1cc[n+](C)c1,CCCCCCCCCCCCOS(=O)(=O)[O-]
CCOCn1cc[n+](C)c1,CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1
CCOCn1cc[n+](C)c1,CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-]
CCOCn1cc[n+](C)c1,CCCCCCCCCCOS(=O)(=O)[O-]
CCOCn1cc[n+](C)c1,CCCCCCCCOS(=O)(=O)[O-]
CCOCn1cc[n+](C)c1,CCCCCCOS(=O)(=O)[O-]
CCOCn1cc[n+](C)c1,CCCCOS(=O)(=O)[O-]
CCOCn1cc[n+](C)c1,CCCCP(=O)([O-])O
CCOCn1cc[n+](C)c1,CCOP(=O)([O-])OCC
CCOCn1cc[n+](C)c1,CCOS(=O)(=O)[O-]
CCOCn1cc[n+](C)c1,CCP(=O)([O-])O
CCOCn1cc[n+](C)c1,CCS(=O)(=O)[O-]
CCOCn1cc[n+](C)c1,COCC(=O)[O-]
CCOCn1cc[n+](C)c1,COCCOCC(=O)[O-]
CCOCn1cc[n+](C)c1,COCCOCCOS(=O)(=O)[O-]
CCOCn1cc[n+](C)c1,COP(=O)([O-])OC
CCOCn1cc[n+](C)c1,COS(=O)(=O)[O-]
CCOCn1cc[n+](C)c1,CO[PH](=O)[O-]
CCOCn1cc[n+](C)c1,CP(=O)([O-])O
CCOCn1cc[n+](C)c1,CS(=O)(=O)[O-]
CCOCn1cc[n+](C)c1,Cc1ccc(S(=O)(=O)[O-])cc1
CCOCn1cc[n+](C)c1,Cc1n[n-]cc1Br
CCOCn1cc[n+](C)c1,Cc1nc([N+](=O)[O-])c[n-]1
CCOCn1cc[n+](C)c1,Cl[Fe-](Cl)(Cl)Br
CCOCn1cc[n+](C)c1,Cl[Fe-](Cl)(Cl)Cl
CCOCn1cc[n+](C)c1,Clc1n[n-]c2ccccc12
CCOCn1cc[n+](C)c1,Clc1nc[n-]c1Cl
CCOCn1cc[n+](C)c1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOCn1cc[n+](C)c1,FC(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
CCOCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
CCOCn1cc[n+](C)c1,FC(F)(F)[N-]C(F)(F)F
CCOCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F
CCOCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)F
CCOCn1cc[n+](C)c1,F[B-](F)(F)F
CCOCn1cc[n+](C)c1,F[B-](F)(F)c1ccccc1
CCOCn1cc[n+](C)c1,F[B-](F)F
CCOCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
CCOCn1cc[n+](C)c1,Ic1cc[n-]n1
CCOCn1cc[n+](C)c1,N#CC(=C=[N-])C#N
CCOCn1cc[n+](C)c1,N#CN=C=[N-]
CCOCn1cc[n+](C)c1,N#C[Au-]C#N
CCOCn1cc[n+](C)c1,N#C[B-](C#N)(C#N)C#N
CCOCn1cc[n+](C)c1,N#C[C-](C#N)C#N
CCOCn1cc[n+](C)c1,N#C[N-]C#N
CCOCn1cc[n+](C)c1,N#C[S-]
CCOCn1cc[n+](C)c1,N#Cc1ccc2cn[n-]c2c1
CCOCn1cc[n+](C)c1,N#Cc1nc(C(F)(F)F)[n-]c1C#N
CCOCn1cc[n+](C)c1,NC(=O)CC(N)C(=O)[O-]
CCOCn1cc[n+](C)c1,NC(=O)CCC(=O)[O-]
CCOCn1cc[n+](C)c1,NC(CCC(=O)O)C(=O)[O-]
CCOCn1cc[n+](C)c1,NC(CO)C(=O)[O-]
CCOCn1cc[n+](C)c1,NC(CS)C(=O)[O-]
CCOCn1cc[n+](C)c1,NC(Cc1ccccc1)C(=O)[O-]
CCOCn1cc[n+](C)c1,NCC(=O)[O-]
CCOCn1cc[n+](C)c1,NCCC(=O)[O-]
CCOCn1cc[n+](C)c1,NCCCCC(N)C(=O)[O-]
CCOCn1cc[n+](C)c1,NCCS(=O)(=O)[O-]
CCOCn1cc[n+](C)c1,NS(=O)(=O)[O-]
CCOCn1cc[n+](C)c1,O=C(CF)OOB([O-])OOC(=O)CF
CCOCn1cc[n+](C)c1,O=C(O)c1ccccc1[O-]
CCOCn1cc[n+](C)c1,O=C(O[B-](F)(F)OC(=O)C(F)(F)F)C(F)(F)F
CCOCn1cc[n+](C)c1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOCn1cc[n+](C)c1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOCn1cc[n+](C)c1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOCn1cc[n+](C)c1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)F
CCOCn1cc[n+](C)c1,O=C([O-])C(F)(F)F
CCOCn1cc[n+](C)c1,O=C([O-])C1CCCN1
CCOCn1cc[n+](C)c1,O=C([O-])C=CC(=O)O
CCOCn1cc[n+](C)c1,O=C([O-])CNCC(=O)O
CCOCn1cc[n+](C)c1,O=C([O-])CO
CCOCn1cc[n+](C)c1,O=C([O-])O
CCOCn1cc[n+](C)c1,O=C([O-])c1cccc(S(=O)(=O)O)c1
CCOCn1cc[n+](C)c1,O=C([O-])c1ccccc1
CCOCn1cc[n+](C)c1,O=C([O-])c1ccccc1O
CCOCn1cc[n+](C)c1,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2
CCOCn1cc[n+](C)c1,O=C1[N-]S(=O)(=O)c2ccccc21
CCOCn1cc[n+](C)c1,O=C[O-]
