setting,rank,candidate_index,score,is_pareto_within_top50,cation,anion,co2_pred,vis_pred,tox_pred
three_objective,18,38172,0.40261237306144093,False,CCC[S+]1CCCC1,CC1(C(=O)[O-])CCCN1,0.44581535074693496,-2.3428640365600586,3.789191961288452
three_objective,19,62865,0.37929050212888743,False,Cc1cccc[nH+]1,NCC(=O)[O-],0.40509170710907944,-3.5964879989624023,3.6436078548431396
three_objective,20,62878,0.3222554866551873,False,Cc1cccc[nH+]1,O=C([O-])C1CCCN1,0.4557629550889216,-2.3113927841186523,3.7715203762054443
three_objective,21,67204,0.3179251851147837,False,[NH3+]CNCCO,CC1(C(=O)[O-])CCCN1,0.4242050010366903,-2.581721305847168,3.84629225730896
three_objective,22,50870,0.3135036235392402,False,CN1CCC[NH+]2CCCN=C12,O=C([O-])C1CCCN1,0.4339340103272464,-2.3006811141967773,3.644437551498413
three_objective,23,38254,0.3112913460164891,True,CCC[S+]1CCCC1,O=C([O-])C1CCCN1,0.461624446705265,-2.033095359802246,3.7842061519622803
three_objective,24,47292,0.2921620745376326,False,CC[n+]1cc(C)n(C)c1,CC1(C(=O)[O-])CCCN1,0.34672564799384714,-2.8122167587280273,3.5787618160247803
three_objective,25,19476,0.28035467369378025,False,CCCCCC[NH+](CCCCCC)CCCCCC,CC1(C(=O)[O-])CCCN1,0.4290601023243403,-3.1520605087280273,1.8608930110931396
three_objective,26,49945,0.2553336309289482,False,CCn1ccc[n+]1C,NCC(=O)[O-],0.4180921646918067,-2.864089012145996,3.7052457332611084
three_objective,27,46684,0.25138427023691484,False,CC[P+](CC)(CC)CSC,CC1(C(=O)[O-])CCCN1,0.4525345426272384,-2.1299657821655273,3.4432332515716553
three_objective,28,47209,0.22717838934052811,False,CC[S+]1CCCC1,NCC(=O)[O-],0.421210681298037,-2.64023494720459,3.7277677059173584
three_objective,29,59078,0.1963622935065719,True,C[NH3+],O=C([O-])C1CCCN1,0.45227654690678504,-1.8943395614624023,3.930793523788452
three_objective,30,47374,0.19394812092689398,False,CC[n+]1cc(C)n(C)c1,O=C([O-])C1CCCN1,0.3573209291347908,-2.33347225189209,3.573364019393921
three_objective,31,66444,0.19189243854121407,False,OCC[NH2+]c1ccccc1,CC1(C(=O)[O-])CCCN1,0.38010465569340307,-2.7130651473999023,3.704101324081421
three_objective,32,49033,0.1843579039710038,False,CCn1cc(C)[n+](CC)c1,NCC(=O)[O-],0.4028716161832664,-2.7354040145874023,3.597217321395874
three_objective,33,49806,0.18290224449589929,True,CCn1cc[nH+]c1,O=C([O-])C1CCCN1,0.45810427789686,-2.0687475204467773,3.902486562728882
three_objective,34,57945,0.17771745084125745,False,C[NH+](C)C,CCCCCCCCCC(=O)[O-],0.2121354809889508,-4.848654747009277,3.3427789211273193
three_objective,35,41212,0.17344811804258511,True,CCOCC[NH+](C)C,CC1(C(=O)[O-])CCCN1,0.423955973658538,-2.2030248641967773,4.026969909667969
three_objective,36,58705,0.16489500097109294,True,C[NH+]1CCCC1=O,CCCCCCCCCC(=O)[O-],0.20516875618203162,-5.142142295837402,3.3119523525238037
three_objective,37,58774,0.16292144085998148,False,C[NH+]1CCCC1=O,O=C([O-])C1CCCN1,0.4447272685879749,-2.3492040634155273,3.740037679672241
three_objective,38,57918,0.15821133635836318,True,C[NH+](C)C,CC(=O)CCC(=O)[O-],0.23580017120517952,-5.046103477478027,3.6440083980560303
three_objective,39,476,0.15671134570454778,False,C=CC[NH+](C)C,CC1(C(=O)[O-])CCCN1,0.3796261154122761,-2.318121910095215,3.7303483486175537
three_objective,40,37564,0.15660660019230357,False,CCC[NH+](C)C,CC1(C(=O)[O-])CCCN1,0.4333277462528391,-2.1936254501342773,3.6282918453216553
three_objective,41,59065,0.1499488145089174,False,C[NH3+],NCC(=O)[O-],0.39408838327761125,-2.7547826766967773,3.7652642726898193
three_objective,42,58622,0.147237728839684,False,C[NH+]1C=CN=C1,O=C([O-])C1CCCN1,0.36029711706519674,-2.30222225189209,3.676044225692749
three_objective,43,38241,0.1462196802411387,False,CCC[S+]1CCCC1,NCC(=O)[O-],0.42242184709068015,-2.281317710876465,3.6493661403656006
three_objective,44,45316,0.14296994642899846,False,CC[NH+](C)CC,CC1(C(=O)[O-])CCCN1,0.4358210245875807,-2.0793066024780273,3.743119955062866
three_objective,45,3972,0.1393661748383609,False,CC(C)[n+]1ccn(C)c1,CC1(C(=O)[O-])CCCN1,0.43871783118079405,-1.9471197128295898,3.483537435531616
