threshold_percentile,pareto_count_top50,hypervolume_top50,mean_fw_aei_top50,mean_sigma_top50
50,14,27.82405456413927,3.7399419784193255,1.3196641716947406
60,17,27.443849037194056,2.0520841284384823,1.3319246238669655
70,16,27.303544158638733,0.7979794170532439,1.3357756224663995
75,16,27.303544158638733,0.4425219919552821,1.330632891061765
80,19,27.584517503639958,0.19672851163627844,1.3227338790733252
90,19,27.51602107761984,0.01911149468544676,1.325188581451494
