smiles,type,family,tsne_1,tsne_2
CCSCC[P+](CC)(CC)CC,cation,phosphonium,4.1832966804504395,-18.77321434020996
CC[N+](C)(C)CC#N,cation,ammonium,-5.61251974105835,-14.039852142333984
CC[N+](C)(C)CCCO,cation,ammonium,-4.035060882568359,-13.270918846130371
CC[N+](C)(C)CCCOC,cation,ammonium,-2.66076922416687,-11.999337196350098
CC[N+](C)(C)CCO,cation,ammonium,-4.568393230438232,-13.362208366394043
CC[N+](C)(C)CCOC,cation,ammonium,-3.253931999206543,-11.981017112731934
CC[N+](C)(CC)CCOC,cation,ammonium,-1.2137459516525269,-14.106169700622559
CC[N+](CC)(CC)CC,cation,ammonium,0.8735753297805786,-15.728815078735352
CC[N+](CC)(CC)CCOC,cation,ammonium,0.5554806590080261,-15.557121276855469
CC[N+](CC)=C(N(C)C)N(C)C,cation,ammonium,-15.229196548461914,-10.665246963500977
CC[N+]1(C)CCCC1,cation,pyrrolidinium,-25.658233642578125,-25.285463333129883
CC[N+]1(C)CCCCC1,cation,piperidinium,-25.10236167907715,-25.306730270385742
CC[N+]1(C)CCOCC1,cation,morpholinium,-17.907974243164062,-23.95266342163086
CC[NH+](C)CC,cation,ammonium,-7.774728298187256,-8.633204460144043
CC[NH+](CC)CC,cation,ammonium,-6.168645858764648,-9.060566902160645
CC[NH+]1C=CN(C)C1,cation,other N-heterocycle,-11.0917329788208,0.6890801787376404
CC[NH+]1C=CN=C1,cation,other N-heterocycle,-11.616024017333984,4.67423152923584
CC[NH2+]CC,cation,ammonium,-8.248092651367188,-7.185563564300537
CC[NH3+],cation,ammonium,-10.158440589904785,-6.197201728820801
CC[P+](CC)(CC)CCOC,cation,phosphonium,4.2714762687683105,-19.57647705078125
CC[P+](CC)(CC)CCSC,cation,phosphonium,3.715482711791992,-18.789173126220703
CC[P+](CC)(CC)COCCOC,cation,phosphonium,4.536523818969727,-20.010807037353516
CC[P+](CC)(CC)CSC,cation,phosphonium,3.287152051925659,-19.004484176635742
CC[S+](C)CC,cation,sulfonium,-7.848303318023682,-7.769652366638184
CC[S+](CC)CC,cation,sulfonium,-7.19005012512207,-8.167999267578125
CC[S+]1CCCC1,cation,sulfonium,-23.891313552856445,-19.00312614440918
CC[n+]1cc(C)n(C)c1,cation,imidazolium,-6.3163042068481445,5.116016864776611
CC[n+]1ccc(C)cc1,cation,pyridinium,2.4240925312042236,17.37685775756836
CC[n+]1ccc(N(C)C)cc1,cation,pyridinium,0.8694114089012146,17.181480407714844
CC[n+]1cccc(C)c1,cation,pyridinium,4.357425212860107,17.8884334564209
CC[n+]1ccccc1,cation,pyridinium,16.781940460205078,21.9741153717041
CC[n+]1ccccc1C,cation,pyridinium,7.067883491516113,18.211641311645508
CC[n+]1ccn(C)c1,cation,imidazolium,-4.699228763580322,8.298164367675781
CC[n+]1ccn(CCOC)c1,cation,imidazolium,-1.767522931098938,11.808920860290527
CC[n+]1ccn(Cc2ccc(C)cc2)c1,cation,imidazolium,0.9183759689331055,22.239818572998047
CCc1cccc[n+]1CC,cation,pyridinium,7.704145908355713,17.45149040222168
CCn1cc(C)[n+](C)c1,cation,imidazolium,-6.818575382232666,4.705151557922363
CCn1cc(C)[n+](CC)c1,cation,imidazolium,-6.7329936027526855,4.41144323348999
CCn1cc[n+](C)c1,cation,imidazolium,-8.052035331726074,10.74491024017334
CCn1cc[n+](C)c1C,cation,imidazolium,-5.353779315948486,3.4228897094726562
CCn1cc[n+](CC)c1,cation,imidazolium,-0.9986787438392639,10.872429847717285
CCn1cc[n+](CCOC)c1,cation,imidazolium,-2.411578416824341,11.453450202941895
CCn1cc[nH+]c1,cation,imidazolium,-8.975603103637695,5.703917026519775
CCn1ccc[n+]1C,cation,pyrazolium,-7.582418441772461,6.6613264083862305
CN(C)C(=N)[NH+](C)C,cation,ammonium,-14.857743263244629,-8.755878448486328
CN(C)C(N)=[N+](C)C,cation,ammonium,-15.347894668579102,-8.825535774230957
CN(C)c1cc[n+](C)cc1,cation,pyridinium,0.5828953981399536,17.374820709228516
CN1C=C[NH+](C)C1,cation,other N-heterocycle,-10.718771934509277,1.077461838722229
CN1C=C[NH+](CCO)C1,cation,other N-heterocycle,-11.61951732635498,0.24700596928596497
CN1CCC[NH+]2CCCN=C12,cation,other N-heterocycle,-22.055274963378906,-20.245195388793945
COC(=O)C([NH3+])Cc1ccccc1,cation,ammonium,7.892030715942383,22.452844619750977
COC(=O)C1CCC[NH2+]1,cation,pyrrolidinium,-21.529150009155273,-18.84602928161621
COC(C)Cn1cc[n+](C)c1,cation,imidazolium,-9.328495025634766,11.654204368591309
COCCCCn1cc[n+](C)c1,cation,imidazolium,-5.415604114532471,14.463240623474121
COCCC[N+]1(C)CCCC1,cation,pyrrolidinium,-25.032121658325195,-28.323734283447266
COCCC[N+]1(C)CCCCC1,cation,piperidinium,-24.522510528564453,-28.46057891845703
COCCC[N+]1(C)CCOCC1,cation,morpholinium,-18.360429763793945,-25.74365997314453
COCCC[n+]1ccccc1,cation,pyridinium,18.145458221435547,19.848081588745117
COCCC[n+]1ccn(C)c1,cation,imidazolium,-2.562901496887207,9.208186149597168
COCCCn1cc[n+](C)c1,cation,imidazolium,-5.645025253295898,13.772150993347168
COCCOCCOCC[n+]1ccccc1,cation,pyridinium,20.5041561126709,19.8941593170166
COCCOCC[n+]1ccccc1,cation,pyridinium,19.820722579956055,20.0433349609375
COCCOCCn1cc[n+](C)c1,cation,imidazolium,-4.516587257385254,13.680350303649902
COCC[N+](C)(C)C,cation,ammonium,-4.061833381652832,-11.676020622253418
COCC[N+]1(C)CCCC1,cation,pyrrolidinium,-25.43984603881836,-27.376066207885742
COCC[N+]1(C)CCCCC1,cation,piperidinium,-25.04500961303711,-27.50246238708496
COCC[N+]1(C)CCOCC1,cation,morpholinium,-18.42285919189453,-25.194114685058594
COCC[NH+]1C=CN(C)C1,cation,other N-heterocycle,-11.145956039428711,0.024063238874077797
COCC[NH2+]CCOC,cation,ammonium,-3.3631491661071777,-9.662309646606445
COCC[n+]1ccccc1,cation,pyridinium,17.910776138305664,20.538311004638672
COCC[n+]1ccn(C)c1,cation,imidazolium,-2.9784159660339355,9.293673515319824
COCCn1cc[n+](C)c1,cation,imidazolium,-6.079738140106201,13.047582626342773
COC[N+]1(C)CCCC1,cation,pyrrolidinium,-25.962833404541016,-25.822599411010742
COC[n+]1ccccc1,cation,pyridinium,17.059362411499023,21.518037796020508
COCn1cc[n+](C)c1,cation,imidazolium,-8.391844749450684,11.288002014160156
COc1ccc(-[n+]2c(C)cc(C)n2C)cc1,cation,pyrazolium,3.6313846111297607,24.098651885986328
C[N+](C)(C)C,cation,ammonium,-6.449499607086182,-13.159499168395996
C[N+](C)(C)CCCC(=O)O,cation,ammonium,-5.024679660797119,-12.353859901428223
C[N+](C)(C)CCO,cation,ammonium,-5.387838363647461,-12.897770881652832
C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1,cation,ammonium,-23.579668045043945,-21.369600296020508
C[N+](C)(CCO)CCCNC(=O)C(O)C(O)C(O)C(O)CO,cation,ammonium,-9.063950538635254,-13.351592063903809
C[N+](C)=CCl,cation,ammonium,-11.633536338806152,-5.898136138916016
C[N+](CCO)(CCO)CCO,cation,ammonium,-9.525303840637207,-12.344139099121094
C[N+]1(C#N)CCOCC1,cation,morpholinium,-17.59215545654297,-23.072690963745117
C[N+]1(CC#N)CCCC1,cation,pyrrolidinium,-25.04608154296875,-24.23774528503418
C[N+]1(CC#N)CCCCC1,cation,piperidinium,-24.540433883666992,-24.344066619873047
C[N+]1(CC#N)CCOCC1,cation,morpholinium,-17.19200897216797,-23.504831314086914
C[N+]1(CCCC#N)CCOCC1,cation,morpholinium,-16.505210876464844,-24.40293312072754
C[N+]1(CCCO)CCCC1,cation,pyrrolidinium,-23.11580467224121,-26.169694900512695
C[N+]1(CCCO)CCCCC1,cation,piperidinium,-23.15650749206543,-26.661212921142578
C[N+]1(CCCO)CCOCC1,cation,morpholinium,-16.834959030151367,-25.351478576660156
C[N+]1(CCO)CCCC1,cation,pyrrolidinium,-23.903661727905273,-25.81101417541504
C[N+]1(CCO)CCCCC1,cation,piperidinium,-23.73159408569336,-25.381427764892578
C[N+]1(CCO)CCOCC1,cation,morpholinium,-17.157880783081055,-24.701852798461914
C[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCC1,cation,pyrrolidinium,9.753435134887695,26.39637565612793
C[N+]1(Cc2ccccc2)CCOCC1,cation,morpholinium,7.3916802406311035,23.65119743347168
C[NH+](C)C,cation,ammonium,-13.559138298034668,-7.426156997680664
C[NH+](C)CCO,cation,ammonium,-11.825340270996094,-8.366190910339355
C[NH+](CCO)CCO,cation,ammonium,-10.38153076171875,-10.657135963439941
C[NH+]1C=CN(CCCO)C1,cation,other N-heterocycle,-7.526142597198486,-0.5963567495346069
C[NH+]1C=CN=C1,cation,other N-heterocycle,-11.123382568359375,4.598470687866211
C[NH+]1CCCC1=O,cation,pyrrolidinium,-21.719514846801758,-19.044828414916992
C[NH2+]CCO,cation,ammonium,-10.352455139160156,-7.43321418762207
C[NH3+],cation,ammonium,-11.08069133758545,-5.662359714508057
C[n+]1cc[nH]c1,cation,imidazolium,-8.548419952392578,6.95294713973999
C[n+]1ccccc1,cation,pyridinium,15.951263427734375,22.320178985595703
C[n+]1ccn(CC#N)c1,cation,imidazolium,-9.108500480651855,10.434846878051758
C[n+]1ccn(CC(F)(F)F)c1,cation,imidazolium,-10.606017112731934,9.981938362121582
C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,cation,imidazolium,-1.45302152633667,-2.449955463409424
C[n+]1ccn(CCCC(=O)O)c1,cation,imidazolium,-8.156929969787598,14.543813705444336
C[n+]1ccn(CCCCC#N)c1,cation,imidazolium,-6.568540096282959,16.179393768310547
C[n+]1ccn(CCCCCCCC(=O)O)c1,cation,imidazolium,10.524022102355957,-0.13753139972686768
C[n+]1ccn(CCCCCCCCO)c1,cation,imidazolium,11.368781089782715,-0.3379532992839813
C[n+]1ccn(CCCCO)c1,cation,imidazolium,-7.302562236785889,15.441649436950684
C[n+]1ccn(CCCCS(=O)(=O)O)c1,cation,imidazolium,-8.631664276123047,16.37677001953125
C[n+]1ccn(CCCO)c1,cation,imidazolium,-7.586442947387695,14.73034954071045
C[n+]1ccn(CCO)c1,cation,imidazolium,-8.017464637756348,13.709710121154785
C[n+]1ccn(CCc2ccccc2)c1,cation,imidazolium,9.940446853637695,24.57502555847168
C[n+]1ccn(Cc2ccccc2)c1,cation,imidazolium,9.893117904663086,24.723388671875
C[n+]1cn(CCCCS(=O)(=O)O)c2ccccc21,cation,imidazolium,8.893357276916504,19.805644989013672
Cc1c(CCO)sc[n+]1Cc1ccccc1,cation,other N-heterocycle,9.011390686035156,22.689056396484375
Cc1cc(C)[n+](-c2ccc(Cl)cc2)n1C,cation,pyrazolium,3.6735827922821045,24.007137298583984
Cc1cc(C)[n+](-c2ccccc2)n1C,cation,pyrazolium,4.888097286224365,23.27248191833496
Cc1ccc(-[n+]2c(C)cc(C)n2C)cc1,cation,pyrazolium,3.3979225158691406,24.10191535949707
Cc1ccc(CN2C=C[NH+](C)C2)cc1,cation,other N-heterocycle,0.9599232077598572,23.061033248901367
Cc1ccc(Cn2cc[n+](C)c2)cc1,cation,imidazolium,0.892034113407135,22.55685806274414
Cc1ccc[n+](C)c1,cation,pyridinium,4.4511237144470215,19.001792907714844
Cc1ccc[n+](CC(C)C)c1,cation,pyridinium,3.7920103073120117,18.488340377807617
Cc1cccc[nH+]1,cation,pyridinium,6.153511047363281,20.138530731201172
Cc1ccccc1-[n+]1ccc(C)n1C,cation,pyrazolium,4.810563087463379,23.04302978515625
Cc1ncc[nH+]n1,cation,other N-heterocycle,-9.94559097290039,4.514571189880371
Cn1cc[n+](C)c1,cation,imidazolium,-8.052565574645996,8.405290603637695
Cn1cc[n+](C)c1Cl,cation,imidazolium,-7.595615386962891,5.972799777984619
Cn1cc[n+](CC#N)c1,cation,imidazolium,-4.338357448577881,7.567551612854004
Cn1cc[n+](CCCC#N)c1,cation,imidazolium,-2.2011067867279053,7.182518482208252
Cn1cc[n+](CCCCCCO)c1,cation,imidazolium,9.352307319641113,3.9353325366973877
Cn1cc[n+](CCCCS(=O)(=O)O)c1,cation,imidazolium,4.321001052856445,9.566549301147461
Cn1cc[n+](CCCO)c1,cation,imidazolium,-2.610358476638794,7.819940090179443
Cn1cc[n+](CCCS(=O)(=O)O)c1,cation,imidazolium,4.177585124969482,9.682110786437988
Cn1cc[n+](CCCc2ccccc2)c1,cation,imidazolium,11.415532112121582,24.154449462890625
Cn1cc[n+](CCO)c1,cation,imidazolium,-3.2121775150299072,7.82476282119751
Cn1cc[n+](CCc2ccccc2)c1,cation,imidazolium,11.232894897460938,24.458799362182617
Cn1cc[n+](Cc2ccccc2)c1,cation,imidazolium,11.052424430847168,24.73407745361328
N#CCC[NH+]1C=CN=C1,cation,other N-heterocycle,-12.305055618286133,4.330413818359375
N#CCCn1cc[n+](CCO)c1,cation,imidazolium,1.1614495515823364,5.89282751083374
N#CCCn1cc[n+](Cc2ccccc2)c1,cation,imidazolium,10.4285888671875,23.76118278503418
N#CC[n+]1ccccc1,cation,pyridinium,16.080793380737305,21.428794860839844
O=S(=O)(O)CCC[n+]1ccccc1,cation,pyridinium,15.920129776000977,19.342775344848633
OCCCCCC[NH+]1C=CN=C1,cation,other N-heterocycle,7.330770492553711,-0.4691791832447052
OCCC[n+]1ccccc1,cation,pyridinium,16.757244110107422,19.78890037536621
OCC[NH+](CCO)CCO,cation,ammonium,-10.292044639587402,-11.306498527526855
OCC[NH2+]CCO,cation,ammonium,-10.027215003967285,-9.625361442565918
OCC[NH2+]c1ccccc1,cation,ammonium,8.37549877166748,21.849641799926758
OCC[n+]1ccccc1,cation,pyridinium,16.462709426879883,20.49321174621582
[Li+],cation,other,-11.12746810913086,-5.196828365325928
[NH3+]CCCO,cation,ammonium,-9.834904670715332,-8.39753532409668
[NH3+]CCO,cation,ammonium,-10.117976188659668,-7.538034439086914
[NH3+]CNCCO,cation,ammonium,-10.048306465148926,-8.271292686462402
c1ccc(C[n+]2ccccc2)cc1,cation,pyridinium,11.515416145324707,25.91840934753418
Brc1ccc2[n-]ncc2c1,anion,other,-7.604443073272705,5.736213684082031
Brc1ccc2cn[n-]c2c1,anion,other,-7.557061195373535,5.787471294403076
Brc1cccc2[n-]ncc12,anion,other,-8.081275939941406,5.42970609664917
Brc1cnc[n-]1,anion,other,-4.515836238861084,3.3506593704223633
C/C=C/C(=O)[O-],anion,carboxylate,-3.249230146408081,-2.8851065635681152
C=CC(=O)NC(C)(C)CS(=O)(=O)[O-],anion,sulfonate/sulfate,3.6415464878082275,-1.4220064878463745
CC(=O)CCC(=O)[O-],anion,carboxylate,-0.1239166259765625,-6.124156951904297
CC(=O)NC(C(=O)[O-])C(C)C,anion,amino-acid,-4.24290657043457,-8.313806533813477
CC(=O)NC(C)C(=O)[O-],anion,amino-acid,-3.7006630897521973,-7.902003765106201
CC(=O)NC(CC(C)C)C(=O)[O-],anion,amino-acid,-4.183061122894287,-8.410250663757324
CC(=O)[O-],anion,carboxylate,-2.1069118976593018,-3.324197292327881
CC(C)(C)C(=O)[O-],anion,carboxylate,-1.7100446224212646,-8.328737258911133
CC(C)C(=O)[O-],anion,carboxylate,-2.9830546379089355,-6.385977745056152
CC(C)C(N)C(=O)[O-],anion,amino-acid,-3.612689733505249,-6.564594268798828
CC(C)CC(N)C(=O)[O-],anion,amino-acid,-3.99368953704834,-6.511571407318115
CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C,anion,P-oxoanion,-1.6474432945251465,-9.059317588806152
CC(N)C(=O)[O-],anion,amino-acid,-3.0875298976898193,-5.295461654663086
CC(O)C(=O)[O-],anion,carboxylate,-2.6853668689727783,-4.818117618560791
CC(O)C(N)C(=O)[O-],anion,amino-acid,-3.522477865219116,-5.751796722412109
CC(Oc1ccc(Cl)cc1Cl)C(=O)[O-],anion,carboxylate,-7.487390518188477,3.1978378295898438
CC1(C(=O)[O-])CCCN1,anion,amino-acid,2.575549364089966,2.08672833442688
CC1=CC(=O)[N-]S(=O)(=O)O1,anion,other,-0.05435924977064133,1.5735363960266113
CCC(=O)[O-],anion,carboxylate,-1.3391026258468628,-4.31657600402832
CCC(C)C(NC(C)=O)C(=O)[O-],anion,amino-acid,-3.9002439975738525,-8.615924835205078
CCC(CC)C(=O)[O-],anion,carboxylate,-1.7650465965270996,-5.830351829528809
CCCC(=O)[O-],anion,carboxylate,-0.20680418610572815,-5.270943641662598
CCCCC(=O)[O-],anion,carboxylate,0.9482516646385193,-6.467001438140869
CCCCC(CC)CCC(=O)[O-],anion,carboxylate,2.342331886291504,-7.122956275939941
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],anion,sulfonate/sulfate,3.153318166732788,-6.870640754699707
CCCCCC(=O)[O-],anion,carboxylate,1.5852880477905273,-7.21779727935791
CCCCCCC(=O)[O-],anion,carboxylate,2.3128976821899414,-7.856541633605957
CCCCCCCC(=O)[O-],anion,carboxylate,2.9645166397094727,-8.159632682800293
CCCCCCCCC=CCCCCCCCC(=O)[O-],anion,carboxylate,4.7053632736206055,-9.654966354370117
CCCCCCCCCC(=O)[O-],anion,carboxylate,3.893735647201538,-8.5400972366333
CCCCCCCCCCCCOS(=O)(=O)[O-],anion,sulfonate/sulfate,5.024673938751221,-8.9417724609375
CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1,anion,sulfonate/sulfate,5.662449836730957,-9.352888107299805
CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],anion,sulfonate/sulfate,5.570446014404297,-9.30817985534668
CCCCCCCCCCOS(=O)(=O)[O-],anion,sulfonate/sulfate,4.790126323699951,-8.450265884399414
CCCCCCCCOS(=O)(=O)[O-],anion,sulfonate/sulfate,4.440483093261719,-7.711207389831543
CCCCCCOS(=O)(=O)[O-],anion,sulfonate/sulfate,4.115614414215088,-6.338282585144043
CCCCOS(=O)(=O)[O-],anion,sulfonate/sulfate,3.5117347240448,-4.662363529205322
CCCCP(=O)([O-])O,anion,P-oxoanion,0.5775120258331299,-3.012091875076294
CCOP(=O)([O-])OCC,anion,P-oxoanion,-6.9705328941345215,-6.796548366546631
CCOS(=O)(=O)[O-],anion,sulfonate/sulfate,2.0856823921203613,-2.052889108657837
CCP(=O)([O-])O,anion,P-oxoanion,-0.35500967502593994,-2.113814115524292
CCS(=O)(=O)[O-],anion,sulfonate/sulfate,2.2806179523468018,-1.549629807472229
COCC(=O)[O-],anion,carboxylate,-0.5873538255691528,-3.9406802654266357
COCCOCC(=O)[O-],anion,carboxylate,1.5761011838912964,-4.781896591186523
COCCOCCOS(=O)(=O)[O-],anion,sulfonate/sulfate,2.5822808742523193,-4.676218032836914
COP(=O)([O-])OC,anion,P-oxoanion,-0.3107645511627197,-0.7185300588607788
COS(=O)(=O)[O-],anion,sulfonate/sulfate,1.5739682912826538,-1.3459700345993042
CO[PH](=O)[O-],anion,P-oxoanion,-1.1725692749023438,-0.6604520082473755
CP(=O)([O-])O,anion,P-oxoanion,-0.8073060512542725,-1.6249206066131592
CS(=O)(=O)[O-],anion,sulfonate/sulfate,1.8349177837371826,-1.0177382230758667
Cc1ccc(S(=O)(=O)[O-])cc1,anion,sulfonate/sulfate,-10.160226821899414,7.169316291809082
Cc1n[n-]cc1Br,anion,other,-5.293558120727539,3.7960803508758545
Cc1nc([N+](=O)[O-])c[n-]1,anion,other,-3.9754600524902344,4.9605278968811035
Cl[Fe-](Cl)(Cl)Br,anion,other,6.481245517730713,0.28775256872177124
Cl[Fe-](Cl)(Cl)Cl,anion,other,6.500288963317871,0.2856358289718628
Clc1n[n-]c2ccccc12,anion,other,-9.093891143798828,4.8905110359191895
Clc1nc[n-]c1Cl,anion,other,-6.279094696044922,3.0829737186431885
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,4.423898220062256,13.728716850280762
FC(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,4.408735752105713,13.328022003173828
FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,anion,fluorinated,4.106668472290039,12.445028305053711
FC(F)(F)[N-]C(F)(F)F,anion,fluorinated,3.521080255508423,8.63884449005127
F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,3.656963586807251,10.9144926071167
F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,3.29892897605896,10.15208911895752
F[B-](F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,2.7732179164886475,8.883506774902344
F[B-](F)(F)C(F)(F)F,anion,fluorinated,2.0921058654785156,7.8185224533081055
F[B-](F)(F)F,anion,fluorinated,1.0959056615829468,6.814365386962891
F[B-](F)(F)c1ccccc1,anion,fluorinated,-11.684613227844238,4.273853778839111
F[B-](F)F,anion,fluorinated,0.5228697657585144,4.764559268951416
F[P-](F)(F)(F)(F)F,anion,fluorinated,0.936087965965271,5.277336597442627
Ic1cc[n-]n1,anion,other,-5.039242744445801,3.161123752593994
N#CC(=C=[N-])C#N,anion,other,-5.307051658630371,-0.594216525554657
N#CN=C=[N-],anion,other,-4.487782955169678,0.04252377524971962
N#C[Au-]C#N,anion,other,-5.1901679039001465,-0.030215537175536156
N#C[B-](C#N)(C#N)C#N,anion,other,-6.416377067565918,-0.8965214490890503
N#C[C-](C#N)C#N,anion,other,-6.219807147979736,0.12417548149824142
N#C[N-]C#N,anion,other,-5.189271926879883,-0.017240013927221298
N#C[S-],anion,other,-3.7604269981384277,0.13191725313663483
N#Cc1ccc2cn[n-]c2c1,anion,other,-7.454401016235352,5.926971912384033
N#Cc1nc(C(F)(F)F)[n-]c1C#N,anion,fluorinated,-1.2544808387756348,5.622890472412109
NC(=O)CC(N)C(=O)[O-],anion,amino-acid,-4.606937408447266,-4.76149845123291
NC(=O)CCC(=O)[O-],anion,carboxylate,-0.3008447587490082,-6.061766147613525
NC(CCC(=O)O)C(=O)[O-],anion,amino-acid,-4.762988567352295,-4.893857955932617
NC(CO)C(=O)[O-],anion,amino-acid,-3.685393810272217,-4.457489013671875
NC(CS)C(=O)[O-],anion,amino-acid,-3.7617621421813965,-4.538637161254883
NC(Cc1ccccc1)C(=O)[O-],anion,amino-acid,-11.335918426513672,5.263761520385742
NCC(=O)[O-],anion,amino-acid,-1.6624454259872437,-3.991116762161255
NCCC(=O)[O-],anion,carboxylate,-0.7152417302131653,-5.052356243133545
NCCCCC(N)C(=O)[O-],anion,amino-acid,-5.535529613494873,-5.372957706451416
NCCS(=O)(=O)[O-],anion,sulfonate/sulfate,2.8458011150360107,-2.250823497772217
NS(=O)(=O)[O-],anion,sulfonate/sulfate,1.788941740989685,-0.6730392575263977
O=C(CF)OOB([O-])OOC(=O)CF,anion,fluorinated,0.4324059784412384,-4.256284713745117
O=C(O)c1ccccc1[O-],anion,other,-10.24893569946289,5.0381550788879395
O=C(O[B-](F)(F)OC(=O)C(F)(F)F)C(F)(F)F,anion,fluorinated,2.4783987998962402,9.679681777954102
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,5.060046195983887,12.592799186706543
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,4.978893756866455,12.14068603515625
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,4.15305757522583,10.201493263244629
O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,3.8355865478515625,9.391186714172363
O=C([O-])C(F)(F)F,anion,fluorinated,2.7802679538726807,5.948375701904297
O=C([O-])C1CCCN1,anion,amino-acid,2.6987481117248535,2.020927667617798
O=C([O-])C=CC(=O)O,anion,carboxylate,-3.7458133697509766,-2.947422981262207
O=C([O-])CNCC(=O)O,anion,amino-acid,-0.9910559058189392,-6.5516204833984375
O=C([O-])CO,anion,carboxylate,-1.435936450958252,-3.47847843170166
O=C([O-])O,anion,other,-2.0078330039978027,-2.8035776615142822
O=C([O-])c1cccc(S(=O)(=O)O)c1,anion,carboxylate,-10.278735160827637,6.550286769866943
O=C([O-])c1ccccc1,anion,carboxylate,-10.870463371276855,5.39992094039917
O=C([O-])c1ccccc1O,anion,carboxylate,-10.309155464172363,5.193315029144287
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,anion,other,0.15462413430213928,1.9640114307403564
O=C1[N-]S(=O)(=O)c2ccccc21,anion,other,-10.065789222717285,3.608302354812622
O=C[O-],anion,carboxylate,-1.9244152307510376,-0.7335413098335266
O=P([O-])(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,anion,fluorinated,4.52249813079834,10.717903137207031
O=P([O-])(O)O,anion,P-oxoanion,-0.7169527411460876,-1.7822582721710205
O=S(=O)(F)[N-]S(=O)(=O)F,anion,fluorinated,2.9746310710906982,-0.06398295611143112
O=S(=O)(N=S(=O)([O-])C(F)(F)F)C(F)(F)F,anion,fluorinated,5.241274356842041,8.197197914123535
O=S(=O)(N[SH](=O)([O-])C(F)(F)F)C(F)(F)F,anion,fluorinated,4.868550777435303,8.364691734313965
O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,anion,fluorinated,6.530427932739258,9.341933250427246
O=S(=O)([CH-]S(=O)(=O)C(F)(F)F)C(F)(F)F,anion,fluorinated,5.779524803161621,8.045811653137207
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,anion,fluorinated,5.746684551239014,10.22780990600586
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,anion,fluorinated,5.793813228607178,8.411113739013672
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,5.206737995147705,12.618002891540527
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,anion,fluorinated,4.843943119049072,9.989574432373047
O=S(=O)([O-])C(F)(F)C(F)C(F)(F)F,anion,fluorinated,4.2299699783325195,7.879105567932129
O=S(=O)([O-])C(F)(F)C(F)F,anion,fluorinated,3.7295429706573486,6.43281888961792
O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)C(F)(F)F,anion,fluorinated,4.562037467956543,9.083215713500977
O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)F,anion,fluorinated,4.217873573303223,7.820353984832764
O=S(=O)([O-])C(F)(F)F,anion,fluorinated,3.4972009658813477,6.250214099884033
O=S(=O)([O-])CC(O)CN1CCOCC1,anion,sulfonate/sulfate,-7.134915351867676,-3.2193634510040283
O=S(=O)([O-])CC(O)CNC(CO)(CO)CO,anion,sulfonate/sulfate,4.714992046356201,-3.3062102794647217
O=S(=O)([O-])CC(O)CNC1CCCCC1,anion,sulfonate/sulfate,3.6193745136260986,1.6239608526229858
O=S(=O)([O-])CCN(CCO)CCO,anion,sulfonate/sulfate,3.923931360244751,-3.354663133621216
O=S(=O)([O-])O,anion,sulfonate/sulfate,1.452178716659546,-0.6625553965568542
