trial,cv_rmse,train_rmse,kernel_name,kernel_variance,likelihood_noise_variance,ls_env_0,ls_env_1,ls_structure
1,0.9236512343832806,0.5552349352436566,RationalQuadratic,0.14691566475724302,0.10843041160889726,34.33258483724707,3.0232634294853797,17.973043712331762
2,1.570830484467947,0.6348587701510444,RationalQuadratic,0.006249870646860659,0.0004655070511328724,27.779340280557513,2.7101707182655472,0.15910558296167576
3,1.6415154769809615,4638.444259755613,RBF,0.007145105514241342,0.0011399880783464038,2.9555846685991205,0.01970807025639495,0.0387124938293889
4,1.6414514662037358,1.6366158165763278,RationalQuadratic,3.1434030271926614e-06,0.17620635703351095,2.3432231714342517,0.07061036687172316,0.4122025565770574
5,1.6248919534362458,1.485566621924026,RBF,0.00018861999149545302,0.0064961478080663776,0.14106695091696342,0.024354464379765767,1.0271054144739453
6,1.1408106872069,0.13067295302591422,RBF,1.2598090747036177,0.20930191656636105,0.585832678343492,0.044065269894699576,10.44502397219213
7,1.6279352020964244,1.6108763128699333,RBF,0.0025491748831948493,0.8046465851811746,0.021231846602575474,97.2632639761755,6.256254093231718
8,1.6415154769809615,1.5999506130200656,RBF,8.725938166122366e-06,0.005971734133975752,9.820714637468779,20.910216502643646,0.018077878085008985
9,1.2709447879776619,0.06970025173539716,RBF,4.839931946891414,0.05272606795747928,0.01645551572131843,12.176522353854313,7.819763431394489
10,1.5624794154351174,0.8447283443919111,RationalQuadratic,0.024695960103791527,0.175678144179904,0.5495305164437134,0.8360431152477898,0.19958576865376224
11,1.637452354731895,0.4322885305645098,RationalQuadratic,2.5149091693173524,1.7672715826430854,0.11838563687273915,0.01462316665372066,0.013766189494922625
12,1.5464043256554962,1.5051682168338263,Matern52,5.258006762336252e-05,0.00456457032997583,0.026261677766173018,2.7077560797961864,13.315311617253899
13,405.7078275269006,6245.703770058632,RationalQuadratic,0.2769969558748094,0.001975423476844789,2.731596806743579,8.320671979744635,0.1357199691078691
14,1.6415154769809615,1.3375786304021058,Matern32,0.12758999748505662,0.9048586662420525,0.022667696660035607,0.7389146265402565,0.01860765713652903
15,1.6415151622944208,1.6372220637749002,RationalQuadratic,5.5188596986828305e-06,2.108498488279821,0.011705413494669172,41.968799109594315,0.08508295205866254
16,0.8448967806751971,0.13052449136006108,RBF,0.587025055505003,0.00585628070042975,0.06563522948575018,89.32002744434725,31.694976681927233
17,1.501514787690763,1.4609498265422758,RationalQuadratic,0.0001227449239841459,0.01716660012023352,18.53442242015653,18.04404368195221,33.81196571227608
18,1.6415153590612452,1.6371836036457588,RBF,9.695074002372894e-06,2.1591495497974362,0.2527744494135559,0.02584212748040706,0.19943258818485546
19,1.6415112849842863,1.5651844566888176,Matern32,0.00022401582852033802,0.012497762292668316,0.03253176180018753,25.08532347133318,0.09568727691338265
20,1.6242987648034835,1.3865117012428327,RBF,5.654880631949715e-05,0.0022259975983123176,80.16773083200245,7.115052124615891,0.6155940024079746
21,0.890370682065285,0.5781973230145437,Matern52,0.2652410538148576,0.04152212783386633,78.88699516788414,0.1928951143950781,44.279696368405375
22,0.7855423273399246,0.3325810726022311,Matern52,0.7230786498984522,0.0397797067453883,0.06928487117452112,0.2334969557234217,96.56124324378548
23,0.7919492647134757,0.23782959046326546,Matern52,0.8140460763138199,0.00032151528181265316,0.06471992533891507,0.11307155183002661,81.62433059725358
24,0.7547439123835884,0.18704489539028277,Matern52,0.021906965657896807,0.00032382638310769356,0.05800648334376888,0.3474339374560768,76.64472776341547
25,1.3734262622516749,0.06880887027740219,Matern52,0.029880369789594678,0.0007347856022190899,0.31607689016909624,0.3159010535181686,3.555598422646361
26,1.2903184780323873,1.2287793497200834,Matern52,0.040916400864873075,0.42642407096569557,0.06413216191671776,0.27278299780150794,95.61754213319313
27,1.612698342087317,1.4877514106820482,Matern52,0.0007641663549823002,0.037311693199564004,0.1599245474669802,0.4435404123836907,2.1463972203434665
28,0.6948917839092789,0.23512403957862177,Matern52,0.06741570787920756,0.010495835538241259,1.0854294961232167,0.13788829324349097,67.85288589735772
29,0.7783763153358748,0.08604924245034318,Matern52,0.07673393666697653,0.001956305740316052,1.2452277015905597,1.5814306167092687,28.390245391984227
30,0.6804770319021397,0.13680977998466132,Matern32,0.010131692518762867,0.0003354752073608846,7.344026066821368,0.058712412222621545,62.324121448760536
31,1.3857347918259388,0.6138595941353122,Matern32,0.000943331419618786,0.0008272920572342905,7.538972091085087,0.08795919545124731,4.162478810227658
32,1.16677142850529,0.8690784557259905,Matern32,0.005985283153215865,0.07030504516623694,5.336477271151512,0.0121223593099078,19.517559373694763
33,1.5657731095835956,0.9716049621144187,Matern32,0.007078208023894533,0.012876768490296583,30.870597883820306,0.05667621616702765,1.4200139340501543
34,0.7091977604362623,0.22192284705992646,Matern32,0.001735904123944644,0.0005310712940544747,1.5942188474432715,0.14456804412139213,59.4993585808618
35,1.6320225371017671,1.621500764122582,Matern32,1.2100121125264502e-06,0.003577173635151214,14.566868067385148,0.04182562758381439,14.982536652617268
36,1.6229380722932898,1.1410200452659016,Matern32,0.003441448186272228,0.02105763795339203,49.37121693129104,0.031990028854654004,0.4618912486197247
37,1.551720811101878,1.207441357739817,Matern32,0.000416474934048048,0.009720877545820962,4.420992770113694,0.010505343000381286,3.2204170356457826
38,1.0602596489002352,0.7283596230470442,Matern52,0.012252303769117713,0.09481239826247863,0.6328404856275917,0.47802679414187266,22.57874055552815
39,1.162449290450625,0.07316919332970573,Matern32,0.0869221503046069,0.0012191099806074278,1.862129417047059,0.08655789641657238,7.954276471506093
40,0.6984963976446792,0.13304119846913326,Matern32,3.597491028747665,0.3722459887368396,0.8896990845556724,1.4427221652116502,53.33246665987932
41,3134.010925250329,9449.557682342915,Matern52,1.8360275946573115,0.0030169666942990825,3.6474281679426257,0.017456163686906365,1.534339319050472
42,0.9075468217363014,0.10749227205584903,RationalQuadratic,0.3184186283100542,0.0011330703544377518,11.451125832637095,3.1572228065002284,5.754168787966978
43,1.0591204927702358,0.30036958931292707,Matern52,0.01570685698220302,0.000284521401618572,20.874331499704216,0.05016126433689362,12.770133590957082
44,1.6415156723382949,4925.4799674956985,Matern32,0.05223310508507712,0.00820419971016095,7.085323371890124,0.5767191603017015,0.04223485955178067
45,1.6362441465348438,1.3655557303037882,RBF,0.002699939946884047,0.14630864868090615,2.151224664210043,0.14049621212305496,0.3309654802183382
46,1.6374740813991155,1.6325223271250482,RationalQuadratic,3.284404003182371e-05,1.1482077358075813,0.34520320304126334,1.14224189773351,8.636719045398808
47,31711.479347852677,93736.35957412925,Matern52,0.16349377714519225,0.00044720284461752436,55.3074251552084,0.021297431514752177,2.2358930031591897
48,1.4034178012907461,1.373885430843891,Matern32,0.0012486196580702412,0.3838567956838079,0.8905586009505009,0.16097431290717232,45.27085572488367
49,1.4971199618546496,0.1985302499972843,RBF,0.01229170635220219,0.0014002265663878696,3.1727929463313513,3.849599710136932,0.8623401809809285
50,1.6331860541322243,0.8931382618996022,RationalQuadratic,0.004399370328271246,0.0241168880769078,0.5796552980935006,0.03580714435028192,0.032976542399374344
51,1.1419259839085114,0.8674666845419496,Matern52,0.00036435154520481625,0.0042698739179837806,6.071280169502554,0.05775128848193854,21.42804568069105
52,1.6415154769809615,34.28976949495198,Matern32,0.464681783434429,0.08279476351702732,0.1532300403854539,0.07614725385836621,0.010120681549465348
53,1.635389579937056,1.629600808582352,RBF,2.923148173723746e-05,0.23257472088762907,43.16119773956003,0.8030661757318782,36.393604874463996
54,1.3215052879792186,1.1564123334009877,RationalQuadratic,9.119982006592782e-05,0.006526445005808669,1.3755932983901569,5.376296930714776,5.260861385640492
55,1.0499392672966823,0.17125054012894989,Matern52,0.17954805010015606,0.0005546437314570678,23.83366300695768,1.999863443613057,11.27711372411026
56,1.531239369234155,0.0679464665040048,Matern32,0.07652811357727916,0.0026174463319242557,0.21757724894928632,0.10903584677603201,0.8523908482242858
57,0.697877733724168,0.11737157408768498,Matern52,1.159592624210719,0.016368542516008316,0.46222610471480435,0.22364802343106685,62.811909443962755
